Request Id,request_e2e_time,request_e2e_time_normalized,request_execution_time,request_execution_time_normalized,request_model_execution_time,request_model_execution_time_normalized,request_preemption_time,request_scheduling_delay,request_execution_plus_preemption_time,request_execution_plus_preemption_time_normalized,prefill_e2e_time,prefill_e2e_time_normalized,prefill_time_execution_plus_preemption,prefill_time_execution_plus_preemption_normalized,decode_time_execution_plus_preemption_normalized,request_inter_arrival_delay,request_num_tokens,request_num_prefill_tokens,request_num_prefill_tokens_cached,request_num_decode_tokens,request_pd_ratio,request_num_restarts,request_arrived_at,replica
4,11.830247,0.023660,11.830247,0.023660,11.830247,0.023660,0.000000,0.000000,11.830247,0.023660,0.346788,0.000048,0.346788,0.000048,0.022967,0.185878,7770,7270,0,500,14.540000,0,0.185878,0
5,13.894790,0.028357,13.894790,0.028357,13.894790,0.028357,0.000000,0.000000,13.894790,0.028357,0.375335,0.000048,0.375335,0.000048,0.027591,0.258105,8324,7834,0,490,15.987755,0,0.258105,1
6,26.738672,0.033676,26.738672,0.033676,26.738672,0.033676,0.000000,0.000000,26.738672,0.033676,0.373557,0.000048,0.373557,0.000048,0.033205,0.502624,8542,7748,0,794,9.758186,0,0.502624,2
7,12.342502,0.039059,12.342502,0.039059,12.342502,0.039059,0.000000,0.000000,12.342502,0.039059,0.120558,0.000043,0.120558,0.000043,0.038677,0.652029,3118,2802,0,316,8.867089,0,0.652029,3
8,0.367009,0.122336,0.360024,0.120008,0.360024,0.120008,0.000000,0.006986,0.360024,0.120008,0.351474,0.000048,0.344489,0.000047,0.005178,0.478514,7275,7272,512,3,2424.000000,0,0.664393,0
9,4.038576,0.023344,4.038517,0.023344,4.038517,0.023344,0.000000,0.000059,4.038517,0.023344,0.236411,0.000044,0.236352,0.000044,0.021978,0.781287,5519,5346,512,173,30.901734,0,1.039393,1
10,16.474423,0.036367,16.472177,0.036362,16.472177,0.036362,0.000000,0.002246,16.472177,0.036362,1.486820,0.000063,1.484575,0.000063,0.033085,0.715753,24106,23653,512,453,52.214128,0,1.218377,2
11,20.614360,0.045010,20.609822,0.045000,20.609822,0.045000,0.000000,0.004538,20.609822,0.045000,1.773390,0.000065,1.768852,0.000065,0.041137,0.759108,27858,27400,512,458,59.825328,0,1.411137,3
12,10.911727,0.027144,10.910182,0.027140,10.910182,0.027140,0.000000,0.001545,10.910182,0.027140,0.564652,0.000051,0.563107,0.000051,0.025739,0.763882,11412,11010,512,402,27.388060,0,1.428274,0
13,20.427745,0.033488,20.426059,0.033485,20.426059,0.033485,0.000000,0.001687,20.426059,0.033485,1.053020,0.000059,1.051333,0.000059,0.031762,0.463699,18572,17962,512,610,29.445902,0,1.503092,1
14,3.961705,0.055799,2.858700,0.040263,2.858700,0.040263,0.000000,1.103005,2.858700,0.040263,1.897371,0.000135,0.794365,0.000057,0.029075,0.342627,14127,14056,512,71,197.971831,0,1.561004,2
15,24.402655,0.060703,23.149314,0.057585,23.149314,0.057585,0.000000,1.253341,23.149314,0.057585,10.950805,0.000125,9.697463,0.000111,0.033462,0.476627,88083,87681,512,402,218.111940,0,1.887765,3
16,15.561431,0.028397,15.561357,0.028397,15.561357,0.028397,0.000000,0.000075,15.561357,0.028397,0.322867,0.000047,0.322792,0.000047,0.027808,0.588546,7384,6836,512,548,12.474453,0,2.016820,0
17,11.707470,0.033072,11.421011,0.032263,11.421011,0.032263,0.000000,0.286458,11.421011,0.032263,0.420399,0.000167,0.133941,0.000053,0.031884,0.730011,2878,2524,512,354,7.129944,0,2.233103,1
18,1.899296,0.135664,0.781187,0.055799,0.781187,0.055799,0.000000,1.118109,0.781187,0.055799,1.551624,0.000198,0.433516,0.000055,0.024834,0.745340,7850,7836,512,14,559.714286,0,2.306345,2
19,15.453444,0.106575,5.042225,0.034774,5.042225,0.034774,0.000000,10.411219,5.042225,0.034774,11.053021,0.001113,0.641802,0.000065,0.030348,0.450803,10075,9930,512,145,68.482759,0,2.338568,3
20,9.270521,0.026114,9.268598,0.026109,9.268598,0.026109,0.000000,0.001923,9.268598,0.026109,0.042476,0.000030,0.040552,0.000028,0.025994,0.422841,1782,1427,512,355,4.019718,0,2.439661,0
21,15.888905,0.034096,15.708591,0.033709,15.708591,0.033709,0.000000,0.180314,15.708591,0.033709,0.922269,0.000069,0.741955,0.000056,0.032117,0.214801,13824,13358,512,466,28.665236,0,2.447904,1
22,36.531534,0.039324,35.371019,0.038074,35.371019,0.038074,0.000000,1.160515,35.371019,0.038074,2.467368,0.000117,1.306853,0.000062,0.036668,0.361325,21947,21018,512,929,22.624327,0,2.667669,2
23,23.426342,0.067124,12.860434,0.036849,12.860434,0.036849,0.000000,10.565908,12.860434,0.036849,11.619337,0.000679,1.053429,0.000062,0.033831,0.453947,17470,17121,512,349,49.057307,0,2.792514,3
24,12.995214,0.035122,12.994393,0.035120,12.994393,0.035120,0.000000,0.000822,12.994393,0.035120,1.742643,0.000065,1.741821,0.000065,0.030412,0.530251,27235,26865,512,370,72.608108,0,2.969912,0
