cdf,prefill_e2e_time_normalized,replica
0.0,2.976573611146667e-05,0
0.01,4.735746831360152e-05,0
0.02,4.804212850117046e-05,0
0.03,5.07243478412232e-05,0
0.04,6.802222399467304e-05,0
0.05,0.0001044703491203674,0
0.06,0.00010842125925887814,0
0.07,0.00011851298655612563,0
0.08,0.0001218026633890689,0
0.09,0.00013633803434921247,0
0.1,0.00014827743477746982,0
0.11,0.0002558092969698825,0
0.12,0.0002851737805986926,0
0.13,0.00028965128389112424,0
0.14,0.00032564759168643003,0
0.15,0.000357550287832688,0
0.16,0.0004182490084479015,0
0.17,0.00045255897019246905,0
0.18,0.00047261308126114894,0
0.19,0.00048255468738883585,0
0.2,0.000502585177476878,0
0.21,0.000532761162761761,0
0.22,0.0005469388802123623,0
0.23,0.0005550606554926412,0
0.24,0.0005741225833477737,0
0.25,0.0005887208111272454,0
0.26,0.0006257322952046959,0
0.27,0.0006434022487087195,0
0.28,0.0006627275386322214,0
0.29,0.000705640637072582,0
0.3,0.0007213778792512837,0
0.31,0.0007524135402192243,0
0.32,0.0007837890576463122,0
0.33,0.0008070039401311169,0
0.34,0.0008432178791344972,0
0.35000000000000003,0.000874013502993843,0
0.36,0.0009426920836571062,0
0.37,0.0010719066218645853,0
0.38,0.0010823075966917455,0
0.39,0.0010903148508017416,0
0.4,0.0010961840145452338,0
0.41000000000000003,0.0011122893120170862,0
0.42,0.0011575688969032258,0
0.43,0.0011652033773412863,0
0.44,0.0011721835513563473,0
0.45,0.0012048074100235232,0
0.46,0.0012968109334000584,0
0.47000000000000003,0.0013240586110761735,0
0.48,0.0013474691303920375,0
0.49,0.001379656642675885,0
0.5,0.0014254380347005415,0
0.51,0.0014871832468777405,0
0.52,0.0015240656897312667,0
0.53,0.0016015751266349513,0
0.54,0.0016788877318253642,0
0.55,0.0017226606045148457,0
0.56,0.0018456540096233331,0
0.5700000000000001,0.001878849786131862,0
0.58,0.001996903734100972,0
0.59,0.002107574251583616,0
0.6,0.0021691810719337264,0
0.61,0.0021834989293661906,0
0.62,0.0022607411089613067,0
0.63,0.0023644365352693017,0
0.64,0.002492401107412764,0
0.65,0.00289830889655015,0
0.66,0.0030305952747415347,0
0.67,0.0030885920338214476,0
0.68,0.0031080734067526197,0
0.6900000000000001,0.003329359470905395,0
0.7000000000000001,0.0035299166307991904,0
0.71,0.0037441379307933623,0
0.72,0.003794204169726606,0
0.73,0.003881446853107748,0
0.74,0.004300151835045298,0
0.75,0.004566170727467567,0
0.76,0.004827410296361125,0
0.77,0.005068093202974735,0
0.78,0.005155850788461895,0
0.79,0.0053757911658084195,0
0.8,0.005592110733445046,0
0.81,0.0056776681499650155,0
0.8200000000000001,0.0065431557423209314,0
0.8300000000000001,0.007481490427062179,0
0.84,0.007852028680876385,0
0.85,0.008030687122594337,0
0.86,0.008111579582431385,0
0.87,0.008413854776127973,0
0.88,0.009381751777513646,0
0.89,0.011029426040968258,0
0.9,0.011760960055521954,0
0.91,0.012250684189038763,0
0.92,0.012612209347439837,0
0.93,0.013228122232515198,0
0.9400000000000001,0.013656717905850812,0
0.9500000000000001,0.014057768509137649,0
