cdf,prefill_e2e_time
0.0,0.04247570543106294
0.01,0.3539034056893732
0.02,0.6942425124834496
0.03,1.1364245639835724
0.04,1.4655096530729068
0.05,1.7530250501197353
0.06,2.2744373496440367
0.07,2.5953027809148645
0.08,4.075171441619898
0.09,4.80987519837906
0.1,5.590146103587535
0.11,6.19067479553265
0.12,7.267724121023091
0.13,7.612187135648633
0.14,8.246303648598234
0.15,9.817862501886655
0.16,10.956707695340498
0.17,11.40731862960814
0.18,11.517757925087455
0.19,11.815245633999611
0.2,11.946911880988356
0.21,12.16367578735176
0.22,12.317347871570888
0.23,12.538445630045844
0.24,12.751222714033856
0.25,13.448121183148437
0.26,13.806741859659187
0.27,14.195999064350488
0.28,16.189758886388763
0.29,16.819651071218583
0.3,17.15887703471649
0.31,19.79321534400963
0.32,20.157062383001715
0.33,22.476419194133076
0.34,25.91976752959701
0.35000000000000003,27.01259257119386
0.36,27.440994811801904
0.37,27.782233446706062
0.38,27.965339655988497
0.39,28.11505018819992
0.4,28.240688648112993
0.41000000000000003,28.41728732166446
0.42,28.651361619988833
0.43,29.084562161002072
0.44,29.763145408306038
0.45,30.662484247659158
0.46,31.156995099050114
0.47000000000000003,32.19828939746899
0.48,33.182085327388386
0.49,33.890803722609846
0.5,34.52088392704722
0.51,36.6635937651107
0.52,37.6153459529453
0.53,38.04646865714693
0.54,38.3773025765137
0.55,39.78678928929067
0.56,42.07299382727494
0.5700000000000001,46.34060045512288
0.58,47.358871064567275
0.59,48.21860006476696
0.6,48.62636072747731
0.61,50.41333202914844
0.62,55.017738341734095
0.63,58.39363281575996
0.64,59.36812597619401
0.65,60.185730894269554
0.66,61.89416112393914
0.67,62.859248274019066
0.68,63.896942995156635
0.6900000000000001,64.29077975352693
0.7000000000000001,64.58501161061909
0.71,65.11426784691537
0.72,65.91187456769691
0.73,67.90935008899959
0.74,71.59058046135617
0.75,72.37763940285392
0.76,72.97581780000652
0.77,73.54685531476794
0.78,73.81455018910896
0.79,74.83866475892398
0.8,78.91104659916836
0.81,80.47052728979624
0.8200000000000001,80.99523044978248
0.8300000000000001,82.67271397484154
0.84,83.37758403621932
0.85,84.07232127301614
0.86,85.77386529704697
0.87,86.72455539061897
0.88,87.2947914508335
0.89,90.21635768516332
0.9,92.82242648957765
0.91,93.48447605724252
0.92,94.31566052298525
0.93,94.91734507497252
0.9400000000000001,96.60546178251464
0.9500000000000001,96.96972983021118
0.96,97.11876755267085
0.97,97.39763712781998
0.98,100.52738734352654
0.99,104.64743895949928
1.0,106.17954477507021
