cdf,request_e2e_time_normalized,replica
0.0,0.023660494510630344,0
0.01,0.02639209733791455,0
0.02,0.02782031260626867,0
0.03,0.03066571430379646,0
0.04,0.03353193939452886,0
0.05,0.03450034310079466,0
0.06,0.03523337234968017,0
0.07,0.03558552206964896,0
0.08,0.0363935969838812,0
0.09,0.03702717695787467,0
0.1,0.03861880516636329,0
0.11,0.0395255960240298,0
0.12,0.041659470050677896,0
0.13,0.04291676862017114,0
0.14,0.04363488082506788,0
0.15,0.04531124854496153,0
0.16,0.04583570609505025,0
0.17,0.04686632771281156,0
0.18,0.04746227506178529,0
0.19,0.04862479644547055,0
0.2,0.05073195752637873,0
0.21,0.05125030261907664,0
0.22,0.05156553476755637,0
0.23,0.05386549218773707,0
0.24,0.055073564107692645,0
0.25,0.0561606553435916,0
0.26,0.056576910330236006,0
0.27,0.05757517413297046,0
0.28,0.05785208677254003,0
0.29,0.05879279585740811,0
0.3,0.05910102239172404,0
0.31,0.06050808116666663,0
0.32,0.06317811319772085,0
0.33,0.06503905370232337,0
0.34,0.06586382771778095,0
0.35000000000000003,0.06618015063065753,0
0.36,0.06703405287289431,0
0.37,0.06796083159794172,0
0.38,0.06899444660541518,0
0.39,0.07016514674008002,0
0.4,0.07108820727030456,0
0.41000000000000003,0.07152331646813963,0
0.42,0.07174341519373012,0
0.43,0.07196977116946902,0
0.44,0.07467542519887535,0
0.45,0.07811028255250559,0
0.46,0.07851548180632743,0
0.47000000000000003,0.07896036473954679,0
0.48,0.07905534081388088,0
0.49,0.08161781985494343,0
0.5,0.08243070564909621,0
0.51,0.08314140634255154,0
0.52,0.08602458456403278,0
0.53,0.08673315493497386,0
0.54,0.08795239409559036,0
0.55,0.08897491512726523,0
0.56,0.09156251234797813,0
0.5700000000000001,0.09361371654457301,0
0.58,0.09435247762299162,0
0.59,0.09622694709941386,0
0.6,0.0985293368582636,0
0.61,0.10144280309891532,0
0.62,0.10221168831823359,0
0.63,0.10241704679031712,0
0.64,0.1029062401495954,0
0.65,0.10378596846888155,0
0.66,0.10425966454420943,0
0.67,0.10464472071540895,0
0.68,0.10545368244954516,0
0.6900000000000001,0.10589943055608869,0
0.7000000000000001,0.10656780687188061,0
0.71,0.10751616489377912,0
0.72,0.10894783229722409,0
0.73,0.1115805546779506,0
0.74,0.11516424008382296,0
0.75,0.11737672331873737,0
0.76,0.12300482883510094,0
0.77,0.12514077511946164,0
0.78,0.13216218947678277,0
0.79,0.13469800299310059,0
0.8,0.1422131876124486,0
0.81,0.1547228007333546,0
0.8200000000000001,0.1567831621164568,0
0.8300000000000001,0.16638671883946962,0
0.84,0.18174911649788633,0
0.85,0.20432335823884232,0
0.86,0.2156160637192792,0
0.87,0.2404920956442333,0
0.88,0.2766622241951048,0
0.89,0.47730622164120395,0
0.9,0.561322267443424,0
0.91,0.6442557419219659,0
0.92,0.8112415395253901,0
0.93,0.8581584517558674,0
0.9400000000000001,0.952532678125446,0
0.9500000000000001,1.128380880073632,0
0.96,1.4087703935461513,0
0.97,3.765640878911621,0
0.98,5.5641186833051,0
0.99,7.342070095316443,0
1.0,37.705932151174835,0
0.0,0.023344372284838603,1
0.01,0.029629827291065933,1
0.02,0.0332966741160504,1
0.03,0.03357630822537556,1
0.04,0.0348797862040204,1
0.05,0.04439800384174491,1
0.06,0.04667784000345169,1
0.07,0.04969115981534957,1
0.08,0.05206861928665333,1
0.09,0.059618672915960166,1
0.1,0.06138357276835001,1
0.11,0.06433687824608583,1
0.12,0.06547618890746655,1
0.13,0.06744339759557087,1
0.14,0.07052425182625292,1
0.15,0.07231643153660594,1
0.16,0.0771315791217553,1
0.17,0.07956368174607324,1
0.18,0.08075476114039937,1
0.19,0.08424775113488159,1
0.2,0.08629394471835156,1
0.21,0.08748238885516058,1
0.22,0.0935096848403047,1
0.23,0.09492894172275458,1
0.24,0.09682564170469392,1
0.25,0.09849945391345813,1
0.26,0.10040012736550441,1
0.27,0.10234334325789556,1
0.28,0.10960421855197572,1
0.29,0.11397069518804154,1
0.3,0.1151891460338079,1
0.31,0.12003841311228503,1
0.32,0.12210875931520317,1
0.33,0.12478419420473365,1
0.34,0.1255459526623817,1
0.35000000000000003,0.12713841040033574,1
0.36,0.1282330066445617,1
0.37,0.13206440399858935,1
0.38,0.1354729720460159,1
0.39,0.13961552665759183,1
0.4,0.14598318761992388,1
0.41000000000000003,0.149102468575918,1
0.42,0.15365313419587961,1
0.43,0.16050701657375854,1
0.44,0.16297114594413212,1
0.45,0.16508634699474967,1
0.46,0.17079457087129055,1
0.47000000000000003,0.17632195387224064,1
0.48,0.18204789353367767,1
0.49,0.18463813980393734,1
0.5,0.1851885737025156,1
0.51,0.18622754299357405,1
0.52,0.19205435771238646,1
0.53,0.19491316897357397,1
0.54,0.1995373962863663,1
0.55,0.20051955978697183,1
0.56,0.2013763311277954,1
0.5700000000000001,0.20217947734864483,1
0.58,0.20803469577163114,1
0.59,0.2113275806219181,1
0.6,0.2131897385768454,1
0.61,0.2145965162762608,1
0.62,0.21684596227471067,1
0.63,0.2190941498399287,1
0.64,0.22065080197304965,1
0.65,0.2233805772872438,1
0.66,0.22569096162804778,1
0.67,0.22916872718082562,1
0.68,0.23831999448711483,1
0.6900000000000001,0.2483464571135202,1
0.7000000000000001,0.26984970549863174,1
0.71,0.27553070565427346,1
0.72,0.27805349407852264,1
0.73,0.280763893143679,1
0.74,0.28228289259720685,1
0.75,0.29009302482673943,1
0.76,0.29894174792359873,1
0.77,0.32333431683987274,1
0.78,0.32860108337809907,1
0.79,0.33893985503515883,1
0.8,0.35410243452056633,1
0.81,0.3756742338635056,1
0.8200000000000001,0.39279712659202265,1
0.8300000000000001,0.52142898142051,1
0.84,0.6110773237913651,1
0.85,0.6632618135235685,1
0.86,0.8544266363145678,1
0.87,1.3414713034456591,1
0.88,1.7161422068361156,1
0.89,2.149564299387552,1
0.9,2.2910580683108486,1
0.91,2.7515261988878943,1
0.92,3.0506947977497694,1
0.93,3.115469186711577,1
0.9400000000000001,3.655697023792177,1
0.9500000000000001,4.712866362718309,1
0.96,5.811889724793915,1
0.97,9.111966716409095,1
0.98,11.233275959899224,1
0.99,18.946001049029125,1
1.0,25.190333372570507,1
0.0,0.033675909094376275,2
0.01,0.03674509561259579,2
0.02,0.03832483166592319,2
0.03,0.039224150395295185,2
0.04,0.04056994301338349,2
0.05,0.041907238827804734,2
0.06,0.044437851901220085,2
0.07,0.04604529444259372,2
0.08,0.04926287059349803,2
0.09,0.05071543271332947,2
0.1,0.052226492531660486,2
0.11,0.05246764687211559,2
0.12,0.052890633356332345,2
0.13,0.054946991840018854,2
0.14,0.05623336031742034,2
0.15,0.06316088403839219,2
0.16,0.06518408352680463,2
0.17,0.06774156624819427,2
0.18,0.06882890895776643,2
0.19,0.07227258694520075,2
0.2,0.078036689957642,2
0.21,0.08400727694995898,2
0.22,0.08544892288596548,2
0.23,0.08579664953312484,2
0.24,0.08667611088553565,2
0.25,0.08718108366991703,2
0.26,0.08773221648599315,2
0.27,0.09476781490287194,2
0.28,0.10168530126548647,2
0.29,0.10630692787326745,2
0.3,0.10874509523326895,2
0.31,0.11121765565751313,2
0.32,0.11392592155319721,2
0.33,0.11445157864002889,2
0.34,0.11750434801878386,2
0.35000000000000003,0.12081668200438613,2
0.36,0.12134915654960599,2
0.37,0.12242512776653591,2
0.38,0.1238980778322665,2
0.39,0.12786989867562426,2
0.4,0.1330167087879748,2
0.41000000000000003,0.13567248537227572,2
0.42,0.13718554486694393,2
0.43,0.14077012922534643,2
