cdf,prefill_e2e_time,replica
0.0,0.04247570543106294,0
0.01,0.32932527948896545,0
0.02,0.3493184733605849,0
0.03,0.5241483240482913,0
0.04,0.8886346511957944,0
0.05,1.0863248583017044,0
0.06,1.139065413858318,0
0.07,1.1982223282470996,0
0.08,1.4007550445391097,0
0.09,1.5721110358014465,0
0.1,1.7405347452131872,0
0.11,1.7609531057651866,0
0.12,2.1447799945702855,0
0.13,2.6175010398667253,0
0.14,3.869893402088841,0
0.15,4.28212275401645,0
0.16,4.700888727711598,0
0.17,5.01624204638699,0
0.18,6.0848700637386886,0
0.19,7.107660281230786,0
0.2,7.267675207248247,0
0.21,7.535669200749483,0
0.22,7.629311018863043,0
0.23,7.680818830167352,0
0.24,7.866992109723499,0
0.25,9.364915392060293,0
0.26,10.24385183328234,0
0.27,11.017923458797629,0
0.28,11.218486276656508,0
0.29,11.387537511224718,0
0.3,11.432919102312942,0
0.31,11.488914451008794,0
0.32,11.65359749066408,0
0.33,11.80327352661656,0
0.34,11.863661998811383,0
0.35000000000000003,11.880489976676808,0
0.36,11.956433400439906,0
0.37,12.076144738072001,0
0.38,12.125289707188344,0
0.39,12.155756259464011,0
0.4,12.165161722854592,0
0.41000000000000003,12.276834066990872,0
0.42,12.282578479663366,0
0.43,12.298682759321785,0
0.44,12.34937629897514,0
0.45,12.673130620346937,0
0.46,13.296539595543866,0
0.47000000000000003,13.47526958108295,0
0.48,13.593038851609283,0
0.49,13.806746886555532,0
0.5,13.922358762286432,0
0.51,14.030697889720887,0
0.52,14.186206069624472,0
0.53,17.81835463664192,0
0.54,19.57845579448725,0
0.55,19.7976220955963,0
0.56,19.972182511686096,0
0.5700000000000001,20.011902536644797,0
0.58,20.078915354269068,0
0.59,20.193701397352285,0
0.6,20.773629453493086,0
0.61,22.29732005722173,0
0.62,22.937372428452775,0
0.63,22.95841234405266,0
0.64,23.937790574099754,0
0.65,25.85597581091797,0
0.66,26.218013322681195,0
0.67,26.697056447737168,0
0.68,27.34978828443619,0
0.6900000000000001,27.482495403271905,0
0.7000000000000001,27.814556704574585,0
0.71,28.00316678576731,0
0.72,28.25420910735011,0
0.73,28.272461171709505,0
0.74,28.357113952907,0
0.75,28.511199605262235,0
0.76,28.644491076709105,0
0.77,28.992982072168154,0
0.78,29.488735853021627,0
0.79,29.986967663847295,0
0.8,30.64478187877736,0
0.81,30.827283422294556,0
0.8200000000000001,31.17718751005137,0
0.8300000000000001,31.42554455480503,0
0.84,32.48777975586396,0
0.85,33.52540476494344,0
0.86,33.86861599854041,0
0.87,34.01613252926623,0
0.88,34.32360033453441,0
0.89,34.49438296733668,0
0.9,34.57098351170211,0
0.91,34.733966578715076,0
0.92,34.88047510401813,0
0.93,36.5484909751459,0
0.9400000000000001,36.97231116904154,0
0.9500000000000001,37.36390009874301,0
0.96,37.68005038025211,0
0.97,37.81843501542849,0
0.98,37.941231840170204,0
0.99,38.02645431150801,0
1.0,38.19606225782646,0
0.0,0.2364110448101442,1
0.01,0.38750248173334534,1
0.02,0.54094944636066,1
0.03,0.8693299647364952,1
0.04,1.2683632026048648,1
0.05,3.752881429880917,1
0.06,3.863420854918827,1
0.07,4.076912162260078,1
0.08,4.253084967683894,1
0.09,5.4104394801711315,1
0.1,6.811147678888215,1
0.11,7.226562097102071,1
0.12,7.367195648765531,1
0.13,7.458805662523969,1
0.14,8.553662177133727,1
0.15,9.775041350345122,1
0.16,9.939401461513143,1
0.17,10.468250852531868,1
0.18,12.251026342622053,1
0.19,26.57030763731094,1
0.2,26.986983713516064,1
0.21,27.026326480393504,1
0.22,27.09084439337308,1
0.23,27.244855132461623,1
0.24,27.636066105448624,1
0.25,27.861639025727932,1
0.26,27.903077166735283,1
0.27,28.04792946233037,1
0.28,28.08246466325836,1
0.29,28.137282939473845,1
0.3,28.164145057170238,1
0.31,28.24048113437461,1
0.32,28.391236978543475,1
0.33,28.55777322674699,1
0.34,28.75706911952127,1
0.35000000000000003,28.922944630075108,1
0.36,29.193185557817067,1
0.37,36.734048402729044,1
0.38,37.52673145009644,1
0.39,38.07267841974911,1
0.4,38.21673033190629,1
0.41000000000000003,38.41274897816242,1
0.42,38.98529708304969,1
0.43,40.18721452779632,1
0.44,40.984848913601134,1
0.45,41.35013879424361,1
0.46,45.375530456334076,1
