cdf,request_scheduling_delay
0.0,0.0
0.01,0.00015682266141678916
0.02,0.0019942476106079754
0.03,0.29492275884881064
0.04,0.6338855322806379
0.05,1.111312164044332
0.06,1.240232829327005
0.07,1.8270134704759082
0.08,2.277937320665346
0.09,3.6198130668370787
0.1,4.537630754769415
0.11,5.349029711718249
0.12,6.064492103410615
0.13,6.926809478904187
0.14,7.131207515063309
0.15,8.134903956400738
0.16,9.623144055505273
0.17,10.545798700599084
0.18,10.854261193146472
0.19,11.119829980922997
0.2,11.338635713417345
0.21,11.517064915738962
0.22,11.74156419877409
0.23,11.810785094992834
0.24,12.113869765209236
0.25,12.43624213484391
0.26,13.074715378840272
0.27,13.478933240609297
0.28,13.869396943354435
0.29,15.830469062637178
0.3,16.29400147942371
0.31,16.86833543660416
0.32,19.379688908649126
0.33,19.889611669184507
0.34,22.345223489689076
0.35000000000000003,25.81479292044235
0.36,26.391345867214714
0.37,26.892389561938522
0.38,27.348264910294844
0.39,27.536469207533326
0.4,27.658469264129696
0.41000000000000003,27.786516732701994
0.42,27.95279470552991
0.43,28.134435987293134
0.44,28.71171589898738
0.45,29.52842335392059
0.46,30.304688961630287
0.47000000000000003,30.957905309894247
0.48,31.95169167301142
0.49,32.85101305647781
0.5,33.46924226422066
0.51,34.21176879729231
0.52,36.26154660669053
0.53,37.38877850013235
0.54,37.85826728462689
0.55,38.186404390297916
0.56,40.267227957209975
0.5700000000000001,45.20426688720046
0.58,46.15624172532319
0.59,47.4020480252612
0.6,47.85244338524668
0.61,48.39011733199968
0.62,53.23688002270682
0.63,54.81535721155623
0.64,58.66057191881744
0.65,59.1129373009124
0.66,60.55356088550875
0.67,61.82677444350487
0.68,62.71413985745081
0.6900000000000001,63.62893101601431
0.7000000000000001,63.86642027437503
0.71,64.39895321720972
0.72,65.0205564167891
0.73,66.57344163413396
0.74,68.91006882036518
0.75,71.26522963705811
0.76,72.2068715714791
0.77,72.55483140704706
0.78,73.00449750631383
0.79,73.5282162779085
0.8,74.71396227452652
0.81,79.52524848336375
0.8200000000000001,80.26831650332318
0.8300000000000001,81.10112439572401
0.84,82.53028086020605
0.85,82.91770851455975
0.86,83.694377453207
0.87,85.91902156443662
0.88,86.39520266999155
0.89,89.24133012487324
0.9,91.50785355808549
0.91,92.59450511420779
0.92,93.74622236611273
0.93,94.28976008520425
0.9400000000000001,95.96246143190945
0.9500000000000001,96.33378851398902
0.96,96.62473200090271
0.97,96.88131196353513
0.98,97.26080456941435
0.99,103.93020311230782
1.0,105.18531318091328
