Time (sec),request_arrival,replica
10.082147362476016,23,3
10.385198706702981,24,3
10.843501799428651,25,3
11.70654738982286,26,3
12.167153562786975,27,3
12.575254710352901,28,3
12.996205327901155,29,3
13.526807708651935,30,3
13.84586247694576,31,3
14.005871628165147,32,3
14.477613209542849,33,3
14.754227022026681,34,3
15.413146762509205,35,3
16.034067762082692,36,3
16.29534942309871,37,3
16.87222644502384,38,3
17.14585627924092,39,3
17.667032350808423,40,3
18.02838876981984,41,3
18.615281434063885,42,3
19.17140291647759,43,3
19.580281025092564,44,3
20.477091458242114,45,3
21.172704215906254,46,3
21.563861887631365,47,3
22.153279890927912,48,3
22.43746053309265,49,3
22.885075853024652,50,3
23.55412540280922,51,3
23.747682340463555,52,3
24.10905692499786,53,3
24.665682993171107,54,3
25.091235000825264,55,3
25.73071908283199,56,3
26.200783266287356,57,3
26.42720924741861,58,3
27.45737659372924,59,3
27.74481883560801,60,3
28.29278278540404,61,3
28.84409678838452,62,3
29.35660628566878,63,3
29.67289193056251,64,3
30.02020517085443,65,3
30.323450587943388,66,3
30.726044918540996,67,3
30.775172748372608,68,3
31.09907109038911,69,3
31.732712001565442,70,3
31.832931642203068,71,3
32.070861860478615,72,3
32.40772562096424,73,3
33.267374336587714,74,3
34.162367816108116,75,3
34.55538119335164,76,3
35.06500878167846,77,3
35.27121656526394,78,3
35.46820078478567,79,3
36.088211722523674,80,3
36.625893839388205,81,3
37.29305436787435,82,3
37.6550345123226,83,3
38.1866130583163,84,3
38.715328792405465,85,3
39.423116438350704,86,3
40.2134800348999,87,3
40.48061614158863,88,3
40.861707759694454,89,3
41.44197249094389,90,3
41.81959157583896,91,3
42.346581586537866,92,3
42.902265488995226,93,3
43.04749131106991,94,3
43.68730670906352,95,3
44.40286383163246,96,3
45.37001126891385,97,3
45.76630697547473,98,3
46.09932264868611,99,3
46.51092041553158,100,3
47.073807163268626,101,3
47.981424317467265,102,3
48.63872045395758,103,3
48.972858079636445,104,3
49.50908932283919,105,3
49.654491001358224,106,3
50.24371727506247,107,3
50.966259894569035,108,3
51.376774696809214,109,3
51.77642578352165,110,3
52.22823073704904,111,3
52.91558958805373,112,3
53.317171448258,113,3
53.53285884312117,114,3
54.30262131449488,115,3
54.83814919329263,116,3
55.58027637749341,117,3
55.834154516413605,118,3
55.95417670269449,119,3
56.33419421783916,120,3
56.589168443997316,121,3
56.77380123767531,122,3
57.26611808388473,123,3
57.73886945952687,124,3
58.078171149096846,125,3
58.92180255691092,126,3
59.48895519922217,127,3
59.82952261156177,128,3
