cdf,request_e2e_time,replica
0.13,19.624973348704618,2
0.14,19.999972050398068,2
0.15,20.331673312788595,2
0.16,21.035352361097793,2
0.17,22.0617097753279,2
0.18,22.79646235974008,2
0.19,23.156765453765477,2
0.2,23.904911284388618,2
0.21,25.59344669272115,2
0.22,26.216638383536306,2
0.23,26.828991898372497,2
0.24,27.69082912339039,2
0.25,28.631195697644536,2
0.26,29.026299299738664,2
0.27,30.187474840050434,2
0.28,32.25981132955012,2
0.29,33.32077219975326,2
0.3,33.95191683003859,2
0.31,34.4225024288767,2
0.32,34.52615656994594,2
0.33,36.35258089568975,2
0.34,36.646713895979374,2
0.35000000000000003,37.03937711459285,2
0.36,37.18641358448813,2
0.37,37.44080145354082,2
0.38,37.829180006082105,2
0.39,38.70742207136978,2
0.4,39.53444871166622,2
0.41000000000000003,40.426412661058464,2
0.42,41.03181789811552,2
0.43,41.69975400697527,2
0.44,42.37898072117834,2
0.45,43.04316871739594,2
0.46,44.630520257557286,2
0.47000000000000003,46.96204056537585,2
0.48,48.87878256669366,2
0.49,49.585487175014116,2
0.5,50.13593736648713,2
0.51,50.45835283834203,2
0.52,50.7921673411842,2
0.53,51.93436939702263,2
0.54,53.73355757812703,2
0.55,55.147895918288484,2
0.56,60.7976283511563,2
0.5700000000000001,63.59550619718163,2
0.58,65.482605197065,2
0.59,65.62574553640208,2
0.6,66.89648118019474,2
0.61,67.96007597747172,2
0.62,69.41038364018387,2
0.63,70.60400962345513,2
0.64,72.26732473927453,2
0.65,72.57338491067976,2
0.66,73.55888693117781,2
0.67,74.7287199670181,2
0.68,74.88283689351623,2
0.6900000000000001,74.96657416525466,2
0.7000000000000001,76.51374767249126,2
0.71,77.54424452128102,2
0.72,81.21818047362906,2
0.73,82.02419053546078,2
0.74,82.73128219352635,2
0.75,84.24015311447005,2
0.76,86.1832927825097,2
0.77,88.73379986325823,2
0.78,89.49287667974912,2
0.79,91.18912857403593,2
0.8,92.34718745218346,2
0.81,92.37535346355807,2
0.8200000000000001,93.79961088855144,2
0.8300000000000001,94.57591908542658,2
0.84,99.72555923813341,2
0.85,102.47802211333136,2
0.86,103.2044597164081,2
0.87,103.68822252222297,2
0.88,106.52975431588635,2
0.89,107.75651364019586,2
0.9,108.04516937256159,2
0.91,108.29742787000066,2
0.92,108.54617082381743,2
0.93,109.16289649536654,2
0.9400000000000001,109.97286202840131,2
0.9500000000000001,110.53231259154832,2
0.96,110.74358314805086,2
0.97,110.98826144161018,2
0.98,111.92537255643659,2
0.99,112.46118620879783,2
1.0,113.6425691587383,2
0.0,12.342502095244447,3
0.01,14.282262711842057,3
0.02,14.955808078687248,3
0.03,17.427925921849276,3
0.04,20.812991306547165,3
0.05,23.1325112510559,3
0.06,23.3395658875435,3
0.07,23.517048724098657,3
0.08,23.738120684322926,3
0.09,25.485238641908563,3
0.1,26.9715588273544,3
0.11,28.87613782940781,3
0.12,30.372944366939596,3
0.13,32.76955764141782,3
0.14,33.58530664352988,3
0.15,39.969100141093044,3
0.16,41.44516848484182,3
0.17,42.47880649748345,3
0.18,43.71934486130641,3
0.19,44.3614732754807,3
0.2,48.360308412939496,3
0.21,51.764731051331964,3
0.22,53.09099419260394,3
0.23,53.4571394115787,3
0.24,54.455528741042436,3
0.25,54.98040108100263,3
0.26,58.78960016954098,3
0.27,61.16400513619646,3
0.28,62.53731559863134,3
0.29,62.9429199408764,3
0.3,63.17864052679745,3
0.31,64.07313432831408,3
0.32,64.74213999807036,3
0.33,65.67554948867577,3
0.34,66.78034465830862,3
0.35000000000000003,67.6173964436901,3
0.36,68.6985758978668,3
0.37,69.75666902434409,3
0.38,70.30915441653215,3
0.39,71.58175602773888,3
0.4,71.64260461017854,3
0.41000000000000003,72.13578076164764,3
0.42,72.79059574338424,3
0.43,73.49950431959357,3
0.44,74.24022095514214,3
0.45,74.49250825646449,3
0.46,74.66287607211933,3
0.47000000000000003,75.00330074590458,3
0.48,76.9006711441651,3
0.49,77.60987742070174,3
0.5,78.58155797633918,3
0.51,79.55849073076189,3
0.52,79.81230983314417,3
0.53,80.17038831270749,3
0.54,81.64142806627623,3
0.55,82.4254971767806,3
0.56,82.69730939804913,3
0.5700000000000001,83.18380882233467,3
0.58,83.97491684951909,3
0.59,84.5648915059691,3
0.6,85.25957847250501,3
0.61,85.65714748379568,3
0.62,86.15031552851713,3
0.63,86.90088426928607,3
0.64,87.85384091457985,3
0.65,88.63067851015143,3
0.66,89.11927362942052,3
0.67,90.33712485707704,3
0.68,90.4355291818792,3
0.6900000000000001,91.07418462645717,3
0.7000000000000001,92.2862845554827,3
0.71,93.22201096616337,3
0.72,93.36543015799704,3
0.73,93.57536622788444,3
0.74,93.70130213050965,3
0.75,94.20156525936713,3
0.76,94.739267505072,3
0.77,96.31304022866783,3
0.78,97.03535357343922,3
0.79,97.2549450964837,3
0.8,97.5970914444192,3
0.81,97.7641986497852,3
0.8200000000000001,97.83502020894969,3
0.8300000000000001,98.24075243318595,3
0.84,98.75583756375481,3
0.85,98.96615448014553,3
0.86,99.10034619319259,3
0.87,99.5609967694832,3
0.88,99.75008739685511,3
0.89,100.96153997044826,3
0.9,101.38865367929871,3
0.91,101.61536536573118,3
0.92,101.98349788354174,3
0.93,102.35910467218035,3
0.9400000000000001,102.40803282383312,3
0.9500000000000001,102.75945719249708,3
0.96,103.519152995709,3
0.97,104.42265331410783,3
0.98,105.04461035151705,3
0.99,105.37175051463308,3
1.0,121.8976137411747,3
