cdf,request_scheduling_delay,replica
0.28,27.560606820528573,1
0.29,27.597023641442288,1
0.3,27.667190965991217,1
0.31,27.73040996816074,1
0.32,27.81504770592363,1
0.33,27.935604942241483,1
0.34,27.988884540382642,1
0.35000000000000003,28.14087155128509,1
0.36,28.170904623596943,1
0.37,28.90214213926618,1
0.38,36.3122645551988,1
0.39,37.16558887010308,1
0.4,37.77346553872409,1
0.41000000000000003,37.88070271279253,1
0.42,38.10855493138479,1
0.43,38.63304778427038,1
0.44,39.686973076426995,1
0.45,40.2615750038285,1
0.46,40.886075675458216,1
0.47000000000000003,47.496713765025056,1
0.48,51.284986635999836,1
0.49,58.68559581647261,1
0.5,58.81768242730983,1
0.51,58.872422628745994,1
0.52,58.98473819247397,1
0.53,59.14524658572184,1
0.54,59.30062749143945,1
0.55,59.5310321841511,1
0.56,60.38652474363673,1
0.5700000000000001,60.56021942710363,1
0.58,60.84079207563804,1
0.59,66.71053997073777,1
0.6,67.50473063627351,1
0.61,68.63448165554006,1
0.62,68.92827269830944,1
0.63,69.63340039353567,1
0.64,70.89359599014517,1
0.65,71.12082863153647,1
0.66,71.40808817499465,1
0.67,71.5648612089193,1
0.68,72.56827826890863,1
0.6900000000000001,73.09123741238051,1
0.7000000000000001,73.23111827054763,1
0.71,73.4226151534185,1
0.72,74.06506298437924,1
0.73,74.70881384976386,1
0.74,74.8103573137903,1
0.75,76.86877243712917,1
0.76,82.56214960836816,1
0.77,82.74730313872038,1
0.78,82.99728050711519,1
0.79,83.29491889743498,1
0.8,83.59325938594421,1
0.81,83.74491660407186,1
0.8200000000000001,93.01717633661347,1
0.8300000000000001,94.39955645749902,1
0.84,95.97123096204344,1
0.85,96.02522054151646,1
0.86,96.1034829273837,1
0.87,96.19288228860658,1
0.88,96.38593920195628,1
0.89,96.5050301419614,1
0.9,96.57730442459139,1
0.91,96.61079140977156,1
0.92,96.62722937254811,1
0.93,96.71435496503824,1
0.9400000000000001,96.85610346271726,1
0.9500000000000001,96.86294465638584,1
0.96,96.88714771508711,1
0.97,96.96415758832418,1
0.98,97.07556506259073,1
0.99,97.1988235342227,1
1.0,97.2747936158442,1
0.0,0.0,2
0.01,0.18299281582893798,2
0.02,0.9045955081642202,2
0.03,1.11523909952021,2
0.04,1.1600904786037425,2
0.05,1.2611867776946424,2
0.06,1.6018746472770242,2
0.07,1.8474164868816083,2
0.08,2.046395981569144,2
0.09,2.1711749350508422,2
0.1,3.927700400195115,2
0.11,5.042019737389296,2
0.12,5.271786211226701,2
0.13,5.3688893874175605,2
0.14,5.408376123861983,2
0.15,5.643011249113968,2
0.16,7.681853536515168,2
0.17,8.132163714877612,2
0.18,11.021291972275147,2
0.19,11.791170785382965,2
0.2,12.084473419848214,2
0.21,12.357431754619203,2
0.22,12.441814692986645,2
0.23,13.269301737662584,2
0.24,13.500674246779257,2
0.25,13.971448158697346,2
0.26,14.239523617305505,2
0.27,15.434497913806403,2
0.28,15.661597818944632,2
0.29,16.04142116984539,2
0.3,16.18030285576906,2
0.31,16.29464725600217,2
0.32,16.46677852614559,2
0.33,16.645546834738926,2
0.34,16.740491264187494,2
0.35000000000000003,21.433147186741987,2
0.36,27.24620396726034,2
0.37,27.368152347171705,2
0.38,27.575584335346413,2
0.39,27.62323875918829,2
0.4,27.673158423102432,2
0.41000000000000003,27.958748716611634,2
0.42,30.308976814661143,2
0.43,30.332898524369206,2
0.44,31.19930487645684,2
0.45,31.669730402392105,2
0.46,31.811282684259137,2
0.47000000000000003,31.978789684647843,2
0.48,32.41094126196196,2
0.49,32.56800861941618,2
0.5,32.97029034596647,2
0.51,33.37963739603133,2
0.52,33.71663898339474,2
0.53,38.09405206065179,2
0.54,38.14885978069348,2
0.55,41.218720199696094,2
0.56,42.29824872400872,2
0.5700000000000001,45.83886522189637,2
0.58,46.04214984040305,2
0.59,46.332381367097376,2
0.6,47.370524799878524,2
0.61,47.47199300917794,2
0.62,47.59914934417288,2
0.63,47.90162266543957,2
0.64,52.185113239122956,2
0.65,62.960582466641455,2
0.66,63.25530385157819,2
0.67,63.682591356950915,2
0.68,63.774939089529376,2
0.6900000000000001,63.82406719515421,2
0.7000000000000001,63.851394925078594,2
0.71,63.89305793586832,2
0.72,63.99689609526664,2
0.73,64.2045141046394,2
0.74,64.4257421047648,2
0.75,64.44036447294079,2
0.76,64.65283668240068,2
0.77,64.99317910500525,2
0.78,79.01527857087235,2
0.79,79.59910385039923,2
0.8,79.79948164647232,2
0.81,80.18301783409686,2
0.8200000000000001,81.13761444850016,2
0.8300000000000001,84.74054190541827,2
0.84,85.47292090180656,2
0.85,85.88202367489262,2
0.86,85.94509843790436,2
0.87,86.06502093590431,2
0.88,86.26268393078931,2
0.89,86.3768359711195,2
0.9,86.42038669654951,2
0.91,86.48646932553076,2
0.92,86.68698186132694,2
0.93,100.81250935834575,2
0.9400000000000001,101.31865718903089,2
0.9500000000000001,102.63986417535949,2
0.96,103.96016993626297,2
0.97,104.28511644350289,2
0.98,104.74579450102937,2
0.99,104.95957323777355,2
1.0,105.18531318091328,2
0.0,0.0,3
0.01,0.34171470457415715,3
