cdf,request_execution_plus_preemption_time
0.0,1.6361477958030388
0.01,2.0232706286058564
0.02,2.410393461408674
0.03,2.797516294211491
0.04,3.049365795805119
0.05,3.120850855786494
0.06,3.192335915767869
0.07,3.263820975749244
0.08,3.288753355586131
0.09,3.3059269553989368
0.1,3.3231005552117425
0.11,3.3446585164015925
0.12,3.3771773810340533
0.13,3.4096962456665145
0.14,3.4422151102989753
0.15,3.5091777027442568
0.16,3.589917786314667
0.17,3.670657869885077
0.18,3.7599981239446034
0.19,3.900939400938829
0.2,4.0418806779330545
0.21,4.18282195492728
0.22,4.326140247104596
0.23,4.471241300669229
0.24,4.616342354233862
0.25,4.761443407798495
0.26,5.018419217616867
0.27,5.27539502743524
0.28,5.5323708372536125
0.29,5.679736829093789
0.3,5.68095639696304
0.31,5.682175964832291
0.32,5.683395532701542
0.33,5.776230279257002
0.34,5.884334222260165
0.35000000000000003,5.992438165263326
0.36,6.075685642450682
0.37,6.096791955098526
0.38,6.117898267746371
0.39,6.139004580394215
0.4,6.23812184627245
0.41000000000000003,6.368443493442839
0.42,6.49876514061323
0.43,6.614584832562039
0.44,6.643392793181357
0.45,6.6722007538006745
0.46,6.701008714419992
0.47000000000000003,6.737563352285979
0.48,6.779927998086967
0.49,6.822292643887955
0.5,6.864657289688943
0.51,6.870791508173124
0.52,6.876925726657303
0.53,6.883059945141483
0.54,6.936110862480308
0.55,7.0517173782919915
0.56,7.167323894103675
0.5700000000000001,7.282930409915359
0.58,7.42521924779863
0.59,7.571955139360501
0.6,7.718691030922371
0.61,7.879097850855183
0.62,8.073681991715354
0.63,8.268266132575524
0.64,8.462850273435697
0.65,8.53499682687148
0.66,8.558168345337508
0.67,8.581339863803537
0.68,8.604822866971478
0.6900000000000001,8.630174778350893
0.7000000000000001,8.655526689730308
0.71,8.680878601109725
0.72,8.756878879389173
0.73,8.870865432843644
0.74,8.984851986298116
0.75,9.098838539752588
0.76,9.105366681161858
0.77,9.111894822571125
0.78,9.118422963980395
0.79,9.175849388952832
0.8,9.301140192009496
0.81,9.426430995066157
0.8200000000000001,9.551721798122818
0.8300000000000001,9.57871236793354
0.84,9.589319565536606
0.85,9.59992676313967
0.86,9.751061292808073
0.87,10.253514152639834
0.88,10.755967012471595
0.89,11.258419872303357
0.9,11.556782409586495
0.91,11.773508817850193
0.92,11.990235226113892
0.93,12.186314471097488
0.9400000000000001,12.258510736400478
0.9500000000000001,12.330707001703468
0.96,12.40290326700646
0.97,12.63974874673168
0.98,13.000081137273567
0.99,13.360413527815458
1.0,13.72074591835735
