cdf,prefill_e2e_time
0.0,0.051748287685047245
0.01,0.06801472966839224
0.02,0.08428117165173724
0.03,0.10054761363508222
0.04,0.11251615840252216
0.05,0.11875417354875538
0.06,0.12499218869498857
0.07,0.13123020384122178
0.08,0.15768527473226332
0.09,0.1875098549141062
0.1,0.21733443509594913
0.11,0.24432127867304534
0.12,0.26421378073827495
0.13,0.2841062828035046
0.14,0.3039987848687342
0.15,0.31234523819317206
0.16,0.3160732720212932
0.17,0.3198013058494143
0.18,0.323948400552203
0.19,0.3306098605029968
0.2,0.33727132045379066
0.21,0.34393278040458447
0.22,0.3756200376496379
0.23,0.42607664286538616
0.24,0.4765332480811342
0.25,0.5269898532968824
0.26,0.5309103750760301
0.27,0.5348308968551778
0.28,0.5387514186343255
0.29,0.5413309717852615
0.3,0.5421225667652483
0.31,0.5429141617452351
0.32,0.5437057567252218
0.33,0.5465451535696699
0.34,0.5497258507248617
0.35000000000000003,0.5529065478800532
0.36,0.5584682061771234
0.37,0.56998226732889
0.38,0.5814963284806566
0.39,0.5930103896324231
0.4,0.5985650449486236
0.41000000000000003,0.6017359379305978
0.42,0.6049068309125718
0.43,0.6098137225827344
0.44,0.6251366063820284
0.45,0.6404594901813222
0.46,0.6557823739806162
0.47000000000000003,0.6727637863468013
0.48,0.690989095138155
0.49,0.7092144039295085
0.5,0.7274397127208623
0.51,0.7718658901821608
0.52,0.816292067643459
0.53,0.8607182451047571
0.54,0.8915597020911936
0.55,0.9042881984444808
0.56,0.917016694797768
0.5700000000000001,0.9297451911510553
0.58,0.9399199211053567
0.59,0.9496690233264942
0.6,0.9594181255476316
0.61,0.9686207223182263
0.62,0.9764570554624648
0.63,0.9842933886067033
0.64,0.9921297217509418
0.65,0.9947919233207199
0.66,0.9953844722607138
0.67,0.9959770212007077
0.68,0.998821201037974
0.6900000000000001,1.0151751662588733
0.7000000000000001,1.0315291314797725
0.71,1.0478830967006723
0.72,1.055170125447009
0.73,1.0556569518374235
0.74,1.056143778227838
0.75,1.0566306046182525
0.76,1.07441956331717
0.77,1.0922085220160875
0.78,1.1099974807150048
0.79,1.1201757794021554
0.8,1.12020653140695
0.81,1.1202372834117447
0.8200000000000001,1.1202680354165395
0.8300000000000001,1.1281046359995257
0.84,1.1372422113455438
0.85,1.146379786691562
0.86,1.1630121089804226
0.87,1.1983812986263904
0.88,1.2337504882723584
0.89,1.2691196779183262
0.9,1.3536710156764933
0.91,1.4578952126795413
0.92,1.5621194096825894
0.93,1.656208860209091
0.9400000000000001,1.6894898318763187
0.9500000000000001,1.7227708035435465
0.96,1.7560517752107747
0.97,1.771979398130614
0.98,1.7748920094899117
0.99,1.7778046208492093
1.0,1.780717232208507
