Time (sec),request_completion
5.286576168423575,1
6.8919701722520115,2
7.955411378508384,3
11.902460911173318,4
12.270398115817382,5
12.36187894681155,6
12.36187894681155,7
12.70711213398674,8
13.589941493920485,9
14.807714775948838,10
15.136115799612773,11
15.203129722449178,12
15.21277301323039,13
15.752426338879978,14
16.008356680637505,15
16.20042435693191,16
16.437801862322445,17
16.489978421652395,18
16.57364908009629,19
17.196765916647205,20
17.581675068323186,21
18.261441707141334,22
18.423987280540818,23
18.464142997669445,24
18.65829756871567,25
18.820140763783105,26
18.869139507753975,27
19.484455066908463,28
20.26904346648975,29
