cdf,request_scheduling_delay
0.0,0.0
0.01,0.0
0.02,0.0
0.03,0.0
0.04,0.0
0.05,0.0
0.06,0.0
0.07,4.860598856848423e-06
0.08,7.866897526515264e-05
0.09,0.00035983570632044156
0.1,0.0006091288857248415
0.11,0.0008567119609325192
0.12,0.001264871010680455
0.13,0.0013710056789633174
0.14,0.0016874410840215864
0.15,0.0018156537298707144
0.16,0.0022166735892000843
0.17,0.0024464219574867395
0.18,0.0025087030269490018
0.19,0.0026504825802524754
0.2,0.0030183441739982447
0.21,0.0031949750504037767
0.22,0.003429761816688473
0.23,0.0034796938117902256
0.24,0.00357116472545858
0.25,0.003930369719883253
0.26,0.00453146370354375
0.27,0.004554186060719801
0.28,0.004878830690413115
0.29,0.005450497557829947
0.3,0.0056940908562445715
0.31,0.005784401786837638
0.32,0.005995411771261221
0.33,0.006488662098783006
0.34,0.006724379148239476
0.35000000000000003,0.0071780860821232875
0.36,0.007756527556165356
0.37,0.008047258477533178
0.38,0.019256279526838387
0.39,0.06658391696924609
0.4,0.09261935200271798
0.41000000000000003,0.130218769155646
0.42,0.23407586072123016
0.43,0.3099706879458258
0.44,0.3283551768702907
0.45,0.427845709510957
0.46,0.4956825609676879
0.47000000000000003,0.5434474873436841
0.48,0.5823544082319114
0.49,0.6496208721936563
0.5,0.6614333234821959
0.51,0.7388818106844419
0.52,0.9194902094916918
0.53,0.9378276529574501
0.54,0.9731422819527211
0.55,1.0392985111175272
0.56,1.0705066360778943
0.5700000000000001,1.18264930498664
0.58,1.2637078817332708
0.59,1.34557500445051
0.6,1.4268525515623258
0.61,1.5227948542532153
0.62,1.5858368408251462
0.63,1.6116546419057902
0.64,1.6508240577570383
0.65,1.777797859360953
0.66,1.860450076028006
0.67,1.8975972649713122
0.68,2.107148862343345
0.6900000000000001,2.1877155540750364
0.7000000000000001,2.2415918506895443
0.71,2.305160327058793
0.72,2.335471159772941
0.73,2.377547133357449
0.74,2.577236390721459
0.75,2.668430503287042
0.76,2.784345168962569
0.77,2.8226984680127853
0.78,2.949444459858271
0.79,3.1772454456744645
0.8,3.3505490453812516
0.81,3.454432919281624
0.8200000000000001,3.6715782706774593
0.8300000000000001,4.322461291108751
0.84,5.851694052276638
0.85,6.932381804634281
0.86,7.270168807753452
0.87,7.667265150076618
0.88,7.941289809464264
0.89,8.118911506676367
0.9,8.501384390394723
0.91,8.652247359792945
0.92,8.817547765750025
0.93,9.186682756066665
0.9400000000000001,9.791978770891458
0.9500000000000001,10.018669994184055
0.96,10.388723471299274
0.97,11.867377935705612
0.98,17.78144255556209
0.99,18.452935794375556
1.0,19.994197907482217
