cdf,request_execution_time_normalized,replica
0.68,0.022821625123239816,6
0.6900000000000001,0.02283222613583762,6
0.7000000000000001,0.022842827148435427,6
0.71,0.022853428161033234,6
0.72,0.022864029173631038,6
0.73,0.022874630186228845,6
0.74,0.023091017070300996,6
0.75,0.023410296890110323,6
0.76,0.023729576709919653,6
0.77,0.02404885652972898,6
0.78,0.024368136349538307,6
0.79,0.024687416169347633,6
0.8,0.025006695989156957,6
0.81,0.026253746203186233,6
0.8200000000000001,0.027500796417215496,6
0.8300000000000001,0.028747846631244772,6
0.84,0.02999489684527405,6
0.85,0.031241947059303325,6
0.86,0.0324889972733326,6
0.87,0.03348318158858052,6
0.88,0.03397163410626573,6
0.89,0.034460086623950954,6
0.9,0.034948539141636176,6
0.91,0.03543699165932139,6
0.92,0.03592544417700661,6
0.93,0.036413896694691826,6
0.9400000000000001,0.03906947950586246,6
0.9500000000000001,0.04280862746377583,6
0.96,0.046547775421689155,6
0.97,0.05028692337960253,6
0.98,0.05402607133751589,6
0.99,0.05776521929542926,6
1.0,0.06150436725334263,6
0.0,0.00965410106372727,7
0.01,0.011199652026115808,7
0.02,0.012745202988504348,7
0.03,0.014290753950892889,7
0.04,0.015836304913281425,7
0.05,0.017381855875669965,7
0.06,0.018927406838058505,7
0.07,0.020218316909600232,7
0.08,0.02099994519944833,7
0.09,0.021781573489296425,7
0.1,0.02256320177914452,7
0.11,0.023344830068992618,7
0.12,0.024126458358840714,7
0.13,0.024908086648688814,7
0.14,0.02517330012900698,7
0.15,0.025180306204560188,7
0.16,0.025187312280113394,7
0.17,0.0251943183556666,7
0.18,0.025201324431219807,7
0.19,0.025208330506773013,7
0.2,0.02521533658232622,7
0.21,0.025481772616410377,7
0.22,0.02574820865049453,7
0.23,0.02601464468457869,7
0.24,0.026281080718662846,7
0.25,0.026547516752747004,7
0.26,0.02681395278683116,7
0.27,0.027010944257605623,7
0.28,0.027069046601760696,7
0.29,0.027127148945915773,7
0.3,0.02718525129007085,7
0.31,0.027243353634225923,7
0.32,0.027301455978381,7
0.33,0.027359558322536073,7
0.34,0.027513670210744717,7
0.35000000000000003,0.027715786870980145,7
0.36,0.027917903531215572,7
0.37,0.028120020191451,7
0.38,0.02832213685168643,7
0.39,0.02852425351192186,7
0.4,0.028726370172157286,7
0.41000000000000003,0.02886231350419216,7
0.42,0.02899825683622704,7
0.43,0.029134200168261917,7
0.44,0.029270143500296792,7
0.45,0.029406086832331667,7
0.46,0.029542030164366545,7
0.47000000000000003,0.02970917226534637,7
0.48,0.029938711904216087,7
0.49,0.03016825154308581,7
0.5,0.030397791181955527,7
0.51,0.03062733082082525,7
0.52,0.03085687045969497,7
0.53,0.03108641009856469,7
0.54,0.031380450926181136,7
0.55,0.03170674234817094,7
0.56,0.03203303377016075,7
0.5700000000000001,0.03235932519215056,7
0.58,0.032685616614140364,7
0.59,0.03301190803613017,7
0.6,0.03333819945811998,7
0.61,0.03379995035549054,7
0.62,0.034261701252861106,7
0.63,0.03472345215023167,7
0.64,0.03518520304760223,7
0.65,0.035646953944972797,7
0.66,0.03610870484234336,7
0.67,0.03644332258796786,7
0.68,0.03652367403010024,7
0.6900000000000001,0.03660402547223262,7
0.7000000000000001,0.036684376914365,7
0.71,0.03676472835649738,7
0.72,0.036845079798629755,7
0.73,0.036925431240762134,7
0.74,0.0381605788087531,7
0.75,0.03997312443967338,7
0.76,0.04178567007059365,7
0.77,0.043598215701513926,7
0.78,0.0454107613324342,7
0.79,0.04722330696335447,7
0.8,0.049035852594274724,7
0.81,0.04925573072807792,7
0.8200000000000001,0.04947560886188111,7
0.8300000000000001,0.04969548699568431,7
0.84,0.04991536512948751,7
0.85,0.050135243263290705,7
0.86,0.0503551213970939,7
0.87,0.0506779249747091,7
0.88,0.051206579439948295,7
0.89,0.05173523390518749,7
0.9,0.0522638883704267,7
0.91,0.052792542835665895,7
0.92,0.05332119730090509,7
0.93,0.05384985176614429,7
0.9400000000000001,0.1947302132792236,7
0.9500000000000001,0.40578642831622425,7
0.96,0.6168426433532224,7
0.97,0.8278988583902229,7
0.98,1.0389550734272235,7
0.99,1.2500112884642243,7
1.0,1.4610675035012248,7
