cdf,request_scheduling_delay,replica
0.04,0.0,4
0.05,0.0,4
0.06,0.0,4
0.07,3.492967371121484e-05,4
0.08,0.0001397186948448592,4
0.09,0.0002445077159785035,4
0.1,0.00034929673711214804,4
0.11,0.0004540857582457924,4
0.12,0.0005588747793794368,4
0.13,0.0006636638005130814,4
0.14,0.0007661473736560787,4
0.15,0.0008674782228037525,4
0.16,0.0009688090719514263,4
0.17,0.0010701399210991005,4
0.18,0.0011714707702467739,4
0.19,0.0012728016193944481,4
0.2,0.001374132468542122,4
0.21,0.0014379322790736726,4
0.22,0.0015017320896052232,4
0.23,0.0015655319001367741,4
0.24,0.0016293317106683245,4
0.25,0.0016931315211998754,4
0.26,0.0017569313317314264,4
0.27,0.0018302514217586113,4
0.28,0.0019226120707770634,4
0.29,0.0020149727197955156,4
0.3,0.0021073333688139684,4
0.31,0.002199694017832421,4
0.32,0.0022920546668508735,4
0.33,0.002384415315869326,4
0.34,0.00242049368338586,4
0.35000000000000003,0.0024284309101514356,4
0.36,0.002436368136917011,4
0.37,0.002444305363682586,4
0.38,0.0024522425904481616,4
0.39,0.0024601798172137366,4
0.4,0.002468117043979312,4
0.41000000000000003,0.002535983489643767,4
0.42,0.002603849935308222,4
0.43,0.0026717163809726776,4
0.44,0.0027395828266371324,4
0.45,0.0028074492723015876,4
0.46,0.0028753157179660428,4
0.47000000000000003,0.002932783034941,4
0.48,0.0029694520945369616,4
0.49,0.0030061211541329235,4
0.5,0.0030427902137288854,4
0.51,0.0030794592733248472,4
0.52,0.003116128332920809,4
0.53,0.0031527973925167705,4
0.54,0.003196053969967672,4
0.55,0.003242604306346042,4
0.56,0.003289154642724412,4
0.5700000000000001,0.003335704979102783,4
0.58,0.0033822553154811527,4
0.59,0.0034288056518595234,4
0.6,0.0034753559882378937,4
0.61,0.0038079874068617245,4
0.62,0.004140618825485555,4
0.63,0.004473250244109382,4
0.64,0.004805881662733213,4
0.65,0.005138513081357043,4
0.66,0.005471144499980874,4
0.67,0.0057101480095028915,4
0.68,0.005761895700821285,4
0.6900000000000001,0.005813643392139678,4
0.7000000000000001,0.005865391083458071,4
0.71,0.005917138774776464,4
0.72,0.005968886466094858,4
0.73,0.006020634157413251,4
0.74,0.010488681884910795,4
0.75,0.017164879630497953,4
0.76,0.023841077376085113,4
0.77,0.03051727512167227,4
0.78,0.03719347286725943,4
0.79,0.043869670612846585,4
0.8,0.050545868358433665,4
0.81,0.0617120794873639,4
0.8200000000000001,0.07287829061629401,4
0.8300000000000001,0.08404450174522426,4
0.84,0.0952107128741545,4
0.85,0.10637692400308474,4
0.86,0.11754313513201498,4
0.87,0.13377596365710265,4
0.88,0.16014202697450475,4
0.89,0.18650809029190712,4
0.9,0.2128741536093095,4
0.91,0.23924021692671188,4
0.92,0.26560628024411426,4
0.93,0.29197234356151663,4
0.9400000000000001,0.3367635364743307,4
0.9500000000000001,0.39076729418485123,4
0.96,0.44477105189537114,4
0.97,0.4987748096058916,4
0.98,0.5527785673164122,4
0.99,0.6067823250269326,4
1.0,0.6607860827374532,4
0.0,0.0,5
0.01,8.192020545250145e-07,5
0.02,1.638404109050029e-06,5
0.03,2.457606163575043e-06,5
0.04,3.276808218100058e-06,5
0.05,4.0960102726250724e-06,5
0.06,4.915212327150086e-06,5
0.07,0.00011135069773453586,5
0.08,0.00042901874984764267,5
0.09,0.0007466868019607495,5
0.1,0.0010643548540738568,5
0.11,0.0013820229061869637,5
0.12,0.0016996909583000704,5
0.13,0.002017359010413178,5
0.14,0.002171936143200348,5
