cdf,prefill_e2e_time_normalized,replica
0.98,0.006555601173395036,3
0.99,0.006843950325801786,3
1.0,0.007132299478208536,3
0.0,3.743916898343513e-05,4
0.01,3.839535641800058e-05,4
0.02,3.935154385256604e-05,4
0.03,4.030773128713149e-05,4
0.04,4.126391872169694e-05,4
0.05,4.2220106156262395e-05,4
0.06,4.3176293590827845e-05,4
0.07,4.40074750953239e-05,4
0.08,4.4588644739681166e-05,4
0.09,4.5169814384038424e-05,4
0.1,4.575098402839569e-05,4
0.11,4.633215367275295e-05,4
0.12,4.6913323317110216e-05,4
0.13,4.749449296146748e-05,4
0.14,4.787367791231041e-05,4
0.15,4.815187051639616e-05,4
0.16,4.8430063120481907e-05,4
0.17,4.8708255724567656e-05,4
0.18,4.8986448328653405e-05,4
0.19,4.926464093273916e-05,4
0.2,4.954283353682491e-05,4
0.21,4.9730943800249454e-05,4
0.22,4.9919054063674e-05,4
0.23,5.0107164327098546e-05,4
0.24,5.029527459052309e-05,4
0.25,5.048338485394764e-05,4
0.26,5.067149511737218e-05,4
0.27,5.080076545965851e-05,4
0.28,5.081235595966839e-05,4
0.29,5.082394645967828e-05,4
0.3,5.083553695968817e-05,4
0.31,5.084712745969806e-05,4
0.32,5.085871795970795e-05,4
0.33,5.087030845971783e-05,4
0.34,5.0886534379718956e-05,4
0.35000000000000003,5.090507800971569e-05,4
0.36,5.092362163971244e-05,4
0.37,5.0942165269709174e-05,4
0.38,5.096070889970591e-05,4
0.39,5.0979252529702655e-05,4
0.4,5.099779615969939e-05,4
0.41000000000000003,5.164856760764792e-05,4
0.42,5.229933905559645e-05,4
0.43,5.2950110503544974e-05,4
0.44,5.36008819514935e-05,4
0.45,5.4251653399442035e-05,4
0.46,5.490242484739056e-05,4
0.47000000000000003,5.535862398488461e-05,4
0.48,5.54256785014697e-05,4
0.49,5.54927330180548e-05,4
0.5,5.555978753463989e-05,4
0.51,5.5626842051224984e-05,4
0.52,5.569389656781008e-05,4
0.53,5.5760951084395174e-05,4
0.54,5.588199366545563e-05,4
