Request Id,request_e2e_time,request_e2e_time_normalized,request_execution_time,request_execution_time_normalized,request_model_execution_time,request_model_execution_time_normalized,request_preemption_time,request_scheduling_delay,request_execution_plus_preemption_time,request_execution_plus_preemption_time_normalized,prefill_e2e_time,prefill_e2e_time_normalized,prefill_time_execution_plus_preemption,prefill_time_execution_plus_preemption_normalized,decode_time_execution_plus_preemption_normalized,request_inter_arrival_delay,request_num_tokens,request_num_prefill_tokens,request_num_prefill_tokens_cached,request_num_decode_tokens,request_pd_ratio,request_num_restarts,request_arrived_at,replica
1,19.809737,0.039619,19.809737,0.039619,19.809737,0.039619,0.000000,0.000000,19.809737,0.039619,0.364484,0.000050,0.364484,0.000050,0.038891,0.185878,7770,7270,0,500,14.540000,0,0.185878,0
2,19.768283,0.040343,19.503293,0.039803,19.503293,0.039803,0.000000,0.264990,19.503293,0.039803,0.659053,0.000084,0.394063,0.000050,0.038998,0.072227,8324,7834,512,490,15.987755,0,0.258105,0
3,21.951582,0.027647,21.566054,0.027161,21.566054,0.027161,0.000000,0.385528,21.566054,0.027161,0.777760,0.000100,0.392232,0.000051,0.026667,0.244518,8542,7748,512,794,9.758186,0,0.502624,0
4,12.340084,0.039051,11.740580,0.037154,11.740580,0.037154,0.000000,0.599504,11.740580,0.037154,0.748182,0.000267,0.148679,0.000053,0.036683,0.149405,3118,2802,512,316,8.867089,0,0.652029,0
5,1.121459,0.373820,0.410744,0.136915,0.410744,0.136915,0.000000,0.710715,0.410744,0.136915,1.074833,0.000148,0.364118,0.000050,0.015542,0.012364,7275,7272,512,3,2424.000000,0,0.664393,0
6,7.056752,0.040790,6.385619,0.036911,6.385619,0.036911,0.000000,0.671133,6.385619,0.036911,0.952041,0.000178,0.280908,0.000053,0.035287,0.375000,5519,5346,512,173,30.901734,0,1.039393,0
