Time (sec),request_completion
5.11389708867553,1
6.898996128211485,2
8.507380070026501,3
9.19607778511694,4
10.37603355001171,5
11.088165394808197,6
11.69925340384185,7
12.08326874123722,8
12.516205292404676,9
12.700595131002277,10
13.568110659699391,11
13.653369640069561,12
14.092314785669014,13
14.126535612640405,14
14.565629588630797,15
15.54083534293428,16
16.000470741234732,17
16.141881397531538,18
16.15181297298475,19
16.249614198846963,20
16.302053115622186,21
16.72550234876487,22
16.72550234876487,23
17.045148564264473,24
17.062173987089253,25
17.75368872227965,26
18.049741142436492,27
18.646603105425,28
18.861839816828294,29
18.89469082432319,30
19.014515132347118,31
19.332234137905935,32
19.348037333266888,33
19.655313250956123,34
20.448366166154425,35
