cdf,request_model_execution_time_normalized
0.0,0.008957808081057207
0.01,0.009031480186331334
0.02,0.00910515229160546
0.03,0.009211280501448224
0.04,0.009836706384389188
0.05,0.010462132267330152
0.06,0.011030495582523373
0.07,0.011170889639608515
0.08,0.01131128369669366
0.09,0.011487143924272629
0.1,0.01182851294748946
0.11,0.01216988197070629
0.12,0.012506355008338325
0.13,0.012826916092819775
0.14,0.013147477177301227
0.15,0.013390291508352374
0.16,0.013446513631170802
0.17,0.013502735753989227
0.18,0.013680328974231154
0.19,0.014080435873082837
0.2,0.01448054277193452
0.21,0.01480018144914942
0.22,0.015004865524026061
0.23,0.015209549598902703
0.24,0.015360847678594483
0.25,0.015452086513703295
0.26,0.015543325348812108
0.27,0.015607036369493225
0.28,0.01564627822179417
0.29,0.015685520074095113
0.3,0.01616320902100907
0.31,0.016947810934152145
0.32,0.01773241284729522
0.33,0.018441867544426987
0.34,0.01911033285100713
0.35000000000000003,0.019778798157587273
0.36,0.01998381458335304
0.37,0.019995727308779472
0.38,0.02000764003420591
0.39,0.020052749582234696
0.4,0.02010807353721805
0.41000000000000003,0.020163397492201404
0.42,0.020357096335186203
0.43,0.020580446939885595
0.44,0.02080379754458499
0.45,0.020977344364209314
0.46,0.02114425067915696
0.47000000000000003,0.021311156994104605
0.48,0.021349185107571597
0.49,0.02137915833344605
0.5,0.021409131559320504
0.51,0.021734812179066313
0.52,0.022060492798812118
0.53,0.022368862978367023
0.54,0.022400266114867482
0.55,0.022431669251367938
0.56,0.022460236283472948
0.5700000000000001,0.022467532532612102
0.58,0.022474828781751253
0.59,0.022507372838589286
0.6,0.022657739998022113
0.61,0.02280810715745494
0.62,0.022937201511683287
0.63,0.022997159248997083
0.64,0.023057116986310883
0.65,0.02309984137012163
0.66,0.023101205705525072
0.67,0.023102570040928513
0.68,0.023123851214029944
0.6900000000000001,0.023181646589577685
0.7000000000000001,0.02323944196512543
0.71,0.023307394789959072
0.72,0.023389858256629707
0.73,0.023472321723300344
0.74,0.02356058720054778
0.75,0.02365537993969412
0.76,0.023750172678840456
0.77,0.023851786836012096
0.78,0.0239594644758729
0.79,0.0240671421157337
0.8,0.02413037417979171
0.81,0.02416249434078776
0.8200000000000001,0.02419461450178381
0.8300000000000001,0.024621947703332814
0.84,0.025264851654274348
0.85,0.025907755605215882
0.86,0.026149521743290164
0.87,0.026224147126003093
0.88,0.02629877250871602
0.89,0.026421728738926505
0.9,0.026559555999136245
0.91,0.02669738325934598
0.92,0.02725973018988615
0.93,0.02791304562121141
0.9400000000000001,0.02856636105253666
0.9500000000000001,0.028823080352121878
0.96,0.029026920167475087
0.97,0.029230759982828293
0.98,0.03199871457875564
0.99,0.034926926348468834
1.0,0.037855138118182086
