Request Id,decode_time_execution_plus_preemption_normalized
5,0.015541924754259787
6,0.03161497569766572
11,0.03809312656376047
4,0.03634047512074244
15,0.026206067742005196
1,0.039607951613774194
2,0.03993126589444326
7,0.041371982271505056
9,0.0424767719603285
16,0.03309030464260965
8,0.041506574953291686
29,0.025342956580536355
34,0.0
14,0.031725028647139504
12,0.031829721605459056
17,0.03227317463991442
10,0.03903859108236803
3,0.03719945110550799
37,0.02770581471553822
20,0.031680970322087984
18,0.03171515371004696
13,0.03141841032459826
21,0.030694736524438365
58,0.027221550754248664
38,0.030176382468608973
23,0.030867414201067832
33,0.031029246047828165
42,0.03019968728379772
32,0.03086627950474088
45,0.030160104884476537
22,0.030767417563815805
57,0.02995208440588565
43,0.03018084879741738
53,0.030841498760594895
44,0.03044783437695737
48,0.030435184506735134
36,0.030438985942926267
49,0.030741281861902822
30,0.03105281974190924
65,0.03051800264273995
31,0.03115684212636572
40,0.030847295557118855
66,0.03064622214380181
52,0.031000198483009146
39,0.030864203200135786
59,0.0312973957957561
47,0.031048311677368483
85,0.0
55,0.031120747126919156
41,0.031032728561345074
28,0.031149375031615186
62,0.03130553686883991
60,0.03126326094024441
19,0.03139509725771456
72,0.03169685451117254
24,0.0312351394967691
67,0.03155432790627448
77,0.03217535961314912
75,0.03320667358820467
61,0.032360854380267264
71,0.03287272850888528
70,0.032515258252015615
103,0.029392173788570213
63,0.032166157282779384
78,0.03256318686628236
69,0.03207094156605167
84,0.032191916245241634
87,0.031937934500098214
83,0.03188632747211629
100,0.029969069774582958
122,0.029859631613167462
130,0.028632958213840203
114,0.029547808715138534
81,0.03150519852093474
92,0.03126794143421776
116,0.029718470886115147
90,0.031310155962304416
115,0.029681368718862358
82,0.0314238184131489
117,0.029828384848181864
105,0.02984522882786529
113,0.029576838875760215
149,0.025212601190363178
86,0.031024852736335394
134,0.028196732104346096
110,0.029480959305829245
147,0.02787012369755208
99,0.029536836953916772
104,0.02956436139862387
160,0.028853587076665528
106,0.02953163649385103
123,0.0292590653637725
108,0.029754082826607704
102,0.029790339280412133
101,0.02977186359038205
152,0.029728777339419404
171,0.02920653781215214
127,0.029632113145431908
107,0.029798818870730027
121,0.029741035294277015
128,0.029693446270070218
126,0.029652676895022923
155,0.029968158692864847
136,0.029579369638715765
138,0.029568568880178947
118,0.029726974505470467
158,0.029917299490618207
132,0.029596237002081003
157,0.029800866788097242
141,0.029450465565663175
153,0.029604459960076622
154,0.02976232678875158
125,0.029631386966175566
143,0.029642952414684866
150,0.029819256157240716
142,0.029716590428766124
148,0.029786240041919286
133,0.02975003505169638
173,0.029997730989046765
164,0.03031303808085145
131,0.029894570331395934
140,0.029748489500351954
197,0.027656457167842364
165,0.030338924127536207
163,0.030330554490658978
184,0.03022839371336526
176,0.030207173238526074
181,0.02997934571649002
185,0.030093628943060714
175,0.029959013180462665
183,0.030030672868030284
189,0.03016564824148797
174,0.02994366835708767
172,0.030001643862606422
187,0.030200349357665305
207,0.02954293870617164
177,0.029960351945780818
169,0.029899033610811924
227,0.01947449574854332
235,0.026918610066249973
196,0.029292347303474183
161,0.029867274879505957
182,0.02956002457864371
162,0.02986392714754994
205,0.028811751834384138
192,0.02965030502092558
146,0.02958818708802419
198,0.02918342505894887
239,0.029552054700031655
206,0.029362781217811273
218,0.02922105779408206
195,0.02955335944020112
240,0.030044975707358864
204,0.02945721443363496
232,0.030013978185620117
201,0.029723575382220948
209,0.029826345781801666
210,0.029872405850339963
203,0.029760452949821065
251,0.03060979590617595
216,0.029759734495982758
193,0.02986621455536032
214,0.02970669042283423
219,0.029676707640470527
286,0.027583994083620667
225,0.0298540560997683
249,0.030485017595839603
302,0.022442284924312616
202,0.029787640712238165
261,0.030669431366050385
259,0.03067890780304211
243,0.030436996054239614
244,0.030418938589463096
224,0.029911574900305445
234,0.030170897447850592
230,0.030120866005591062
217,0.02998675020737569
237,0.030308391127127934
228,0.030065957254482238
248,0.03051526829434004
250,0.030409423505162007
194,0.029881566780712663
311,0.02965497149341766
256,0.030555621385368523
289,0.03433004120676297
271,0.03314018101183611
276,0.034764863791866
294,0.03617909576558912
254,0.03600478943097375
215,0.03537366344112055
281,0.04295761067714303
264,0.040598511188257795
275,0.043246071344744855
266,0.04290193883701601
280,0.04655279722431034
285,0.04748087952378312
272,0.04598679729742443
283,0.048970243597444556
262,0.04320918309956784
304,0.05171800677205495
325,0.05234563249880158
332,0.027693375166449413
316,0.04778630042866919
334,0.028020861496675376
301,0.045131329962794633
307,0.04594760589820833
299,0.043331118057919664
335,0.029036268553927158
288,0.04225990971065417
274,0.04060187540539052
321,0.04529938948550621
352,0.02924205781183136
357,0.029212149547151504
344,0.029045755795453633
317,0.04242066749936409
346,0.029087194752264716
372,0.028427524227617823
341,0.02899783279638482
330,0.028767867181359593
345,0.028989899479742544
365,0.028682093002963982
336,0.028856926618027485
296,0.03956541045888729
312,0.040426235298054405
362,0.02906487032921992
338,0.028896642965230087
349,0.028949178963728558
348,0.02892491175779615
369,0.028471009919649688
367,0.028650540428505157
374,0.028589521863996287
393,0.02826356474099296
354,0.028889519492839716
347,0.028840079150330617
408,0.028493059588836803
435,0.028099767585252986
385,0.028424759357066613
386,0.02847509710256888
373,0.028566852704557347
368,0.028622468692907833
390,0.028631675832838398
370,0.0286862445965257
378,0.028696699613667852
380,0.028668875842875557
423,0.028844902094215336
394,0.028766813843075945
391,0.028761585515689185
377,0.02882434514504153
447,0.029677400086997468
445,0.02974972464742847
383,0.02905901339787013
412,0.030021748101893845
407,0.030470823482861946
420,0.031851800323260425
389,0.031632091882286516
432,0.03310855779497493
438,0.034322687267347614
446,0.03694496344258212
402,0.03509697243673438
425,0.04136352579426099
439,0.04947192911092283
437,0.04855714687793231
463,0.05880793101990521
467,0.06192456758446751
453,0.05137336156851565
455,0.050319989880985024
397,0.04179342657232426
265,0.039386925678957685
462,0.049288316169761606
426,0.04210830747286855
451,0.04552274353678219
449,0.04447835492630315
459,0.046565151543057536
442,0.03918305949499982
458,0.04112155704172815
443,0.03894388607579591
466,0.04174820042871834
471,0.010578676471908894
464,0.03780803809501537
454,0.033586810995571696
470,0.032818425557206585
468,0.03238650538319807
364,0.021414817677436346
