cdf,prefill_e2e_time_normalized
0.0,5.0135331436980095e-05
0.01,9.932176934076032e-05
0.02,0.00016718384763867052
0.03,0.0002836683381819669
0.04,0.0005410533898176969
0.05,0.0009495376909379333
0.06,0.001463222285342067
0.07,0.0016778488507429169
0.08,0.0018387855577448786
0.09,0.0020885717064253054
0.1,0.0021239229682279586
0.11,0.002234547277964748
0.12,0.002529866076741307
0.13,0.0027367381981507227
0.14,0.002868480679945259
0.15,0.0029928786120344236
0.16,0.0032231734696273094
0.17,0.003350801068618242
0.18,0.0034660619914091517
0.19,0.00355225246253858
0.2,0.003630305261122952
0.21,0.003705502385881896
0.22,0.0038632169568147104
0.23,0.004204449535161631
0.24,0.004366974158262477
0.25,0.00451968757413836
0.26,0.004694354830658839
0.27,0.004774861204603939
0.28,0.005106453499369102
0.29,0.005180081468303797
0.3,0.00533463320090096
0.31,0.005521045258116442
0.32,0.005809885785778486
0.33,0.0060422255887266855
0.34,0.006303499078989766
0.35000000000000003,0.006603989167478291
0.36,0.006902911560973785
0.37,0.00702576506654225
0.38,0.007141250881755289
0.39,0.0073824895198164354
0.4,0.007532170817374525
0.41000000000000003,0.007880516943186892
0.42,0.008050081182592808
0.43,0.008219656041711801
0.44,0.008269271449814675
0.45,0.008423398733345001
0.46,0.00850433591576029
0.47000000000000003,0.00860850534404134
0.48,0.008940806931635351
0.49,0.009077933236407534
0.5,0.009146925628969552
0.51,0.009479505522862527
0.52,0.009710539293937158
0.53,0.009795224862721873
0.54,0.00993263618429501
0.55,0.010319188554343798
0.56,0.010603722975143162
0.5700000000000001,0.010909797676213626
0.58,0.01132552486232688
0.59,0.011539229374351902
0.6,0.011746842148942995
0.61,0.012555690443120751
0.62,0.012854235415963255
0.63,0.013132434788623084
0.64,0.013346493283165563
0.65,0.013955586854621975
0.66,0.014248835423237129
0.67,0.014740153330807007
0.68,0.0150987524176888
0.6900000000000001,0.015529423029026048
0.7000000000000001,0.01578760738498579
0.71,0.016391531369562336
0.72,0.01738753201930781
0.73,0.017939017055383935
0.74,0.018724850968608767
0.75,0.01956445150636271
0.76,0.01987694991587086
0.77,0.020585660880717196
0.78,0.02157593701622757
0.79,0.024449645140707542
0.8,0.026720793240517033
0.81,0.02721372887668883
0.8200000000000001,0.02785973419994997
0.8300000000000001,0.02879563531610259
0.84,0.02936548878014772
0.85,0.031581780298950514
0.86,0.03286414502855387
0.87,0.033923705289609966
0.88,0.0344342004611762
0.89,0.034997268978469324
0.9,0.035822696612242286
0.91,0.037138877079325956
0.92,0.04076459255173674
0.93,0.04265593770766764
0.9400000000000001,0.04453751125836469
0.9500000000000001,0.048943165814489875
0.96,0.0506889396381727
0.97,0.059238397752100325
0.98,0.06090075054851212
0.99,0.061793856852355264
1.0,0.0626509259200557
