cdf,request_model_execution_time_normalized
0.0,0.02197548264373643
0.01,0.02898905073436813
0.02,0.02906163380734388
0.03,0.029156494321774334
0.04,0.02921988328723693
0.05,0.02923033371161346
0.06,0.02933842705805135
0.07,0.029451331851131416
0.08,0.02964170605064708
0.09,0.029726662465799792
0.1,0.029794634829862377
0.11,0.029847732922001196
0.12,0.029879190595179492
0.13,0.029898646948329576
0.14,0.02991521408432763
0.15,0.029965858294876045
0.16,0.03005402391759901
0.17,0.0300865798245018
0.18,0.03013167371241457
0.19,0.03016521319786306
0.2,0.030229455693858213
0.21,0.030272402509791813
0.22,0.030335245275968613
0.23,0.03037074808858063
0.24,0.030458119291018954
0.25,0.030511475256326387
0.26,0.03055009084585666
0.27,0.03057077522975878
0.28,0.030615124441878697
0.29,0.030659105155340823
0.3,0.030676755505742132
0.31,0.03070909006085592
0.32,0.03076212482308098
0.33,0.030849464861656416
0.34,0.030864397046813465
0.35000000000000003,0.030959553558560945
0.36,0.031105224606093943
0.37,0.031185607228351064
0.38,0.031224638704855194
0.39,0.03132736109433197
0.4,0.031340269949211276
0.41000000000000003,0.0314449510286933
0.42,0.0314599445977223
0.43,0.03156994554334179
0.44,0.03158803272308433
0.45,0.031656581321026604
0.46,0.03168726086704293
0.47000000000000003,0.03173908238294646
0.48,0.03180660909940627
0.49,0.0318932989119708
0.5,0.031937828324837284
0.51,0.031997652541553956
0.52,0.03207456244263032
0.53,0.03210770489142147
0.54,0.03219452331185093
0.55,0.03220185735771418
0.56,0.03223914094317712
0.5700000000000001,0.03242755087375967
0.58,0.03263983211561049
0.59,0.032753510462402914
0.6,0.03293204748041561
0.61,0.03314920393594769
0.62,0.03324503226319902
0.63,0.03332235743485606
0.64,0.033479008453895336
0.65,0.03363748467906577
0.66,0.03372475841190078
0.67,0.03376759379400114
0.68,0.033851170107999415
0.6900000000000001,0.03399386385733679
0.7000000000000001,0.034200216238426444
0.71,0.034402320832826
0.72,0.035106514501203084
0.73,0.035813768646179085
0.74,0.03616661927947556
0.75,0.036622955710393715
0.76,0.037210931912884354
0.77,0.03810786472167563
0.78,0.03915462440059195
0.79,0.03977201647259684
0.8,0.04030012926913623
0.81,0.04073279794739453
0.8200000000000001,0.04159976892475443
0.8300000000000001,0.04200652304661702
0.84,0.04255459341018014
0.85,0.04335425789241835
0.86,0.04351742770437581
0.87,0.044269127555520496
0.88,0.04487756726148397
0.89,0.04645746930493445
0.9,0.047104307141557895
0.91,0.047894505089829766
0.92,0.049263217530374624
0.93,0.04969700348258944
0.9400000000000001,0.05037505575709712
0.9500000000000001,0.05175463953309502
0.96,0.05580382481808479
0.97,0.05978073146000881
0.98,0.07401702900848464
0.99,0.12114188002299527
1.0,0.6151207073577377
