Time (sec),request_completion
1.7858515233857566,1
7.460824872901044,2
10.466276286054544,3
12.883801083401522,4
18.976529746605618,5
20.354337894334147,6
20.483478492459707,7
22.194896729202913,8
22.93379095075173,9
23.967351193292355,10
24.271955529804085,11
26.78483470306341,12
29.038437024901413,13
29.413394048206083,14
30.53498947428941,15
30.652090089310967,16
30.762985010380525,17
30.816748095363305,18
31.22036183309076,19
33.547550389997596,20
34.79096719392736,21
35.29468739388099,22
35.76454267580045,23
37.62912413273062,24
37.661618307286005,25
38.043572293571295,26
38.043572293571295,27
38.63026473751108,28
38.830590644326804,29
39.32302217747365,30
39.35887024489304,31
39.63161249441955,32
39.779142752540494,33
41.70776478333858,34
42.48569430942671,35
43.49901549422995,36
43.87985076325802,37
45.047525253247976,38
45.27456469247969,39
46.25446477118022,40
46.38050402760978,41
46.926967882310805,42
46.9612204614742,43
47.28212293662809,44
47.78172286538633,45
48.220069920563006,46
48.54561917137862,47
48.89157214492791,48
49.00197867943747,49
49.08890323881564,50
49.307378322975374,51
50.29053213530788,52
50.32384314237527,53
50.56842348042299,54
50.76985772353133,55
52.24634180532158,56
52.69626300791764,57
52.80359523807981,58
54.91522215556341,59
54.9730794137302,60
55.207440242365315,61
56.26238825324394,62
56.31594899787472,63
56.6453019395154,64
57.30680076127457,65
58.87092981015947,66
59.485780688750644,67
61.403539264828574,68
61.84222787180403,69
62.579259129714,70
63.29113218363574,71
63.85314816531275,72
63.88792676713214,73
65.59757631439395,74
65.65095212872072,75
66.06008105911555,76
66.12054221411432,77
66.12054221411432,78
66.2140288706445,79
66.85438180158769,80
67.3946586060377,81
67.6398324367482,82
67.77284762389314,83
68.0730034211224,84
68.10269655017379,85
68.6382012742508,86
68.81390671044714,87
69.76861539722796,88
70.56175981501892,89
70.89559518898882,90
71.22942542726949,91
71.51376832908402,92
72.93975887877649,93
72.96795945614788,94
73.05557678019805,95
73.32959313558054,96
74.14995327142408,97
74.36561215078382,98
74.95740300812702,99
74.95740300812702,100
75.71866311809639,101
76.10087979384446,102
76.19059914208663,103
76.47310621465314,104
76.55188628558331,105
77.04988414655632,106
77.15427443325788,107
77.29502212907484,108
78.19293973309657,109
78.54667596852464,110
78.69570335355759,111
79.12593227020166,112
79.27051487229521,113
79.4848274538904,114
79.984989997268,115
80.05143406887478,116
80.22336750241973,117
80.80247910967847,118
80.93765914955942,119
81.08435193542437,120
81.24091359296932,121
81.49072601670382,122
81.79886953582572,123
81.89892006307588,124
83.73819270968194,125
83.79981573194472,126
84.4019208716011,127
84.82292277725357,128
87.1011562135386,129
87.13116479807799,130
87.35217804953372,131
87.45667755812327,132
88.15111964636924,133
88.22116852156003,134
88.39144895286498,135
88.7910299410244,136
89.23120810619865,137
89.49275192080677,138
89.57064990380094,139
91.06868827415896,140
91.1793785406365,141
91.4938795849954,142
91.4938795849954,143
91.62816473284434,144
92.5641631731448,145
93.3933693237997,146
93.47874412266587,147
94.94944677844461,148
96.34427566167324,149
96.81755084759268,150
97.57035249877343,151
97.75524667404177,152
97.75524667404177,153
98.41182315237695,154
99.00744856065056,155
99.65926783604174,156
99.68840424086912,157
99.68840424086912,158
100.21935290222615,159
100.3655861394191,160
100.85592462954871,161
101.11215827670725,162
101.70961432809665,163
101.882143437125,164
102.00598163627456,165
103.45661883148186,166
103.72352200363238,167
103.89987194133272,168
104.2779108093734,169
104.45069075095034,170
104.67967544202207,171
104.94171448446592,172
105.34520300952138,173
105.37579932500478,174
105.99525024164858,175
106.29079587549509,176
106.55823744022159,177
106.55823744022159,178
106.61804766709237,179
106.84040129051608,180
107.14894864076938,181
107.6074724643116,182
107.69962683335376,183
108.17261929287322,184
111.12303787016907,185
111.18196113451646,186
112.1094895058073,187
112.1094895058073,188
114.66445189733842,189
116.88918702286938,190
117.78038432298328,191
118.61351110857379,192
118.99244788530201,193
120.16593544095869,194
120.77242805360302,195
120.87475491577442,196
122.44175006773726,197
122.81202392704655,198
123.71286664850831,199
124.35240236377689,200
126.4596384609077,201
126.62302448692805,202
127.50718241078509,203
127.65552513917804,204
127.84548612174237,205
128.49248013684564,206
129.87231186696502,207
129.9260256115318,208
130.06793614946073,209
130.44643001279283,210
130.83682779148026,211
132.6753030364057,212
133.16372424662669,213
133.5247015154354,214
133.58244998589018,215
133.58244998589018,216
133.92154867959488,217
134.4472272307438,218
134.72348980870728,219
135.03784783262458,220
135.06418922330798,221
135.2520015040117,222
135.8143130452042,223
135.86815266599498,224
136.01129952213196,225
136.03650352529536,226
136.2554820614505,227
137.09494383664475,228
137.48231211133225,229
137.54090108917904,230
137.72690256070337,231
138.49601400261614,232
139.92456169512155,233
139.95460676478095,234
140.1427931625133,235
140.6358368606959,236
141.20205968697164,237
141.46074374565015,238
142.27358419108904,239
142.60476483721436,240
143.33681759588768,241
143.36811930401106,242
143.46477039497321,243
143.59079831879475,244
143.61624092010214,245
144.7958587492827,246
144.97706117210305,247
145.47335445911804,248
146.10090750575503,249
146.24927175213662,250
146.28733082441087,251
147.12291685112555,252
147.7421124053376,253
148.75582320259392,254
149.34158307294777,255
149.40212375553517,256
149.8986795076903,257
150.75580022900638,258
151.96999883254398,259
156.25061046808693,260
160.3698740498606,261
160.97194367261537,262
161.0567538317066,263
161.0688980791964,264
161.2635601948458,265
161.52537269743493,266
161.58850623038094,267
161.68044252647329,268
161.82293238781295,269
161.93674685546424,270
161.96777105288092,271
162.01994914970925,272
162.0993404328163,273
162.7390971761982,274
162.75907602893403,275
162.84707874470232,276
162.86684619548228,277
163.05306427013923,278
163.3559481852723,279
163.96372773782983,280
164.25486191455096,281
164.3267136694597,282
171.20984058114476,283
