cdf,batch_size,replica
0.0,0.9900000000000001,0
0.01,0.9900000000000001,0
0.02,0.9900000000000001,0
0.03,0.9900000000000001,0
0.04,0.9900000000000001,0
0.05,0.9900000000000001,0
0.06,0.9900000000000001,0
0.07,0.9900000000000001,0
0.08,0.9900000000000001,0
0.09,0.9900000000000001,0
0.1,0.9900000000000001,0
0.11,0.9900000000000001,0
0.12,0.9900000000000001,0
0.13,0.9900000000000001,0
0.14,0.9900000000000001,0
0.15,1.993661701417351,0
0.16,4.014835333028612,0
0.17,4.014835333028612,0
0.18,5.002829575110743,0
0.19,5.98951037117267,0
0.2,7.028793021534833,0
0.21,7.924973703917148,0
0.22,8.935418643763667,0
0.23,8.935418643763667,0
0.24,10.074696689511441,0
0.25,10.074696689511441,0
0.26,10.074696689511441,0
0.27,10.913817739716958,0
0.28,12.06167417903937,0
0.29,13.066290498147941,0
0.3,13.066290498147941,0
0.31,13.874292528934198,0
0.32,15.029881751769887,0
0.33,15.959309654787097,0
0.34,16.94621214351123,0
0.35000000000000003,16.94621214351123,0
0.36,17.994143369901202,0
0.37,17.994143369901202,0
0.38,19.106877269947287,0
0.39,19.106877269947287,0
0.4,19.106877269947287,0
0.41000000000000003,19.88667024086647,0
0.42,19.88667024086647,0
0.43,21.116435486210914,0
0.44,21.97824287264948,0
0.45,21.97824287264948,0
0.46,22.875222481777087,0
0.47000000000000003,22.875222481777087,0
0.48,23.808809768044906,0
0.49,23.808809768044906,0
0.5,23.808809768044906,0
0.51,24.78049876990369,0
0.52,24.78049876990369,0
0.53,24.78049876990369,0
0.54,24.78049876990369,0
0.55,25.791844500743554,0
0.56,25.791844500743554,0
0.5700000000000001,25.791844500743554,0
0.58,25.791844500743554,0
0.59,25.791844500743554,0
0.6,26.84446543741302,0
0.61,26.84446543741302,0
0.62,26.84446543741302,0
0.63,26.84446543741302,0
0.64,26.84446543741302,0
0.65,27.940046110299996,0
0.66,27.940046110299996,0
0.67,27.940046110299996,0
0.68,29.080339799119507,0
0.6900000000000001,29.080339799119507,0
0.7000000000000001,29.080339799119507,0
0.71,29.080339799119507,0
0.72,29.080339799119507,0
0.73,29.080339799119507,0
0.74,30.267171338722385,0
0.75,30.267171338722385,0
0.76,30.267171338722385,0
0.77,30.878629345565244,0
0.78,30.878629345565244,0
0.79,30.878629345565244,0
0.8,30.878629345565244,0
0.81,30.878629345565244,0
0.8200000000000001,32.13885296950424,0
0.8300000000000001,32.13885296950424,0
0.84,32.13885296950424,0
0.85,32.13885296950424,0
0.86,32.788122726463925,0
0.87,34.12627690364846,0
0.88,34.12627690364846,0
0.89,34.12627690364846,0
0.9,34.12627690364846,0
0.91,34.8156966390757,0
0.92,34.8156966390757,0
0.93,34.8156966390757,0
0.9400000000000001,36.236600491297956,0
0.9500000000000001,36.236600491297956,0
0.96,36.236600491297956,0
0.97,36.96865302647569,0
0.98,36.96865302647569,0
0.99,36.96865302647569,0
1.0,39.254745374189746,0
