cdf,request_execution_time
0.0,0.410743856566235
0.01,0.7094876273115103
0.02,1.0082313980567856
0.03,1.3069751688020608
0.04,1.605718939547336
0.05,1.904462710292611
0.06,2.203206481037886
0.07,2.5019502517831618
0.08,2.800694022528437
0.09,3.0994377932737116
0.1,3.398181564018987
0.11,3.6969253347642628
0.12,3.9956691055095375
0.13,4.294412876254813
0.14,4.593156647000089
0.15,4.891900417745363
0.16,5.190644188490639
0.17,5.4893879592359145
0.18,5.788131729981188
0.19,6.086875500726464
0.2,6.3856192714717395
0.21,6.6533673243446145
0.22,6.92111537721749
0.23,7.188863430090365
0.24,7.456611482963238
0.25,7.724359535836113
0.26,7.992107588708988
0.27,8.259855641581863
0.28,8.527603694454738
0.29,8.795351747327611
0.3,9.063099800200487
0.31,9.330847853073362
0.32,9.598595905946237
0.33,9.866343958819112
0.34,10.134092011691987
0.35000000000000003,10.401840064564862
0.36,10.669588117437735
0.37,10.937336170310612
0.38,11.205084223183485
0.39,11.472832276056362
0.4,11.740580328929235
0.41000000000000003,12.128715971994275
0.42,12.51685161505932
0.43,12.90498725812436
0.44,13.293122901189403
0.45,13.681258544254442
0.46,14.069394187319485
0.47000000000000003,14.457529830384523
0.48,14.845665473449566
0.49,15.23380111651461
0.5,15.62193675957965
0.51,16.01007240264469
0.52,16.398208045709733
0.53,16.786343688774778
0.54,17.174479331839816
0.55,17.562614974904857
0.56,17.950750617969902
0.5700000000000001,18.338886261034943
0.58,18.72702190409998
0.59,19.11515754716502
0.6,19.503293190230064
0.61,19.518615359330198
0.62,19.533937528430332
0.63,19.54925969753047
0.64,19.564581866630604
0.65,19.57990403573074
0.66,19.595226204830873
0.67,19.610548373931007
0.68,19.625870543031144
0.6900000000000001,19.64119271213128
0.7000000000000001,19.656514881231413
0.71,19.671837050331547
0.72,19.68715921943168
0.73,19.70248138853182
0.74,19.717803557631953
0.75,19.733125726732087
0.76,19.74844789583222
0.77,19.763770064932356
0.78,19.779092234032493
0.79,19.794414403132627
0.8,19.80973657223276
0.81,19.897552436003167
0.8200000000000001,19.985368299773572
0.8300000000000001,20.073184163543978
0.84,20.161000027314383
0.85,20.24881589108479
0.86,20.336631754855198
0.87,20.424447618625603
0.88,20.51226348239601
0.89,20.600079346166414
0.9,20.68789520993682
0.91,20.775711073707225
0.92,20.86352693747763
0.93,20.951342801248035
0.9400000000000001,21.03915866501844
0.9500000000000001,21.12697452878885
0.96,21.214790392559255
0.97,21.30260625632966
0.98,21.390422120100066
0.99,21.47823798387047
1.0,21.566053847640877
