cdf,request_scheduling_delay
0.0,0.0
0.01,0.013249486032783548
0.02,0.026498972065567096
0.03,0.03974845809835064
0.04,0.05299794413113419
0.05,0.06624743016391774
0.06,0.07949691619670128
0.07,0.09274640222948484
0.08,0.10599588826226838
0.09,0.11924537429505191
0.1,0.13249486032783547
0.11,0.14574434636061903
0.12,0.15899383239340256
0.13,0.17224331842618612
0.14,0.18549280445896968
0.15,0.1987422904917532
0.16,0.21199177652453677
0.17,0.22524126255732033
0.18,0.23849074859010383
0.19,0.2517402346228874
0.2,0.26498972065567095
0.21,0.27101665870015174
0.22,0.2770435967446325
0.23,0.2830705347891133
0.24,0.2890974728335941
0.25,0.29512441087807484
0.26,0.3011513489225557
0.27,0.3071782869670364
0.28,0.31320522501151726
0.29,0.319232163055998
0.3,0.3252591011004788
0.31,0.3312860391449596
0.32,0.33731297718944037
0.33,0.34333991523392116
0.34,0.34936685327840195
0.35000000000000003,0.35539379132288273
0.36,0.36142072936736347
0.37,0.3674476674118443
0.38,0.37347460545632505
0.39,0.37950154350080584
0.4,0.3855284815452866
0.41000000000000003,0.39622724396153486
0.42,0.40692600637778326
0.43,0.4176247687940315
0.44,0.42832353121027983
0.45,0.4390222936265281
0.46,0.44972105604277646
0.47000000000000003,0.4604198184590246
0.48,0.4711185808752729
0.49,0.48181734329152126
0.5,0.49251610570776955
0.51,0.5032148681240178
0.52,0.5139136305402662
0.53,0.5246123929565145
0.54,0.5353111553727627
0.55,0.546009917789011
0.56,0.5567086802052593
0.5700000000000001,0.5674074426215077
0.58,0.5781062050377559
0.59,0.5888049674540041
0.6,0.5995037298702525
0.61,0.6030852012842988
0.62,0.6066666726983451
0.63,0.6102481441123914
0.64,0.6138296155264377
0.65,0.617411086940484
0.66,0.6209925583545303
0.67,0.6245740297685766
0.68,0.628155501182623
0.6900000000000001,0.6317369725966692
0.7000000000000001,0.6353184440107156
0.71,0.6388999154247618
0.72,0.6424813868388081
0.73,0.6460628582528545
0.74,0.6496443296669008
0.75,0.6532258010809471
0.76,0.6568072724949934
0.77,0.6603887439090397
0.78,0.663970215323086
0.79,0.6675516867371323
0.8,0.6711331581511786
0.81,0.6731122528373753
0.8200000000000001,0.675091347523572
0.8300000000000001,0.6770704422097688
0.84,0.6790495368959655
0.85,0.6810286315821621
0.86,0.6830077262683588
0.87,0.6849868209545555
0.88,0.6869659156407523
0.89,0.688945010326949
0.9,0.6909241050131457
0.91,0.6929031996993424
0.92,0.6948822943855392
0.93,0.6968613890717359
0.9400000000000001,0.6988404837579325
0.9500000000000001,0.7008195784441293
0.96,0.702798673130326
0.97,0.7047777678165227
0.98,0.7067568625027194
0.99,0.7087359571889161
1.0,0.7107150518751129
