request_id,outsourced_at,arrived_at,queued_at,was_running,num_prefill_tokens,num_decode_tokens,num_processed_tokens,api_cost_usd,replica_id
26,22.869111,3.894549,3.894549,False,46434,265,0,0.060693,0
135,23.565924,14.751344,14.751344,False,50460,173,0,0.064805,0
91,23.762247,9.933175,9.933175,False,50414,549,0,0.068507,0
27,24.009631,3.973138,3.973138,False,1565,26,0,0.002216,0
64,24.009631,7.776287,7.776287,False,1410,57,0,0.002332,0
80,24.009631,9.116588,9.116588,False,1466,48,0,0.002313,0
88,24.009631,9.803631,9.803631,False,43234,464,0,0.058682,0
25,24.139043,3.867491,3.867491,False,15684,80,0,0.020405,0
144,24.361796,16.034068,16.034068,False,41565,575,0,0.057706,0
220,25.105557,25.091235,25.091235,False,51698,620,0,0.070822,0
186,25.244186,21.492976,21.492976,False,21021,5,0,0.026326,0
159,25.363287,17.484056,17.484056,False,1429,21,0,0.001996,0
191,25.363287,22.118816,22.118816,False,1853,128,0,0.003596,0
223,25.363287,25.355719,25.355719,False,45647,109,0,0.058149,0
46,25.654726,6.090542,6.090542,False,20488,105,0,0.026660,0
137,26.351203,15.129227,15.129227,False,21791,111,0,0.028349,0
68,26.815289,8.150673,8.150673,False,23655,26,0,0.029829,0
167,27.467267,18.408835,18.408835,False,20390,161,0,0.027097,0
74,27.750814,8.595489,8.595489,False,27403,3,0,0.034284,0
222,27.750814,25.219810,25.219810,False,26868,25,0,0.033835,0
35,27.750814,4.875389,4.875389,False,26668,238,0,0.035715,0
129,27.750814,14.019515,14.019515,False,27664,216,0,0.036740,0
56,28.174783,7.057618,7.057618,False,28213,459,0,0.039856,0
231,28.423316,26.359309,26.359309,False,1418,28,0,0.002053,0
188,28.423316,21.563862,21.563862,False,1688,120,0,0.003310,0
208,28.423316,23.747682,23.747682,False,38661,316,0,0.051486,0
124,28.665345,13.845862,13.845862,False,70157,400,0,0.091696,0
51,29.002476,6.384434,6.384434,False,38895,589,0,0.054509,0
94,29.888632,10.215967,10.215967,False,29777,448,0,0.041701,0
190,30.088427,21.773608,21.773608,False,72450,433,0,0.094893,0
267,30.706571,30.705198,30.705198,False,55521,644,0,0.075841,0
50,30.762985,6.356556,6.356556,False,24143,362,0,0.033799,0
226,30.762985,26.096371,26.096371,False,22587,367,0,0.031904,0
236,30.789621,27.457377,27.457377,False,25686,284,0,0.034947,0
145,30.789621,16.114253,16.114253,False,25133,362,0,0.035036,0
170,31.158145,19.037964,19.037964,False,22153,467,0,0.032361,0
247,31.520218,28.777597,28.777597,False,1404,78,0,0.002535,0
258,31.520218,29.898787,29.898787,False,1418,28,0,0.002053,0
278,31.520218,31.234690,31.234690,False,1409,94,0,0.002701,0
270,31.520218,30.744057,30.744057,False,1415,171,0,0.003479,0
279,31.520218,31.494625,31.494625,False,46436,24,0,0.058285,0
263,31.855669,30.304034,30.304034,False,27806,268,0,0.037438,0
287,32.029560,32.012388,32.012388,False,50977,621,0,0.069931,0
112,32.091175,12.575255,12.575255,False,23320,463,0,0.033780,0
292,32.422758,32.407726,32.407726,False,67732,358,0,0.088245,0
97,32.422758,10.441339,10.441339,False,26557,578,0,0.038976,0
54,33.253682,6.715269,6.715269,False,24758,587,0,0.036817,0
269,33.744940,30.741385,30.741385,False,39931,243,0,0.052344,0
298,33.859178,33.844827,33.844827,False,69794,430,0,0.091542,0
73,34.822779,8.562177,8.562177,False,28726,603,0,0.041938,0
76,35.144732,8.644301,8.644301,False,36934,255,0,0.048717,0
211,35.389325,24.000287,24.000287,False,38391,532,0,0.053309,0
246,35.657495,28.662086,28.662086,False,75674,456,0,0.099153,0
303,36.975807,34.465131,34.465131,False,29343,634,0,0.043019,0
79,37.214116,8.925087,8.925087,False,35638,538,0,0.049927,0
273,37.214116,30.782030,30.782030,False,36565,632,0,0.052026,0
180,37.214116,20.477091,20.477091,False,76013,531,0,0.100326,0
297,37.471416,33.642374,33.642374,False,25007,306,0,0.034319,0
328,37.629124,37.293054,37.293054,False,25341,614,0,0.037816,0
233,37.864233,26.802209,26.802209,False,24510,645,0,0.037088,0
329,38.215311,37.418325,37.418325,False,41048,356,0,0.054870,0
322,39.323022,36.480308,36.480308,False,34502,521,0,0.048337,0
120,40.465772,13.526808,13.526808,False,87684,7,0,0.109675,0
356,40.874611,40.861708,40.861708,False,67525,360,0,0.088006,0
293,41.567315,32.731246,32.731246,False,1568,3,0,0.001990,0
318,41.622102,35.672540,35.672540,False,1991,41,0,0.002899,0
320,41.678765,36.088212,36.088212,False,1572,60,0,0.002565,0
300,41.707765,34.162368,34.162368,False,1491,140,0,0.003264,0
253,41.767260,29.432225,29.432225,False,1821,111,0,0.003386,0
89,41.797689,9.825614,9.825614,False,11012,34,0,0.014105,0
