Request Id,request_scheduling_delay
4,0.7107150518751129
5,0.6711331581511786
10,5.350771823610201
3,0.5995037298702525
14,15.849087886248888
0,0.0
1,0.26498972065567095
6,0.745370310118386
8,3.789493145743587
15,16.23948010281169
7,2.0013034192714576
24,21.856020587090388
13,15.813783744856016
26,26.776015634928047
11,5.838910769998827
16,16.696293703899762
9,4.322543804733437
2,0.3855284815452866
28,27.184053815075618
33,28.690451384180186
19,18.568706144855106
17,16.721352733468617
12,15.632601965158692
20,19.482692829216916
36,32.05361156221979
25,22.826550580543596
22,21.314134911221778
21,21.337163382445098
34,29.134069718512215
32,28.547156214024394
31,27.616561234374196
45,33.78646497912671
37,32.09132956903347
41,32.103270835389935
44,33.41896274929437
42,32.83586853299081
43,33.55475451736205
29,27.456099287230884
35,30.960007397582096
30,27.907651007412028
47,35.46892244355163
18,17.307888617964377
57,46.31286034231672
48,35.358165574209906
23,21.369670326689345
52,40.76076885683501
39,32.18683729009234
27,26.858377552839578
38,32.11243344647581
49,35.64956389067378
56,45.68229330905267
40,32.22179752950092
63,48.47400081813177
46,35.08950825867455
67,49.78555337752134
51,40.49170194391536
64,48.4103141921094
65,49.62596656005314
54,42.76509705900914
58,46.54635266350261
73,55.10421122626771
50,37.31669480598834
55,43.64885628159932
61,47.41265708114345
59,46.66477095766745
53,41.18653024939789
71,52.538595181215705
66,49.69825816141141
60,46.581544433211015
79,63.478616014674856
70,52.139396232189746
62,47.814337643553046
69,51.674523725996266
84,66.61508443206924
75,57.1462608682401
74,57.062081783431545
76,59.96361653892112
68,51.394452823756154
88,71.19085920181259
77,59.930142704920705
72,53.05809693185204
83,65.45229674981668
86,67.52459379464591
78,60.984749951811054
82,64.67625431131725
94,81.41224152331522
80,63.41885756854364
81,64.35169152602994
87,67.69205857617959
85,67.05952684609429
89,71.75151967492444
91,76.86737961220139
90,72.56668121166643
93,79.30533399611156
92,77.93177280472058
102,110.4583589462958
108,111.47265514434449
99,110.22176614182926
96,91.62715426265277
110,112.87868762854941
95,82.45093495086616
113,116.00492562734192
104,110.11601145633198
115,116.55532116729381
114,116.56969223273636
109,112.06838789304182
98,110.45335089428649
116,116.44256072260929
119,118.60419444966261
103,110.16989783655397
112,115.58009616359973
105,110.66947805398048
97,93.54543205374421
107,110.75172309821248
101,109.98977552647159
121,129.36583372232857
100,109.97693693293732
111,113.96424009608668
106,110.65687312704378
117,116.89429678111514
122,129.72893415379843
118,116.86132272897416
120,129.14929993161215
123,130.61468938727916
126,138.3945226931599
127,138.42618289195337
125,138.35832794162633
124,137.61289228435737
