Request Id,request_execution_plus_preemption_time_normalized
4,0.13691461885541167
5,0.033238723120262756
10,0.050063381087238054
3,0.03681097691812324
14,0.05864980932302148
0,0.04033691933286788
1,0.04073547618347764
6,0.044660373622519726
8,0.044069710546663254
15,0.03716760981207032
7,0.045544792505057524
24,0.05405552103057463
13,0.03537139065679749
26,0.03270215120340429
11,0.059466095267851626
16,0.03549440146813388
9,0.04266135642973008
2,0.03906773859039207
28,0.06583623688203112
33,0.5555658934057373
19,0.03784837130767373
17,0.036448558013481624
12,0.034785236276690785
20,0.039779197408072474
36,0.031579322341805556
25,0.04677851927667749
22,0.035000097531107034
21,0.034542403259880804
34,0.039644621035413156
32,0.03301373591875941
31,0.035219797930606554
45,0.04604644464059933
37,0.03255584675841157
41,0.038506673026050695
44,0.038980187665072136
42,0.038387843910881264
43,0.035337881177639724
29,0.034909153791844894
35,0.03687174645715361
30,0.03425878107963819
47,0.036082782510408924
18,0.03610651940092086
57,0.03995188834966082
48,0.03638913228127367
23,0.03541683024117055
52,0.03670475860377249
39,0.034451005758029854
27,0.03392208913301781
38,0.034425093765056355
49,0.039592560064410524
56,0.03784023950157297
40,0.034214633422523996
63,0.03237523877946851
46,0.03521587845527328
67,0.09095647003656769
51,0.03395988137195667
64,0.039701724723357784
65,0.03359501600454537
54,0.03544391969065329
58,0.0334095281280584
73,0.6880706492396415
50,0.038676021991535615
55,0.038004448886650166
61,0.03532456517386073
59,0.03387258356474787
53,0.036928625298100336
71,0.03937082026295108
66,0.03486280508257976
60,0.0362481482756214
79,0.03220402574853092
70,0.036641565039346416
62,0.03600752125803679
69,0.03597241872843808
84,0.48876398363362455
75,0.04430711303441229
74,0.03448022176338068
76,0.032961817036344536
68,0.034624198571576045
88,0.049541715445718594
77,0.03741803792889481
72,0.0391467364406158
83,0.040809963728785315
86,0.039190531044127466
78,0.041059587145588314
82,0.03868510845109927
94,0.06625116989327733
80,0.03932336554710064
81,0.03981725620717884
87,0.05008443551892676
85,0.04390295050901342
89,0.04588491621609715
91,0.04770170294210734
90,0.05649421032460234
93,0.0604802525132458
92,0.05931025124694564
102,0.03295104659107255
108,0.0831667121047733
99,0.03250026311462176
96,0.05236339808732039
110,0.041498321434176984
95,0.061106106069843784
113,0.04508535783321365
104,0.03953141615573049
115,0.0515053598467981
114,0.05248226397823628
109,0.04871899655527015
98,0.042989029931343875
116,0.05789461629642837
119,1.5595622439603651
103,0.04314323794593028
112,0.05115714026055827
105,0.043172771158083656
97,0.07062154200791196
107,0.04439111572792793
101,0.042512725448747186
121,0.03877745242273552
100,0.041617365965144516
111,0.05116966986585896
106,0.04430947412250128
117,0.04088223858081252
122,0.03126803621694717
118,0.03938891980100975
120,0.024910283150123873
123,0.028524323864244708
126,0.009331246024275191
127,0.009087958846605204
125,0.00926941666290813
124,0.010458068426577285
