cdf,prefill_e2e_time_normalized
0.0,5.192955601388918e-05
0.01,8.917764326066097e-05
0.02,0.00013578428696609744
0.03,0.00016464858322308475
0.04,0.0002750296950053451
0.05,0.0004115788402387873
0.06,0.000758817639371683
0.07,0.0010058712870120326
0.08,0.00107621569794936
0.09,0.0013314002497835115
0.1,0.0014443325389005307
0.11,0.0015184829196446998
0.12,0.00158506563734536
0.13,0.0016498761563978953
0.14,0.0017152498545388716
0.15,0.001800812055463781
0.16,0.0019641367132239977
0.17,0.0021587456466623106
0.18,0.002371382555867705
0.19,0.002503296758129571
0.2,0.0029051314525967912
0.21,0.0030277488189546305
0.22,0.003076828452689102
0.23,0.0031266249236458986
0.24,0.003327752959659279
0.25,0.003501452218694954
0.26,0.0038027787905451395
0.27,0.004048794121057944
0.28,0.004151810824307047
0.29,0.004550939887733121
0.3,0.004753040273677235
0.31,0.0050375123712320035
0.32,0.005472161533624566
0.33,0.00561219092946849
0.34,0.0058929800285144815
0.35000000000000003,0.006132242551855388
0.36,0.006220735911114914
0.37,0.00673830590197526
0.38,0.0069709285454022845
0.39,0.007281842017096827
0.4,0.0075570512298062525
0.41000000000000003,0.00787553298583377
0.42,0.008095963123285232
0.43,0.009449100369152004
0.44,0.009726778016087716
0.45,0.01023874641785631
0.46,0.010625691267499808
0.47000000000000003,0.010886145175466778
0.48,0.011211111900129203
0.49,0.011423649677956418
0.5,0.012066213893746253
0.51,0.012471856561953652
0.52,0.01250554232542538
0.53,0.012804203231444341
0.54,0.013387798012762962
0.55,0.014104100345996793
0.56,0.014515572209986711
0.5700000000000001,0.015163444594333973
0.58,0.015986870508061687
0.59,0.016444832329520414
0.6,0.016591926232842225
0.61,0.017227279329917973
0.62,0.017987654134865215
0.63,0.018962804451837807
0.64,0.01963424765639646
0.65,0.019954520538856355
0.66,0.02031619575996357
0.67,0.0218086379058751
0.68,0.02332667497854208
0.6900000000000001,0.024741578492210016
0.7000000000000001,0.025305259335755514
0.71,0.025918276424255336
0.72,0.02891254647900441
0.73,0.030560245258896775
0.74,0.032641143483463725
0.75,0.03305419251731582
0.76,0.033871451536649125
0.77,0.03889579229407923
0.78,0.04112820270576531
0.79,0.04458831137802416
0.8,0.046722479657208625
0.81,0.05101681118577113
0.8200000000000001,0.05445882619750416
0.8300000000000001,0.061930538250324484
0.84,0.06352059372163552
0.85,0.06576818114290651
0.86,0.06814013855838588
0.87,0.07196939844632241
0.88,0.07617596873676784
0.89,0.07878735877516295
0.9,0.08105862881024976
0.91,0.08271028143051003
0.92,0.08373440874074121
0.93,0.08668361114529453
0.9400000000000001,0.08841041127703983
0.9500000000000001,0.09026629489253478
0.96,0.0935092788593421
0.97,0.09708733728177621
0.98,0.10259996485505495
0.99,0.12666382379834593
1.0,0.20588715551299033
