cdf,request_e2e_time
0.0,1.1208623263019075
0.01,15.133710288177856
0.02,24.031213715795605
0.03,26.278586868967786
0.04,27.058198633197055
0.05,33.553089122486945
0.06,35.15059437832071
0.07,36.626271071420554
0.08,39.09133629697586
0.09,40.88988498027129
0.1,43.888739714724984
0.11,44.50656750305018
0.12,45.26549754903396
0.13,46.41098406204456
0.14,47.25274608891192
0.15,48.17195033013331
0.16,48.842768851472314
0.17,50.26338132753158
0.18,51.60368389361272
0.19,53.53656870931198
0.2,56.42137551938682
0.21,58.11639887831146
0.22,60.71016051198733
0.23,63.251738132339995
0.24,64.23233649076934
0.25,65.07436778025956
0.26,65.74141003990387
0.27,67.50021495098315
0.28,69.27003840798288
0.29,70.83961451807501
0.3,73.30820210667453
0.31,75.74900593391679
0.32,76.60672731093743
0.33,78.26892782421424
0.34,79.10349629894813
0.35000000000000003,80.69224383760407
0.36,87.56543178120864
0.37,92.72654664474169
0.38,99.35162281671239
0.39,101.97909113844001
0.4,105.87623750372009
0.41000000000000003,107.08557299992508
0.42,111.06517527342518
0.43,112.3367911702012
0.44,114.14336586722747
0.45,115.41983286871411
0.46,117.02305831211268
0.47000000000000003,118.6814674533091
0.48,120.6069170282055
0.49,121.65903182745184
0.5,123.42380345111765
0.51,125.60390215082298
0.52,126.12508662225049
0.53,126.79937852567522
0.54,128.38767889124446
0.55,131.10475848029617
0.56,131.72077318267446
0.5700000000000001,132.86282555413297
0.58,133.6779344193652
0.59,135.35813066521717
0.6,136.00243159445836
0.61,136.46519003173157
0.62,137.02479766469006
0.63,137.91837645249637
0.64,139.627870607058
0.65,139.85189013694352
0.66,140.901834158799
0.67,141.2228438821942
0.68,142.08151608868502
0.6900000000000001,143.25502593202813
0.7000000000000001,143.6815222236162
0.71,144.23631926793007
0.72,145.34637571776742
0.73,145.55502532811747
0.74,146.29360765941541
0.75,148.2937091609215
0.76,149.16770737537422
0.77,150.845447597969
0.78,150.9946707869869
0.79,151.24935964874967
0.8,152.49443266782333
0.81,153.8888341732402
0.8200000000000001,154.7245066828634
0.8300000000000001,156.3021388605016
0.84,157.77043561183626
0.85,158.76795352220023
0.86,159.6679877669635
0.87,161.53069143246094
0.88,161.89726205402653
0.89,163.9424585253449
0.9,195.11547261135775
0.91,219.1057078517762
0.92,238.36749126486137
0.93,267.98486199457267
0.9400000000000001,276.5027147331939
0.9500000000000001,292.55484238499815
0.96,300.9982356639042
0.97,319.83881395814797
0.98,357.1604986797795
0.99,383.90934193484196
1.0,406.8972496470356
