cdf,request_execution_plus_preemption_time_normalized
0.0,0.13691461885541167
0.01,0.13691461885541167
0.02,0.13691461885541167
0.03,0.13691461885541167
0.04,0.13691461885541167
0.05,0.13691461885541167
0.06,0.13691461885541167
0.07,0.13691461885541167
0.08,0.13691461885541167
0.09,0.13691461885541167
0.1,0.13691461885541167
0.11,0.13691461885541167
0.12,0.13691461885541167
0.13,0.13691461885541167
0.14,0.13691461885541167
0.15,0.13691461885541167
0.16,0.13691461885541167
0.17,0.13691461885541167
0.18,0.13691461885541167
0.19,0.13691461885541167
0.2,0.13691461885541167
0.21,0.13691461885541167
0.22,0.13691461885541167
0.23,0.13691461885541167
0.24,0.13691461885541167
0.25,0.13691461885541167
0.26,0.13691461885541167
0.27,0.13691461885541167
0.28,0.13691461885541167
0.29,0.13691461885541167
0.3,0.13691461885541167
0.31,0.13691461885541167
0.32,0.13691461885541167
0.33,0.13691461885541167
0.34,0.13691461885541167
0.35000000000000003,0.13691461885541167
0.36,0.13691461885541167
0.37,0.13691461885541167
0.38,0.13691461885541167
0.39,0.13691461885541167
0.4,0.13691461885541167
0.41000000000000003,0.13691461885541167
0.42,0.13691461885541167
0.43,0.13691461885541167
0.44,0.13691461885541167
0.45,0.13691461885541167
0.46,0.13691461885541167
0.47000000000000003,0.13691461885541167
0.48,0.13691461885541167
0.49,0.13691461885541167
0.5,0.13691461885541167
0.51,0.13691461885541167
0.52,0.13691461885541167
0.53,0.13691461885541167
0.54,0.13691461885541167
0.55,0.13691461885541167
0.56,0.13691461885541167
0.5700000000000001,0.13691461885541167
0.58,0.13691461885541167
0.59,0.13691461885541167
0.6,0.13691461885541167
0.61,0.13691461885541167
0.62,0.13691461885541167
0.63,0.13691461885541167
0.64,0.13691461885541167
0.65,0.13691461885541167
0.66,0.13691461885541167
0.67,0.13691461885541167
0.68,0.13691461885541167
0.6900000000000001,0.13691461885541167
0.7000000000000001,0.13691461885541167
0.71,0.13691461885541167
0.72,0.13691461885541167
0.73,0.13691461885541167
0.74,0.13691461885541167
0.75,0.13691461885541167
0.76,0.13691461885541167
0.77,0.13691461885541167
0.78,0.13691461885541167
0.79,0.13691461885541167
0.8,0.13691461885541167
0.81,0.13691461885541167
0.8200000000000001,0.13691461885541167
0.8300000000000001,0.13691461885541167
0.84,0.13691461885541167
0.85,0.13691461885541167
0.86,0.13691461885541167
0.87,0.13691461885541167
0.88,0.13691461885541167
0.89,0.13691461885541167
0.9,0.13691461885541167
0.91,0.13691461885541167
0.92,0.13691461885541167
0.93,0.13691461885541167
0.9400000000000001,0.13691461885541167
0.9500000000000001,0.13691461885541167
0.96,0.13691461885541167
0.97,0.13691461885541167
0.98,0.13691461885541167
0.99,0.13691461885541167
1.0,0.13691461885541167
