cdf,request_e2e_time_normalized
0.0,0.37381963614711594
0.01,0.37381963614711594
0.02,0.37381963614711594
0.03,0.37381963614711594
0.04,0.37381963614711594
0.05,0.37381963614711594
0.06,0.37381963614711594
0.07,0.37381963614711594
0.08,0.37381963614711594
0.09,0.37381963614711594
0.1,0.37381963614711594
0.11,0.37381963614711594
0.12,0.37381963614711594
0.13,0.37381963614711594
0.14,0.37381963614711594
0.15,0.37381963614711594
0.16,0.37381963614711594
0.17,0.37381963614711594
0.18,0.37381963614711594
0.19,0.37381963614711594
0.2,0.37381963614711594
0.21,0.37381963614711594
0.22,0.37381963614711594
0.23,0.37381963614711594
0.24,0.37381963614711594
0.25,0.37381963614711594
0.26,0.37381963614711594
0.27,0.37381963614711594
0.28,0.37381963614711594
0.29,0.37381963614711594
0.3,0.37381963614711594
0.31,0.37381963614711594
0.32,0.37381963614711594
0.33,0.37381963614711594
0.34,0.37381963614711594
0.35000000000000003,0.37381963614711594
0.36,0.37381963614711594
0.37,0.37381963614711594
0.38,0.37381963614711594
0.39,0.37381963614711594
0.4,0.37381963614711594
0.41000000000000003,0.37381963614711594
0.42,0.37381963614711594
0.43,0.37381963614711594
0.44,0.37381963614711594
0.45,0.37381963614711594
0.46,0.37381963614711594
0.47000000000000003,0.37381963614711594
0.48,0.37381963614711594
0.49,0.37381963614711594
0.5,0.37381963614711594
0.51,0.37381963614711594
0.52,0.37381963614711594
0.53,0.37381963614711594
0.54,0.37381963614711594
0.55,0.37381963614711594
0.56,0.37381963614711594
0.5700000000000001,0.37381963614711594
0.58,0.37381963614711594
0.59,0.37381963614711594
0.6,0.37381963614711594
0.61,0.37381963614711594
0.62,0.37381963614711594
0.63,0.37381963614711594
0.64,0.37381963614711594
0.65,0.37381963614711594
0.66,0.37381963614711594
0.67,0.37381963614711594
0.68,0.37381963614711594
0.6900000000000001,0.37381963614711594
0.7000000000000001,0.37381963614711594
0.71,0.37381963614711594
0.72,0.37381963614711594
0.73,0.37381963614711594
0.74,0.37381963614711594
0.75,0.37381963614711594
0.76,0.37381963614711594
0.77,0.37381963614711594
0.78,0.37381963614711594
0.79,0.37381963614711594
0.8,0.37381963614711594
0.81,0.37381963614711594
0.8200000000000001,0.37381963614711594
0.8300000000000001,0.37381963614711594
0.84,0.37381963614711594
0.85,0.37381963614711594
0.86,0.37381963614711594
0.87,0.37381963614711594
0.88,0.37381963614711594
0.89,0.37381963614711594
0.9,0.37381963614711594
0.91,0.37381963614711594
0.92,0.37381963614711594
0.93,0.37381963614711594
0.9400000000000001,0.37381963614711594
0.9500000000000001,0.37381963614711594
0.96,0.37381963614711594
0.97,0.37381963614711594
0.98,0.37381963614711594
0.99,0.37381963614711594
1.0,0.37381963614711594
