cdf,request_e2e_time
0.0,1.1214589084413478
0.01,5.94443465650026
0.02,8.458180748691563
0.03,11.333617286095066
0.04,15.072356615692557
0.05,18.594236164085704
0.06,20.194639823131794
0.07,20.50329725946695
0.08,21.12463878394689
0.09,21.528937466113554
0.1,21.751987011664482
0.11,22.894014825417294
0.12,25.914890758900462
0.13,27.380483985780916
0.14,27.83493739859199
0.15,28.18580477155779
0.16,28.84528233188753
0.17,29.269888082911553
0.18,29.466846665270683
0.19,29.918771213841335
0.2,30.557839565958357
0.21,31.44628515129742
0.22,31.802883387704867
0.23,32.944735757164985
0.24,33.59857113368137
0.25,34.07734209459051
0.26,34.526980149427466
0.27,34.99584108890955
0.28,35.60269067786637
0.29,36.68912120636132
0.3,37.99221030910403
0.31,38.58037847464485
0.32,38.63658873997344
0.33,38.77791374620846
0.34,39.67314545592791
0.35000000000000003,39.87884863076985
0.36,40.618792935203174
0.37,41.17101461841387
0.38,41.72554182708876
0.39,43.47745897539218
0.4,45.866434402120106
0.41000000000000003,47.194452099517335
0.42,47.325323159418396
0.43,47.558012617671224
0.44,47.86910899071154
0.45,48.46206246644569
0.46,48.75648537819759
0.47000000000000003,48.935932583913974
0.48,49.258209449385284
0.49,49.73958275393917
0.5,50.110617470645245
0.51,50.27205660701722
0.52,50.48945525667613
0.53,50.93537367069214
0.54,51.24422994999892
0.55,51.434402542424884
0.56,52.0033376586827
0.5700000000000001,52.11707549597185
0.58,52.14600231733458
0.59,52.2576239660069
0.6,53.67334656737545
0.61,55.04005863786814
0.62,55.77112605785753
0.63,56.50416608364509
0.64,57.25885238903265
0.65,57.674440106854384
0.66,58.50814334556578
0.67,60.04616766070172
0.68,60.591869349860644
0.6900000000000001,60.86931911883847
0.7000000000000001,61.04256741592813
0.71,61.56661289097944
0.72,62.17553350734744
0.73,62.63244786706696
0.74,63.598297122798165
0.75,65.14407639622463
0.76,65.6337344841785
0.77,66.37026894892183
0.78,67.0279005534862
0.79,67.09708402946345
0.8,67.39390212136506
0.81,68.16090854018714
0.8200000000000001,68.805503998867
0.8300000000000001,69.28950584971687
0.84,69.80336246630029
0.85,70.94621000538547
0.86,72.87786015164014
0.87,74.62770477445508
0.88,76.79321917410702
0.89,79.00626550182383
0.9,80.76390989959478
0.91,81.54440900140425
0.92,81.82537104948491
0.93,82.13597333529013
0.9400000000000001,85.48970403978345
0.9500000000000001,88.67740079763068
0.96,89.8721332720467
0.97,91.2535537248773
0.98,94.03042064275567
0.99,103.7108554130173
1.0,105.24443240262286
