Request Id,request_e2e_time,request_e2e_time_normalized,request_execution_time,request_execution_time_normalized,request_model_execution_time,request_model_execution_time_normalized,request_preemption_time,request_scheduling_delay,request_execution_plus_preemption_time,request_execution_plus_preemption_time_normalized,prefill_e2e_time,prefill_e2e_time_normalized,prefill_time_execution_plus_preemption,prefill_time_execution_plus_preemption_normalized,decode_time_execution_plus_preemption_normalized,request_inter_arrival_delay,request_num_tokens,request_num_prefill_tokens,request_num_prefill_tokens_cached,request_num_decode_tokens,request_pd_ratio,request_num_restarts,request_arrived_at,replica
0,11.536254,0.023073,11.536254,0.023073,11.536254,0.023073,0.000000,0.000000,11.536254,0.023073,0.346788,0.000048,0.346788,0.000048,0.022379,0.185878,7770,7270,0,500,14.540000,0,0.185878,0
3,7.123642,0.022543,7.119705,0.022531,7.119705,0.022531,0.000000,0.003937,7.119705,0.022531,0.109843,0.000039,0.105906,0.000038,0.022196,0.466150,3118,2802,512,316,8.867089,0,0.652029,0
5,3.989992,0.023064,3.986034,0.023041,3.986034,0.023041,0.000000,0.003958,3.986034,0.023041,0.238638,0.000045,0.234680,0.000044,0.021684,0.387364,5519,5346,512,173,30.901734,0,1.039393,0
7,12.225828,0.026694,12.221595,0.026685,12.221595,0.026685,0.000000,0.004233,12.221595,0.026685,1.780717,0.000065,1.776484,0.000065,0.022806,0.371745,27858,27400,512,458,59.825328,0,1.411137,0
16,9.162107,0.025809,8.453523,0.023813,8.453523,0.023813,0.000000,0.708584,8.453523,0.023813,0.789839,0.000553,0.081256,0.000057,0.023584,1.028524,1782,1427,512,355,4.019718,0,2.439661,0
22,10.184830,0.024250,10.176815,0.024231,10.176815,0.024231,0.000000,0.008015,10.176815,0.024231,0.315844,0.000049,0.307829,0.000048,0.023498,0.959972,6886,6466,512,420,15.395238,0,3.399633,0
24,2.983065,0.037288,2.981135,0.037264,2.981135,0.037264,0.000000,0.001929,2.981135,0.037264,0.889241,0.000057,0.887312,0.000057,0.026173,0.467858,15764,15684,512,80,196.050000,0,3.867491,0
30,19.931851,0.032410,19.524687,0.031747,19.524687,0.031747,0.000000,0.407164,19.524687,0.031747,0.508852,0.000256,0.101688,0.000051,0.031582,0.446514,2604,1989,512,615,3.234146,0,4.314005,0
34,7.257944,0.030496,7.252337,0.030472,7.252337,0.030472,0.000000,0.005607,7.252337,0.030472,1.772138,0.000066,1.766531,0.000066,0.023050,0.561384,26906,26668,512,238,112.050420,0,4.875389,0
43,8.412949,0.025966,7.472201,0.023062,7.472201,0.023062,0.000000,0.940747,7.472201,0.023062,1.032990,0.000655,0.092242,0.000058,0.022778,0.787792,1902,1578,512,324,4.870370,0,5.663182,0
