cdf,prefill_e2e_time_normalized
0.0,2.957337322977802e-05
0.01,3.0223048314303735e-05
0.02,3.087272339882945e-05
0.03,3.14556494186451e-05
0.04,3.1804953711975485e-05
0.05,3.2154258005305865e-05
0.06,3.263880064635205e-05
0.07,3.329239122204297e-05
0.08,3.394598179773389e-05
0.09,3.487884899075551e-05
0.1,3.595135449244248e-05
0.11,3.702385999412945e-05
0.12,3.73257049184975e-05
0.13,3.7531217270700675e-05
0.14,3.772331596045799e-05
0.15,3.780810535064833e-05
0.16,3.789289474083867e-05
0.17,3.813039516668839e-05
0.18,3.867331766385685e-05
0.19,3.9216240161025315e-05
0.2,4.005995795108721e-05
0.21,4.114431197546387e-05
0.22,4.2228665999840525e-05
0.23,4.258193551573319e-05
0.24,4.272632374348756e-05
0.25,4.287071197124194e-05
0.26,4.29631288017309e-05
0.27,4.305554563221986e-05
0.28,4.314272491234085e-05
0.29,4.3211572766173944e-05
0.3,4.328042062000704e-05
0.31,4.3448013997259794e-05
0.32,4.3739039278787114e-05
0.33,4.4030064560314435e-05
0.34,4.439253999380256e-05
0.35000000000000003,4.4790740503271084e-05
0.36,4.518894101273961e-05
0.37,4.5313580413018935e-05
0.38,4.540402467464962e-05
0.39,4.554679220988985e-05
0.4,4.610814593400648e-05
0.41000000000000003,4.6669499658123114e-05
0.42,4.715094947226075e-05
0.43,4.747259146644041e-05
0.44,4.779423346062007e-05
0.45,4.802425820301625e-05
0.46,4.8180989143985655e-05
0.47000000000000003,4.833772008495506e-05
0.48,4.858672811379955e-05
0.49,4.886210102489407e-05
0.5,4.9137473935988586e-05
0.51,4.9918868924342464e-05
0.52,5.0700263912696336e-05
0.53,5.133967098869105e-05
0.54,5.148212037142869e-05
0.55,5.162456975416633e-05
0.56,5.180753023717586e-05
0.5700000000000001,5.204112959552527e-05
0.58,5.227472895387466e-05
0.59,5.2549065134082536e-05
0.6,5.284376972521964e-05
0.61,5.3138474316356745e-05
0.62,5.343172833547784e-05
0.63,5.372480103309693e-05
0.64,5.407750772445517e-05
0.65,5.4907286365726584e-05
0.66,5.5737065006997986e-05
0.67,5.7151343274020404e-05
0.68,5.973462079254482e-05
0.6900000000000001,6.231789831106921e-05
0.7000000000000001,6.478368384544115e-05
0.71,6.715547579249105e-05
0.72,6.952726773954095e-05
0.73,7.274157146785353e-05
0.74,7.619659284795542e-05
0.75,7.96516142280573e-05
0.76,7.978618602172982e-05
0.77,7.992075781540233e-05
0.78,8.015753547305165e-05
0.79,8.075203365461982e-05
0.8,8.1346531836188e-05
0.81,8.328903867360994e-05
0.8200000000000001,8.691655633084899e-05
0.8300000000000001,9.054407398808806e-05
0.84,9.286564905019788e-05
0.85,9.453425281474306e-05
0.86,9.620285657928825e-05
0.87,9.851023660886716e-05
0.88,0.00010089746367157529
0.89,0.00010339504843808557
0.9,0.00010677549483501321
0.91,0.00011015594123194084
0.92,0.00012695312780353836
0.93,0.00017058379472447387
0.9400000000000001,0.0002142144616454085
0.9500000000000001,0.00023390580788173925
0.96,0.0002344456975703853
0.97,0.00023498558725903136
0.98,0.0002359456701576605
0.99,0.00023702580825914194
1.0,0.0002381059463606234
