cdf,request_execution_plus_preemption_time_normalized
0.0,0.00799061521601213
0.01,0.008035450327570044
0.02,0.008080285439127958
0.03,0.00811941486494564
0.04,0.008138574390672507
0.05,0.008157733916399375
0.06,0.008219995767187602
0.07,0.008336135524302526
0.08,0.00845227528141745
0.09,0.00873498769260071
0.1,0.00910098643081814
0.11,0.009466985169035567
0.12,0.009663809768405179
0.13,0.009839487600418811
0.14,0.010005453971026614
0.15,0.010093728650387776
0.16,0.010182003329748937
0.17,0.010281155375937217
0.18,0.010402062155779742
0.19,0.010522968935622264
0.2,0.010595066528068537
0.21,0.01062811677059781
0.22,0.010661167013127084
0.23,0.010674223068244663
0.24,0.010681566498387474
0.25,0.010688909928530284
0.26,0.010897215982303655
0.27,0.011105522036077026
0.28,0.011273152773050552
0.29,0.011298419901224621
0.3,0.011323687029398692
0.31,0.011651013402798418
0.32,0.012355913832730213
0.33,0.01306081426266201
0.34,0.01329667958469415
0.35000000000000003,0.013298027352776461
0.36,0.013299375120858775
0.37,0.0133438382734746
0.38,0.013393690849157118
0.39,0.0134453270615319
0.4,0.013511232367444805
0.41000000000000003,0.013577137673357711
0.42,0.013623271400460954
0.43,0.013629861969944868
0.44,0.013636452539428781
0.45,0.013639537748715475
0.46,0.013639818669844393
0.47000000000000003,0.01364009959097331
0.48,0.013641915769936643
0.49,0.013644170593995522
0.5,0.013646425418054402
0.51,0.013737614870926845
0.52,0.013828804323799286
0.53,0.01390815181553529
0.54,0.013946052443293751
0.55,0.013983953071052213
0.56,0.014014464581404262
0.5700000000000001,0.014035739694998297
0.58,0.01405701480859233
0.59,0.01409263398482019
0.6,0.01413542519236496
0.61,0.014178216399909732
0.62,0.014190928470381286
0.63,0.014199880648718688
0.64,0.014208206081631761
0.65,0.014211517551150202
0.66,0.014214829020668644
0.67,0.014236395779582871
0.68,0.014294473117288674
0.6900000000000001,0.014352550454994475
0.7000000000000001,0.014388738184468928
0.71,0.014407414227358297
0.72,0.014426090270247669
0.73,0.014536516703922961
0.74,0.014673157534965658
0.75,0.014809798366008356
0.76,0.014832795658013568
0.77,0.01485579295001878
0.78,0.014873750074454883
0.79,0.014874066612399109
0.8,0.014874383150343335
0.81,0.014918271155391039
0.8200000000000001,0.01501662349431809
0.8300000000000001,0.015114975833245142
0.84,0.01517069724095825
0.85,0.015205103183064386
0.86,0.015239509125170523
0.87,0.015249101395325577
0.88,0.015255591956486745
0.89,0.015271934404491237
0.9,0.015367091947242322
0.91,0.015462249489993408
0.92,0.015793754362613183
0.93,0.01659795389497031
0.9400000000000001,0.017402153427327417
0.9500000000000001,0.018087610174125936
0.96,0.01867807269247758
0.97,0.01926853521082921
0.98,0.01958442549984218
0.99,0.01982186658047268
1.0,0.020059307661103178
