Time (sec),request_completion
3.619540429808858,1
4.53912836191108,2
5.625173268558208,3
7.820529540085144,4
7.853127324127031,5
8.54502264437192,6
8.688331374759732,7
9.804929961335663,8
10.271713381651773,9
10.321317207538607,10
10.768032145707522,11
12.105028734216074,12
12.261603821380474,13
12.30571082208076,14
12.465543544270558,15
12.570027168475713,16
13.060997799368739,17
13.093603881372456,18
13.093603881372456,19
13.101752536854928,20
13.476582120795644,21
13.532561839631999,22
13.532561839631999,23
14.609457050886,24
14.67335378742127,25
15.345218542712518,26
15.38520313529447,27
16.26640247096416,28
17.035895471531273,29
17.104227188259596,30
17.227293369091182,31
17.569715614032756,32
17.62285689893992,33
17.63037469258769,34
17.667814016670086,35
18.037995387066374,36
18.301344858941803,37
