cdf,request_scheduling_delay
0.0,0.0
0.01,0.010757619515197724
0.02,1.7702853083392371
0.03,2.593709907340579
0.04,5.056296001324195
0.05,6.805625887364178
0.06,7.638186992660648
0.07,11.728803301731288
0.08,12.967387491512309
0.09,14.688362055336174
0.1,17.2889016245057
0.11,18.5892249780019
0.12,19.88762828878906
0.13,21.276299166526933
0.14,22.802087666017965
0.15,26.10461650136283
0.16,27.916681626665543
0.17,30.177125469109157
0.18,30.81979703595361
0.19,32.360322589171176
0.2,33.97114966873851
0.21,35.56703927861327
0.22,39.403778208533325
0.23,43.2554189792861
0.24,45.37968547901711
0.25,45.716506291980224
0.26,46.978285794915166
0.27,51.67277328565382
0.28,60.58241895708194
0.29,61.801752985093835
0.3,62.91626330515723
0.31,67.03015284907299
0.32,68.03981013872934
0.33,70.39882768539867
0.34,71.34075072799692
0.35000000000000003,73.14504616056271
0.36,74.15736513946723
0.37,75.57279661094177
0.38,80.57001803801754
0.39,88.01430164656074
0.4,88.29966054847162
0.41000000000000003,89.228338263457
0.42,91.23513908654468
0.43,92.6628966730688
0.44,93.6880671010429
0.45,94.70442660227322
0.46,98.21512516724853
0.47000000000000003,100.15555657031543
0.48,103.39006796521208
0.49,104.9238745732852
0.5,107.34536869106026
0.51,112.4414956244762
0.52,115.5122107408614
0.53,120.68572049194137
0.54,126.5049499113475
0.55,128.4455059215309
0.56,128.9222689400896
0.5700000000000001,130.3701684942132
0.58,132.45822628294587
0.59,134.8629144175665
0.6,136.1378757407961
0.61,137.89954385025047
0.62,139.9973734715138
0.63,150.4136238466241
0.64,152.23975965780502
0.65,154.42414976529867
0.66,155.04126042167226
0.67,155.98888605470256
0.68,158.35461698565155
0.6900000000000001,159.78158052190327
0.7000000000000001,165.9857222348754
0.71,168.03816562837113
0.72,172.4703645264876
0.73,173.63229255170845
0.74,173.76936701919797
0.75,175.3867694830125
0.76,176.59549436340907
0.77,177.3551980635342
0.78,181.2582036880973
0.79,183.70613009943412
0.8,185.72647458606716
0.81,192.23854349726878
0.8200000000000001,194.72344198865284
0.8300000000000001,197.52487993012795
0.84,198.4519568042012
0.85,199.91933706639105
0.86,201.040157952923
0.87,201.78355145539274
0.88,210.05473837951118
0.89,212.40480179903096
0.9,214.43634207854979
0.91,231.8336010436367
0.92,236.4496521409036
0.93,239.17974498842074
0.9400000000000001,242.41411212561104
0.9500000000000001,243.71259158723893
0.96,244.4873325350846
0.97,255.3495326286931
0.98,256.8369768111745
0.99,258.06884768566164
1.0,258.9611999584482
