cdf,prefill_time_execution_plus_preemption,replica
0.0,0.05221311147878538,0
0.01,0.0725734771354393,0
0.02,0.07930686527257622,0
0.03,0.0808070869173676,0
0.04,0.08176953980697306,0
0.05,0.08374427301657583,0
0.06,0.08498041540376562,0
0.07,0.08696642060056137,0
0.08,0.08862888449816922,0
0.09,0.08959509073455366,0
0.1,0.09337790465816909,0
0.11,0.09725987350296919,0
0.12,0.1064756794951581,0
0.13,0.10863951478475471,0
0.14,0.11144233324236909,0
0.15,0.11734967793355366,0
0.16,0.12616777996782816,0
0.17,0.1294695188249662,0
0.18,0.1324067992537472,0
0.19,0.14038629254108026,0
0.2,0.14828785223295426,0
0.21,0.15323097321758183,0
0.22,0.16171826476049136,0
0.23,0.18278580495973284,0
0.24,0.18844510894785457,0
0.25,0.20850729280427593,0
0.26,0.21939909826536877,0
0.27,0.22601468866193816,0
0.28,0.2348154023055486,0
0.29,0.24104181164701027,0
0.3,0.25873249319585767,0
0.31,0.2787475303346909,0
0.32,0.29567833824875167,0
0.33,0.3194573135173052,0
0.34,0.3333901601111251,0
0.35000000000000003,0.34680422740065,0
0.36,0.35072401770738787,0
0.37,0.36280838804503973,0
0.38,0.3643791353960667,0
0.39,0.3674169356727344,0
0.4,0.39406304162684513,0
0.41000000000000003,0.3948700087802564,0
0.42,0.4053352679930639,0
0.43,0.4308950441054531,0
0.44,0.4346448819048327,0
0.45,0.4587049203998461,0
0.46,0.5042437629634379,0
0.47000000000000003,0.510068989252819,0
0.48,0.5233487971394026,0
0.49,0.532311178758637,0
0.5,0.5438717101835167,0
0.51,0.5480089771759709,0
0.52,0.5535283121217958,0
0.53,0.5820779537373186,0
0.54,0.5896995225445961,0
0.55,0.6145208447534927,0
0.56,0.6189492494181593,0
0.5700000000000001,0.6298071211273891,0
0.58,0.6735109835054338,0
0.59,0.6881242843648748,0
0.6,0.7164752422939387,0
0.61,0.7452165200804635,0
0.62,0.7804079270792108,0
0.63,0.8278535236617736,0
0.64,0.8733161237493093,0
0.65,0.8846004888720778,0
0.66,0.9111437841415253,0
0.67,0.9222068155783038,0
0.68,0.9612672538392589,0
