cdf,request_execution_time,replica
0.0,0.14484210452094848,0
0.01,0.32092666581622886,0
0.02,0.449046878537614,0
0.03,0.6571356333521863,0
0.04,0.7595086688537996,0
0.05,0.8225856798599005,0
0.06,0.9091844140441175,0
0.07,1.0277209393906388,0
0.08,1.0549806055805129,0
0.09,1.1375028235798652,0
0.1,1.267229591587606,0
0.11,1.4412104319973957,0
0.12,1.7309727771919101,0
0.13,1.7799063354956308,0
0.14,2.08544123148005,0
0.15,2.53874530223686,0
0.16,2.699358237996113,0
0.17,2.905477394686268,0
0.18,3.173149753126565,0
0.19,3.7832480900190806,0
0.2,4.199438835757394,0
0.21,4.953686576971115,0
0.22,5.062504016942996,0
0.23,5.467294336214169,0
0.24,6.162826863125473,0
0.25,6.24036741003664,0
0.26,6.490655499393891,0
0.27,6.933525582119565,0
0.28,7.129813450775947,0
0.29,7.321351932263563,0
0.3,7.546293185248046,0
0.31,7.9026690986310655,0
0.32,8.309354126336943,0
0.33,8.438857913685805,0
0.34,8.73735895299303,0
0.35000000000000003,9.092192562609295,0
0.36,9.639616529114972,0
0.37,10.170702112143621,0
0.38,10.415237128500499,0
0.39,10.642339890990577,0
0.4,10.918915024989184,0
0.41000000000000003,11.143214708873444,0
0.42,11.374663782444845,0
0.43,11.56129791572552,0
0.44,11.883196896360042,0
0.45,12.178862654619268,0
0.46,12.329462974331896,0
0.47000000000000003,12.648676758303198,0
0.48,13.092941857838838,0
0.49,13.244571102490916,0
0.5,13.381553804660133,0
0.51,13.71534621726867,0
0.52,13.853809677931835,0
0.53,13.948169102004405,0
0.54,14.24311021569207,0
0.55,14.773369550814394,0
0.56,15.089662904631025,0
0.5700000000000001,15.252568083289377,0
0.58,15.464297780634444,0
0.59,16.01776764516185,0
0.6,16.280727762427468,0
0.61,17.043457007097576,0
0.62,17.15458094027802,0
0.63,17.35224071188191,0
0.64,17.55718937271347,0
0.65,17.945965974235097,0
0.66,18.052953841665087,0
0.67,18.140114713523833,0
0.68,18.50809337437344,0
0.6900000000000001,19.62317815943555,0
