cdf,request_e2e_time,replica
0.0,0.6392162418985441,0
0.01,5.3066415948687675,0
0.02,7.794651060141183,0
0.03,14.242571669604628,0
0.04,14.959975242723154,0
0.05,15.549149513918353,0
0.06,16.415427208302372,0
0.07,18.486894296321417,0
0.08,20.64120465348105,0
0.09,23.53720227095934,0
0.1,25.29799347445462,0
0.11,26.10603205933376,0
0.12,27.879773699763987,0
0.13,30.238977412734577,0
0.14,31.04915651185979,0
0.15,31.9913918295189,0
0.16,34.54102429451148,0
0.17,36.453010016367415,0
0.18,38.77839753684162,0
0.19,40.26508442495443,0
0.2,43.167474282578745,0
0.21,44.84466822042759,0
0.22,46.117654691055755,0
0.23,46.94276843886996,0
0.24,47.680724990449804,0
0.25,48.762802652284634,0
0.26,50.23313401888777,0
0.27,51.69092433038334,0
0.28,53.46932792397711,0
0.29,55.48741236893562,0
0.3,60.508630403264036,0
0.31,61.49100573581202,0
0.32,62.99835343799252,0
0.33,63.51677538491776,0
0.34,65.65473772245373,0
0.35000000000000003,68.0273676953154,0
0.36,71.11736206318074,0
0.37,71.78104423498249,0
0.38,72.5506199693513,0
0.39,73.07235914734255,0
0.4,74.51114902553601,0
0.41000000000000003,75.7953786080097,0
0.42,77.52468807661512,0
0.43,79.48865206850498,0
0.44,81.49897524769406,0
0.45,82.4460013701908,0
0.46,86.57272614002508,0
0.47000000000000003,87.27224351960815,0
0.48,88.3424040709808,0
0.49,89.69996028750987,0
0.5,91.81656628080903,0
0.51,94.61762932919507,0
0.52,97.56277368603436,0
0.53,102.29480365498446,0
0.54,105.6863465937933,0
0.55,107.58624458457737,0
0.56,109.09046140389998,0
0.5700000000000001,109.87866471612432,0
0.58,112.17969912964277,0
0.59,121.02117327561474,0
0.6,124.84203682030466,0
0.61,128.85736377482937,0
0.62,130.00911469914286,0
0.63,133.1888115806865,0
0.64,134.26795320604256,0
0.65,135.9592212693374,0
0.66,137.06020896701597,0
0.67,138.70913396200777,0
0.68,140.46270068871655,0
0.6900000000000001,141.63773705518915,0
0.7000000000000001,142.3351777742921,0
0.71,143.9945878792014,0
