cdf,batch_execution_time,replica
0.0,0.00751982049026378,0
0.01,0.008146146012670464,0
0.02,0.00847860784361304,0
0.03,0.008649892850554713,0
0.04,0.00882463816066693,0
0.05,0.009370342050824848,0
0.06,0.009752765968826068,0
0.07,0.009949791543953868,0
0.08,0.024473272468086938,0
0.09,0.025472079629318932,0
0.1,0.025472079629318932,0
0.11,0.025986667096577903,0
0.12,0.025986667096577903,0
0.13,0.025986667096577903,0
0.14,0.026511650270246143,0
0.15,0.026511650270246143,0
0.16,0.026511650270246143,0
0.17,0.027047239164594554,0
0.18,0.027047239164594554,0
0.19,0.027047239164594554,0
0.2,0.027593648036606563,0
0.21,0.027593648036606563,0
0.22,0.027593648036606563,0
0.23,0.02815109547168953,0
0.24,0.02815109547168953,0
0.25,0.02815109547168953,0
0.26,0.028719804471117598,0
0.27,0.028719804471117598,0
0.28,0.028719804471117598,0
0.29,0.028719804471117598,0
0.3,0.02930000254124119,0
0.31,0.02930000254124119,0
0.32,0.02930000254124119,0
0.33,0.02989192178449859,0
0.34,0.02989192178449859,0
0.35000000000000003,0.02989192178449859,0
0.36,0.02989192178449859,0
0.37,0.030495798992266235,0
0.38,0.030495798992266235,0
0.39,0.030495798992266235,0
0.4,0.031111875739584745,0
0.41000000000000003,0.031111875739584745,0
0.42,0.031111875739584745,0
0.43,0.03174039848179858,0
0.44,0.03174039848179858,0
0.45,0.03174039848179858,0
0.46,0.03174039848179858,0
0.47000000000000003,0.03238161865314803,0
0.48,0.03238161865314803,0
0.49,0.03238161865314803,0
0.5,0.033035792767353044,0
0.51,0.033035792767353044,0
0.52,0.033035792767353044,0
0.53,0.03370318252022886,0
0.54,0.03370318252022886,0
0.55,0.03370318252022886,0
0.56,0.0343840548943749,0
0.5700000000000001,0.0343840548943749,0
0.58,0.03507868226597844,0
0.59,0.03507868226597844,0
0.6,0.03507868226597844,0
0.61,0.03578734251377598,0
0.62,0.03578734251377598,0
0.63,0.0365103191302159,0
0.64,0.0365103191302159,0
0.65,0.0365103191302159,0
0.66,0.037247901334866725,0
0.67,0.037247901334866725,0
0.68,0.03800038419011656,0
0.6900000000000001,0.03800038419011656,0
0.7000000000000001,0.038768068719209826,0
0.71,0.038768068719209826,0
0.72,0.038768068719209826,0
0.73,0.039551262026668615,0
0.74,0.040350277421146774,0
0.75,0.040350277421146774,0
0.76,0.0411654345407659,0
0.77,0.0411654345407659,0
0.78,0.041997059480983395,0
0.79,0.04284548492504366,0
0.8,0.043711050277064754,0
0.81,0.043711050277064754,0
0.8200000000000001,0.044594101797813514,0
0.8300000000000001,0.04549499274322388,0
0.84,0.04641408350571326,0
0.85,0.048308342601957044,0
0.86,0.0492842687151279,0
0.87,0.050279910507352706,0
0.88,0.05233194236154525,0
0.89,0.053389153318344144,0
0.9,0.05556808009391171,0
0.91,0.05783593358208279,0
0.92,0.06141243081313439,0
0.93,0.0639188048897851,0
0.9400000000000001,0.06924259937610815,0
0.9500000000000001,0.07500981247423841,0
0.96,0.08289893966275547,0
0.97,0.08980358875091662,0
0.98,0.09535692327175246,0
0.99,0.10329919727425053,0
1.0,0.11416364925575845,0
0.0,0.00751982049026378,1
0.01,0.007826720622505952,1
0.02,0.007984836190637385,1
0.03,0.00847860784361304,1
0.04,0.00882463816066693,1
0.05,0.009752765968826068,1
0.06,0.010355864048553556,1
0.07,0.012398294643065607,1
0.08,0.025472079629318932,1
0.09,0.025986667096577903,1
0.1,0.025986667096577903,1
0.11,0.026511650270246143,1
0.12,0.026511650270246143,1
0.13,0.027047239164594554,1
0.14,0.027047239164594554,1
0.15,0.027047239164594554,1
0.16,0.027593648036606563,1
0.17,0.027593648036606563,1
0.18,0.027593648036606563,1
0.19,0.02815109547168953,1
0.2,0.02815109547168953,1
0.21,0.02815109547168953,1
0.22,0.028719804471117598,1
0.23,0.028719804471117598,1
0.24,0.028719804471117598,1
0.25,0.02930000254124119,1
0.26,0.02930000254124119,1
0.27,0.02930000254124119,1
0.28,0.02989192178449859,1
0.29,0.02989192178449859,1
0.3,0.02989192178449859,1
0.31,0.030495798992266235,1
0.32,0.030495798992266235,1
0.33,0.030495798992266235,1
0.34,0.031111875739584745,1
0.35000000000000003,0.031111875739584745,1
0.36,0.031111875739584745,1
0.37,0.03174039848179858,1
0.38,0.03174039848179858,1
0.39,0.03174039848179858,1
0.4,0.03174039848179858,1
0.41000000000000003,0.03238161865314803,1
0.42,0.03238161865314803,1
0.43,0.03238161865314803,1
0.44,0.033035792767353044,1
0.45,0.033035792767353044,1
0.46,0.033035792767353044,1
0.47000000000000003,0.03370318252022886,1
0.48,0.03370318252022886,1
0.49,0.03370318252022886,1
0.5,0.0343840548943749,1
0.51,0.0343840548943749,1
0.52,0.03507868226597844,1
0.53,0.03507868226597844,1
0.54,0.03507868226597844,1
0.55,0.03578734251377598,1
0.56,0.03578734251377598,1
0.5700000000000001,0.0365103191302159,1
0.58,0.0365103191302159,1
0.59,0.037247901334866725,1
0.6,0.037247901334866725,1
0.61,0.03800038419011656,1
0.62,0.03800038419011656,1
0.63,0.038768068719209826,1
0.64,0.038768068719209826,1
0.65,0.039551262026668615,1
0.66,0.039551262026668615,1
0.67,0.040350277421146774,1
0.68,0.040350277421146774,1
0.6900000000000001,0.0411654345407659,1
0.7000000000000001,0.041997059480983395,1
0.71,0.041997059480983395,1
0.72,0.04284548492504366,1
0.73,0.043711050277064754,1
0.74,0.044594101797813514,1
0.75,0.04549499274322388,1
0.76,0.04641408350571326,1
0.77,0.04735174175835393,1
0.78,0.048308342601957044,1
0.79,0.0492842687151279,1
0.8,0.050279910507352706,1
0.81,0.051295666275178016,1
0.8200000000000001,0.053389153318344144,1
0.8300000000000001,0.054467722072250084,1
0.84,0.05556808009391171,1
0.85,0.05783593358208279,1
0.86,0.05900433628071072,1
