cdf,prefill_e2e_time_normalized
0.0,3.9703696061621166e-05
0.01,6.316932146883749e-05
0.02,0.00016590407585200372
0.03,0.0002940940341676024
0.04,0.0005477843523127872
0.05,0.0006172641821660202
0.06,0.0007486881642906958
0.07,0.0009083332807457486
0.08,0.0009676388140249833
0.09,0.0010906265232494001
0.1,0.001173196176296462
0.11,0.001260896742719924
0.12,0.001360819715317664
0.13,0.0015215854861314233
0.14,0.0016533170445228148
0.15,0.0017422696021315548
0.16,0.0019296372966936288
0.17,0.002050590808652362
0.18,0.0022213256119018184
0.19,0.0024024374158091175
0.2,0.002501456751920533
0.21,0.0026091746899946085
0.22,0.0028565034614125673
0.23,0.003057046560445093
0.24,0.003176308906020957
0.25,0.003453731948547048
0.26,0.0036632868183558544
0.27,0.004011255655386015
0.28,0.004349861291853204
0.29,0.004689971515865446
0.3,0.004945930690517378
0.31,0.005185438156436949
0.32,0.005489139667174908
0.33,0.005811255800208979
0.34,0.006176061370232268
0.35000000000000003,0.006402054063739371
0.36,0.006654661354992341
0.37,0.006875300500882715
0.38,0.007107706117114927
0.39,0.007367516264233094
0.4,0.0075086697221275
0.41000000000000003,0.007729215308196341
0.42,0.008020622743338326
0.43,0.008171357526526446
0.44,0.008537739099735224
0.45,0.009020753811376854
0.46,0.009354067835672605
0.47000000000000003,0.009540515710627605
0.48,0.009727060578386454
0.49,0.010214227859265549
0.5,0.010814475565641399
0.51,0.011107191299175173
0.52,0.011388951899364104
0.53,0.011704163552129056
0.54,0.012310719645253057
0.55,0.012468999063321298
0.56,0.013065222772096407
0.5700000000000001,0.013509592274840934
0.58,0.01413358621844888
0.59,0.014870574143934636
0.6,0.01550315776896594
0.61,0.016262581531236373
0.62,0.017042025412546163
0.63,0.017973927257904098
0.64,0.01829460943743041
0.65,0.0189342355648727
0.66,0.019248408041413506
0.67,0.019615922646034956
0.68,0.020539292551827293
0.6900000000000001,0.021318246239248113
0.7000000000000001,0.02209169441978377
0.71,0.02311456408702681
0.72,0.02456218403553421
0.73,0.025494600392925938
0.74,0.02592547937000045
0.75,0.027161768787992674
0.76,0.028328798340399634
0.77,0.029680257136124058
0.78,0.031852119210242294
0.79,0.03352780066560292
0.8,0.037261581961947725
0.81,0.040316335672984885
0.8200000000000001,0.04250220016242325
0.8300000000000001,0.04402315630417773
0.84,0.04588969749660385
0.85,0.0493129388216557
0.86,0.051805648605326736
0.87,0.055380135361123906
0.88,0.060699257568673205
0.89,0.06330704519174057
0.9,0.06627599742810572
0.91,0.06712193956129307
0.92,0.07413358424963738
0.93,0.08450144027213773
0.9400000000000001,0.09013180370532782
0.9500000000000001,0.0969100082504836
0.96,0.10959813156497393
0.97,0.11233581040927314
0.98,0.1299083745381334
0.99,0.14775666628431047
1.0,0.18333065585653857
