cdf,request_scheduling_delay,replica
0.0,0.0,0
0.01,0.1322799416575139,0
0.02,1.730690800551897,0
0.03,2.1230139295539514,0
0.04,3.3697092333931424,0
0.05,4.820835599502779,0
0.06,5.160978946048831,0
0.07,6.331611763652605,0
0.08,6.810678929852422,0
0.09,7.26623783929521,0
0.1,9.228666516534014,0
0.11,11.767125627388458,0
0.12,12.744994877264743,0
0.13,14.714075246695153,0
0.14,15.152634832071655,0
0.15,17.29585334648054,0
0.16,20.398315395907332,0
0.17,21.745504922172355,0
0.18,26.244465526190684,0
0.19,29.365638113928533,0
0.2,30.25275950902411,0
0.21,30.598191586601136,0
0.22,31.863596983819196,0
0.23,32.27107437614202,0
0.24,34.054811093694376,0
0.25,35.51409641825786,0
0.26,37.57290524005082,0
0.27,42.97903835321795,0
0.28,43.548334306395034,0
0.29,45.318639962756514,0
0.3,45.42982293264322,0
0.31,45.68487844336365,0
0.32,46.01502383278189,0
0.33,46.466554455440786,0
0.34,47.31882225097781,0
0.35000000000000003,50.680553573622404,0
0.36,60.27168257997259,0
0.37,60.619532946615585,0
0.38,61.42772753795132,0
0.39,61.92985295395915,0
0.4,62.54992861351866,0
0.41000000000000003,62.93630307802212,0
0.42,66.72763882571708,0
0.43,67.03750512047989,0
0.44,71.174417194841,0
0.45,71.57324189443545,0
0.46,72.87448660014638,0
0.47000000000000003,73.29506541635746,0
0.48,73.7469917321188,0
0.49,74.16847219380153,0
0.5,74.66886792997848,0
0.51,75.60616782510407,0
0.52,77.70899890020696,0
0.53,86.29781250920512,0
0.54,89.3063473227551,0
0.55,93.67923363190997,0
0.56,93.88399313124727,0
0.5700000000000001,98.3409195561083,0
0.58,98.80448341743919,0
0.59,100.16473377518878,0
0.6,102.53072173610946,0
0.61,104.45108116536457,0
0.62,106.52876904661476,0
0.63,107.40681611072334,0
0.64,110.76817944334805,0
0.65,127.45105451180541,0
0.66,128.8229140511636,0
0.67,130.06805088505791,0
0.68,130.46597392057032,0
0.6900000000000001,130.8861735437488,0
0.7000000000000001,132.70263719657015,0
0.71,134.1701376853791,0
0.72,134.90611154786836,0
0.73,135.5410419132993,0
0.74,136.4308305506876,0
0.75,137.65512461739192,0
0.76,137.96882645216672,0
0.77,138.22613439883773,0
0.78,154.78538852427423,0
0.79,155.99663078867886,0
0.8,157.58275807765563,0
0.81,158.87610323198203,0
