cdf,request_scheduling_delay,replica
0.8200000000000001,160.60821973919138,0
0.8300000000000001,165.985558885245,0
0.84,168.63769268196305,0
0.85,171.82311048250457,0
0.86,172.5259405544753,0
0.87,173.53486429741432,0
0.88,173.6580410052235,0
0.89,173.79921146839098,0
0.9,175.18996539184064,0
0.91,175.9799186550143,0
0.92,176.95402134870002,0
0.93,194.70395430493332,0
0.9400000000000001,197.0732475830282,0
0.9500000000000001,198.79845491045157,0
0.96,199.99726247383893,0
0.97,200.95476624369707,0
0.98,201.2029063696811,0
0.99,201.4729371554935,0
1.0,202.99442603630754,0
0.0,0.0,1
0.01,0.003836447826910489,1
0.02,3.262236636938733,1
0.03,11.981087681710315,1
0.04,13.123257043169655,1
0.05,16.40314371621098,1
0.06,17.886243062572277,1
0.07,19.495937082041948,1
0.08,19.89356109099494,1
0.09,21.058555948812213,1
0.1,22.79747289227324,1
0.11,26.010602925906287,1
0.12,26.104157424610992,1
0.13,26.471608174993786,1
0.14,28.342433654618883,1
0.15,33.24466055699104,1
0.16,34.06004418166663,1
0.17,36.87457650886983,1
0.18,40.67257566010791,1
0.19,59.00579210588272,1
0.2,67.99268237310298,1
0.21,68.28122212502745,1
0.22,70.35197377177587,1
0.23,70.6621852492435,1
0.24,82.27594559221032,1
0.25,88.05416675578783,1
0.26,88.15295068172652,1
0.27,88.49012954456457,1
0.28,89.65658416680348,1
0.29,91.20062522076222,1
0.3,91.49168164134436,1
0.31,92.65579349743592,1
0.32,93.05323015815084,1
0.33,93.80703968026496,1
0.34,95.05176174082789,1
0.35000000000000003,97.56713258060772,1
0.36,103.7644902487271,1
0.37,107.43780942215282,1
0.38,112.63881823406405,1
0.39,114.05899947443167,1
0.4,115.73575549388457,1
0.41000000000000003,119.10288646894118,1
0.42,120.7906116256572,1
0.43,124.268153486724,1
0.44,127.48677832603022,1
0.45,128.60931805731315,1
0.46,129.08173931952604,1
0.47000000000000003,140.38955071694716,1
0.48,145.05720004670593,1
0.49,150.97529626751833,1
0.5,152.09719223312374,1
0.51,152.90043011631715,1
0.52,153.3173571277547,1
0.53,154.50009081932018,1
0.54,155.55731935823252,1
0.55,156.36694237212618,1
0.56,159.19773075814857,1
0.5700000000000001,162.43145206620812,1
0.58,166.89108260990304,1
0.59,173.7478753692925,1
0.6,175.45722947661255,1
0.61,176.65179683939328,1
0.62,177.5368405698028,1
0.63,179.05075287744603,1
0.64,181.7225373886894,1
0.65,183.514947930676,1
0.66,183.73683205978517,1
0.67,185.18276279627247,1
0.68,185.80203209293865,1
0.6900000000000001,186.85211548553667,1
0.7000000000000001,193.8715822651211,1
0.71,195.23571386451198,1
0.72,197.87688004835917,1
0.73,198.30109538537047,1
0.74,199.704198405454,1
0.75,209.12457715237173,1
0.76,210.09739894643974,1
0.77,210.6676002530651,1
0.78,212.58694230695946,1
0.79,214.12989092890746,1
0.8,214.451175530813,1
0.81,220.57673153624043,1
0.8200000000000001,231.85440933139395,1
0.8300000000000001,235.4806877524513,1
0.84,236.5661745113819,1
0.85,237.83699074186248,1
0.86,239.3260764434438,1
0.87,240.88420284562548,1
0.88,242.4821626352981,1
0.89,243.2455383871672,1
0.9,243.7297319621115,1
0.91,244.24104865648187,1
0.92,244.49354307041625,1
0.93,254.90164965563145,1
0.9400000000000001,255.34966505988035,1
0.9500000000000001,256.47932029802746,1
0.96,256.84339917971494,1
0.97,257.29845417204615,1
0.98,258.07517479076466,1
0.99,258.4917186528889,1
1.0,258.9611999584482,1
