cdf,decode_time_execution_plus_preemption_normalized,replica
0.0,0.0,0
0.01,0.009996342283996285,0
0.02,0.013115116935945869,0
0.03,0.01564678105881238,0
0.04,0.017380574917463792,0
0.05,0.019131034002263902,0
0.06,0.020056295427035884,0
0.07,0.02126660195048284,0
0.08,0.023855061961274644,0
0.09,0.02427340518159951,0
0.1,0.025142130287362036,0
0.11,0.026001322975470458,0
0.12,0.026402180664516342,0
0.13,0.026810687289398668,0
0.14,0.027011545915147716,0
0.15,0.027337874227609832,0
0.16,0.027789046034060245,0
0.17,0.028529172963119534,0
0.18,0.029172915633210315,0
0.19,0.02930055790299112,0
0.2,0.02964277360172109,0
0.21,0.030144011356428867,0
0.22,0.030502324527444828,0
0.23,0.030883614814316337,0
0.24,0.03109628365433524,0
0.25,0.03127891761474848,0
0.26,0.031335808362621634,0
0.27,0.03135565844249932,0
0.28,0.031403527618956366,0
0.29,0.03151023349263101,0
0.3,0.03162042440957133,0
0.31,0.03181040373399912,0
0.32,0.03193626153344907,0
0.33,0.031994433304427035,0
0.34,0.03214628182775323,0
0.35000000000000003,0.03222756454831696,0
0.36,0.03241791312813826,0
0.37,0.03261213631999928,0
0.38,0.03265129259365646,0
0.39,0.032769950177977916,0
0.4,0.03288209944849343,0
0.41000000000000003,0.03311686211871814,0
0.42,0.03338347759400977,0
0.43,0.0335626511840346,0
0.44,0.033641559780958834,0
0.45,0.033758204132094655,0
0.46,0.03391391123684865,0
0.47000000000000003,0.03401000459839579,0
0.48,0.034061413230955136,0
0.49,0.03408891750442265,0
0.5,0.034158161025323985,0
0.51,0.03424425400831967,0
0.52,0.03435239398280344,0
0.53,0.034418060441191306,0
0.54,0.03467011697416756,0
0.55,0.03477947905268295,0
0.56,0.03493676022847342,0
0.5700000000000001,0.035021665856956645,0
0.58,0.03510394412312039,0
0.59,0.035201071820953396,0
0.6,0.03531026045615797,0
0.61,0.035580986960164124,0
0.62,0.03590489207619642,0
0.63,0.03609544705627771,0
0.64,0.036158886544750635,0
0.65,0.03622641018024148,0
0.66,0.03633902255055998,0
0.67,0.0364017961352527,0
0.68,0.03663068780892566,0
0.6900000000000001,0.036813945330949456,0
0.7000000000000001,0.03704712286339393,0
0.71,0.03727933712633448,0
0.72,0.037473803813220644,0
0.73,0.03771589623508166,0
0.74,0.03777112129268043,0
0.75,0.03802564164864837,0
0.76,0.03842804221204962,0
0.77,0.038546943441191216,0
0.78,0.038773473067336826,0
0.79,0.0393497708421769,0
0.8,0.039935492180806484,0
0.81,0.040356567143256375,0
0.8200000000000001,0.040971457405975936,0
0.8300000000000001,0.04156528604745895,0
0.84,0.04220296019417597,0
0.85,0.04338646034893697,0
0.86,0.04533222845783718,0
0.87,0.04607046982897832,0
0.88,0.046986812190071954,0
0.89,0.04714549959704102,0
0.9,0.048117995269164646,0
0.91,0.04877180440328705,0
0.92,0.049980652801614386,0
0.93,0.050058279787802126,0
0.9400000000000001,0.05028169724461932,0
0.9500000000000001,0.05048681265504814,0
0.96,0.051457742440242774,0
0.97,0.05371675951825019,0
0.98,0.05722083276358123,0
0.99,0.05892670889325696,0
1.0,0.06313474152522484,0
0.0,0.0,1
0.01,0.010235387387978197,1
0.02,0.011393405652744671,1
0.03,0.013931419869612556,1
0.04,0.0181672317878603,1
0.05,0.01987753252634651,1
0.06,0.02085912131297147,1
0.07,0.02176362489203063,1
0.08,0.022707449075915074,1
0.09,0.0253170305229561,1
0.1,0.025899126223914368,1
0.11,0.026679682897867974,1
0.12,0.027075339685272582,1
0.13,0.02783495595502685,1
0.14,0.02851776281056022,1
0.15,0.029152630376779915,1
0.16,0.029804101058540724,1
0.17,0.029956316196031053,1
0.18,0.030739046193829944,1
0.19,0.03132708699224067,1
0.2,0.031638936058267064,1
0.21,0.032022318089875594,1
0.22,0.032280399110885614,1
0.23,0.032431191166348544,1
0.24,0.03266053726983426,1
0.25,0.03285292516156478,1
0.26,0.03288088422515964,1
0.27,0.03293597561215328,1
0.28,0.03304834159926665,1
0.29,0.03325074613031915,1
0.3,0.03332406020577037,1
0.31,0.03356843866357472,1
0.32,0.03370770560871247,1
0.33,0.03379250605198301,1
0.34,0.033881046102472334,1
0.35000000000000003,0.03395913876466473,1
0.36,0.03408892444453699,1
0.37,0.0341296225926034,1
0.38,0.03422358359529396,1
0.39,0.03430400799158077,1
0.4,0.03436283990366943,1
0.41000000000000003,0.034407612257654194,1
0.42,0.03456853543969287,1
0.43,0.034623494605940566,1
0.44,0.034715514182094565,1
0.45,0.03487293983460236,1
0.46,0.03505365221829098,1
0.47000000000000003,0.03526585501753943,1
0.48,0.035442194983014444,1
0.49,0.036107873027036975,1
0.5,0.03679628819551535,1
0.51,0.0370830201619923,1
0.52,0.03714602248033612,1
0.53,0.03719528443044652,1
0.54,0.03728492017484253,1
0.55,0.03748890705501077,1
0.56,0.03778475989512422,1
0.5700000000000001,0.03797364303431387,1
0.58,0.03823443320732452,1
0.59,0.03836058098206859,1
0.6,0.03850994315455195,1
0.61,0.038752050765271995,1
0.62,0.03890933525012757,1
0.63,0.039133589734762074,1
0.64,0.03918435714963277,1
0.65,0.039268099711635085,1
0.66,0.03933277549513353,1
0.67,0.03951697483695378,1
0.68,0.03971531767103326,1
0.6900000000000001,0.04017744219837573,1
0.7000000000000001,0.04029493429558605,1
0.71,0.040373775869512366,1
0.72,0.04045852095756349,1
0.73,0.04066224998976541,1
0.74,0.04076989385225038,1
0.75,0.04088326725628507,1
0.76,0.04098887404333541,1
0.77,0.04116404381419567,1
0.78,0.0414397213917148,1
0.79,0.04208501420583572,1
0.8,0.04235680931113248,1
0.81,0.04259252411917581,1
0.8200000000000001,0.04286725161957335,1
0.8300000000000001,0.04315844744510482,1
0.84,0.04406567624707015,1
0.85,0.045218375398076334,1
0.86,0.04532924454359463,1
0.87,0.04560517949378193,1
0.88,0.04592893728012029,1
0.89,0.04613033648043433,1
0.9,0.046772478073315193,1
0.91,0.04699544882235049,1
0.92,0.047169546353383295,1
0.93,0.04739232994342177,1
0.9400000000000001,0.04801414774474517,1
0.9500000000000001,0.048671843737598926,1
0.96,0.04982222090251532,1
0.97,0.05174558815766217,1
0.98,0.05463768825220918,1
0.99,0.05718291468066541,1
1.0,0.061318084126880903,1
