cdf,prefill_e2e_time
0.0,0.1112497563646625
0.01,0.6908411471922368
0.02,2.4282867894464175
0.03,4.878140272275596
0.04,5.490191246320644
0.05,7.184248101086668
0.06,11.195558411613321
0.07,12.437432144655949
0.08,13.733307132851479
0.09,15.15506568491707
0.1,17.524930615225077
0.11,19.9369443711709
0.12,20.646401156118046
0.13,21.929220309016095
0.14,25.479151550236192
0.15,26.502632830535447
0.16,28.654064602649523
0.17,30.46007662550264
0.18,31.94593762176628
0.19,33.99923363312957
0.2,34.974365968342134
0.21,37.569804386208446
0.22,41.6346454154009
0.23,43.8509363191535
0.24,45.65759781688827
0.25,46.280122324092645
0.26,47.7326266206339
0.27,60.38946747224293
0.28,61.16821428552893
0.29,62.63847538515916
0.3,66.38616912266458
0.31,68.07172597568848
0.32,68.70612278085373
0.33,70.98159182996312
0.34,72.10555696044716
0.35000000000000003,73.5889679940086
0.36,74.63976102616438
0.37,75.99067835395923
0.38,83.74978868794484
0.39,88.28969901123078
0.4,88.75322579091701
0.41000000000000003,90.85661271401376
0.42,91.74100385069613
0.43,93.35554116570935
0.44,94.04482628928918
0.45,95.6631137393223
0.46,99.19176923849118
0.47000000000000003,102.44617738893736
0.48,104.20474321540968
0.49,106.1766126222016
0.5,107.94819233281106
0.51,113.55056451400971
0.52,118.31890386292446
0.53,121.63852020933417
0.54,127.85244107889396
0.55,128.81225038607053
0.56,130.2099915329896
0.5700000000000001,130.72777792001432
0.58,133.23420238448008
0.59,135.30798147619026
0.6,136.9403407667005
0.61,138.41481814934687
0.62,141.6357614822436
0.63,152.04637056800541
0.64,153.18846763618478
0.65,154.9503737950162
0.66,155.96785178667244
0.67,157.74211441903802
0.68,159.1937233509978
0.6900000000000001,160.35181329801694
0.7000000000000001,166.9266501806389
0.71,170.9229203557933
0.72,173.55018807878668
0.73,173.90643714948237
0.74,174.2553456353377
0.75,176.0104910535214
0.76,176.96929263952848
0.77,178.03440822961767
0.78,183.561376235199
0.79,184.11735616919236
0.8,186.6312105936861
0.81,194.26901939701494
0.8200000000000001,196.31411718884817
0.8300000000000001,198.38176258184097
0.84,199.20289046781164
0.85,200.74595222761548
0.86,201.5595009930741
0.87,203.6118240393879
0.88,210.55970003171734
0.89,213.82680855225033
0.9,215.45213218238038
0.91,232.2666365846729
0.92,237.8545500375851
0.93,241.04470451088693
0.9400000000000001,243.55671667156454
0.9500000000000001,244.39054275903928
0.96,245.55578342514224
0.97,255.58338389771615
0.98,257.42839766275137
0.99,258.69895656263145
1.0,259.23340731263545
