Request Id,request_scheduling_delay
6,0.22375978537070873
16,2.060309966647992
12,1.6976953773957801
7,0.00261501300659428
28,5.150714278535164
30,5.184929836914057
26,4.344860068592848
38,6.800402751603896
5,0.004835803588987386
10,1.238227380085519
2,0.0
18,2.330463630396056
8,0.009557059212085717
3,0.0
17,11.698189546415524
36,4.982110212087004
22,3.1259215245932146
34,4.935148606088368
46,6.988669382849085
44,6.5175089676882845
24,4.477896579746011
14,2.0276496089569473
9,0.0016302949679496415
58,11.737947670202232
35,18.505608533631865
54,10.726837149847917
15,11.638183924576289
50,7.45899914628051
4,0.020471243785831206
13,2.3315758272012213
21,12.547283331235462
11,1.641090960787357
66,13.578323406380113
27,13.53882752757861
48,7.280846705423953
32,5.278194274117075
47,19.938057107539038
40,6.809899362077136
19,12.13341744686905
86,21.387112904749337
60,12.325475559473135
42,6.81184828151535
56,10.986720049770247
39,19.86389707996554
23,13.374272217504075
90,21.842514727735747
43,19.600435023887393
59,26.0060045674307
33,17.620800717832452
65,26.26733365139435
69,26.107830038625696
68,14.699574566941797
45,20.30128085918618
78,17.330611956354726
49,21.192702837692487
52,7.7304958832201125
20,2.1567776018879297
72,15.024900383031882
75,28.485986623569193
76,17.284267143189144
62,12.321506813926751
37,18.90378207825109
96,28.062711523056322
67,26.09797173694243
64,13.02467442245915
51,21.098412532476743
31,17.53498650395531
104,30.236701973944456
41,19.78562739059268
70,14.796245765297503
53,22.739788220464174
110,30.31602728327208
81,33.94151816442914
88,21.693268873022838
73,28.007476727068152
29,17.357915779088437
25,13.06050324958605
63,26.09864850358894
84,20.56474475450105
74,15.207378167374413
80,17.177407676500888
61,26.261444546895866
57,24.206453749738632
112,30.82905328932491
77,30.36624062076001
55,22.855157564082305
71,27.629163808723945
82,19.73259796153244
116,32.233538542748775
118,32.01426981183093
106,29.77842116751907
92,22.40617594963483
114,31.84685555848456
79,33.05835942799161
94,26.67094214580801
85,34.089675685976005
140,43.37089085545161
100,30.87006909653556
130,35.52133238164448
124,33.8723230496964
98,29.027906524627177
138,42.15075495035746
150,45.3192227263099
102,30.267220836635605
136,38.009153187640095
152,45.429564134402675
128,35.49238852809799
148,45.413695777414915
108,30.25275950902411
160,45.89830559281405
122,33.718777626138184
172,47.10777873414078
120,32.29128597873838
126,34.7847632696863
168,45.30756745524208
156,46.21536055246755
134,37.11484958980269
89,35.668773984769615
132,37.38594183394114
83,33.803563943989346
142,43.39745138871755
93,39.80405299387965
146,43.77465868291126
158,46.092835992760456
87,35.23827513298343
91,39.113924053627365
144,43.125206012546265
154,45.68261931131961
95,40.769078178577715
166,45.43008173088377
174,47.409269472479394
164,45.485480600030385
198,61.504059628180165
200,61.70814146938457
192,60.70888143993733
176,47.69381036547091
178,47.67755855847389
101,68.30071655969701
208,62.54992861351866
170,46.35844220062225
182,59.64078319807688
186,60.31631344867509
115,70.43153702132402
190,60.57142221944234
162,45.72780195220042
184,60.295553020814324
180,47.07919056607912
188,60.17620081660565
121,70.34313341071497
117,70.75838742066819
206,62.54390064280605
228,71.15301692640189
123,80.50970168546293
232,72.02303776955776
111,68.25739559376466
97,42.72084340573596
224,67.97350183423683
236,72.85451797246476
242,73.3145646799668
131,88.04795030310834
210,62.892215577719355
196,61.55294460535034
230,71.26001826859742
107,67.87755303903576
105,68.0833126916152
109,67.81796313087482
99,51.79583399452546
248,74.23529506161094
204,62.20083365732807
202,62.571524980553605
113,69.00747544409774
258,74.91168092889237
240,73.18456958923787
103,67.99268237310298
220,66.7621782459498
254,74.15760676995957
135,88.57583288977459
212,62.97237466917893
194,60.740738725891674
252,74.42605493106458
119,70.48352407374053
214,65.87886409381986
161,92.65527120510998
222,67.0175927187529
167,93.27975313067338
157,91.56747235888291
153,91.18785819919005
226,71.36911618670484
218,67.04822718294827
125,80.84479253298854
250,74.15156600765107
137,88.63573481187908
139,88.2338264266561
129,88.11828964818528
169,93.69618743396904
127,88.056238906681
262,75.60550682552989
244,73.47727554843064
260,75.61872681701358
133,88.06933054830641
264,75.57033455177921
159,92.62741410481784
246,73.35126763905025
238,72.92108006473683
155,91.20097472311329
143,88.3984117311949
256,74.16904405821427
216,66.72380111235789
234,71.64128379701233
151,91.4158909238058
141,88.50631504104156
149,91.193984676092
165,92.713445699367
280,89.96048857877572
270,83.07821909332547
187,103.71004142812048
177,95.19454693119346
145,88.00055782909763
294,98.80267620764094
189,105.01078228545683
272,86.27372531426606
278,89.4295195216468
179,95.20479785860421
171,93.31132475484955
185,103.77810245387876
175,94.43520240927513
173,94.71859629664154
276,89.01894552534111
268,77.99754313331299
306,102.01131705591605
290,98.1890987419672
282,93.64543535318066
163,92.6657170516289
286,93.88761537462338
284,93.78062846809789
312,104.45171694238167
274,86.43430661385972
147,91.25607853509939
298,98.80468421852788
183,103.26563384074771
314,104.45030410456589
181,95.66763216056106
320,106.88360208829738
197,112.99067275759184
324,107.59412635063151
191,104.86831062615909
296,98.62287249665606
199,112.70686051323226
193,112.02643772155005
223,125.86103729088235
201,113.72119662015905
209,115.96381720021786
207,115.73575549388457
288,93.86950415774281
205,114.93738137594464
292,98.01534170852469
219,120.81745813911567
310,102.59256852566264
211,119.00014107524675
302,100.04282389456515
213,119.18695088196391
308,102.53072173610946
300,100.14998469592803
217,120.78762867971737
326,107.5501934232705
304,100.18276042761858
334,127.7527224434375
215,120.18816875162308
316,105.72648107716802
203,114.47186962965375
233,128.80138806607258
328,107.61630500115491
322,107.14054395885003
237,128.20762578422153
340,130.34201670577494
227,127.27228108834282
195,111.9451455331598
318,106.48934315309447
336,128.50835141794278
360,132.8996826158231
330,123.37567721211923
354,130.90533264169005
266,77.27618255054793
352,130.44628258887965
241,140.38096987516067
225,127.30656646148239
221,121.3099407075729
376,135.7687554012537
342,130.08006770995905
344,129.5568935286788
338,128.4424154793258
235,128.50422432342776
358,132.95766244904456
231,128.64434930194162
346,130.52215068286517
229,128.69069807759513
380,136.38395596715773
350,130.49551091810633
259,152.03822363095264
388,137.9539584394062
366,134.90538305660516
364,134.13582328906472
356,132.42919581865377
243,140.3910649831448
269,153.4115967291968
370,134.82211121535286
348,129.99995554395153
245,141.64092975571512
332,126.54605071690911
368,134.9320912434921
362,132.50559177731722
239,129.73589224425072
394,137.97254345535686
279,155.91255607731972
271,154.42286774513104
372,134.90659720871048
287,158.93758452253493
247,141.8841508831249
251,150.4585480442781
249,149.81677379207767
257,152.15616083529483
253,151.0024935424257
374,135.50085718013088
386,138.21334898232536
277,155.59307593435133
285,157.73010125654557
400,154.7925265706481
255,152.21234547531822
392,137.76632192507608
378,136.45091965791468
404,155.89663054110645
267,153.17599772559154
265,152.95230161407216
384,138.0356833850847
281,155.47388734728858
303,173.6317762980354
414,158.82221931751565
273,154.43141454624856
390,137.61805884816386
418,160.1839854763229
263,152.89770003748794
291,159.33558238893326
295,166.7746155562563
309,175.45722947661255
301,173.73488688438948
293,160.09282557156655
382,136.70151644123789
315,176.70428689438165
319,177.86022004314881
321,177.53358256614823
261,151.94455720262783
275,154.889256366726
289,159.26276731705195
408,157.58275807765563
412,157.9229840639308
416,158.92019007109087
432,169.96402192638888
402,154.86193828655274
305,173.763750184174
299,166.8479521422116
327,181.06163458157425
341,183.55863361368395
307,174.18097822355813
422,164.42632810500794
396,138.24987874378925
424,165.98343534005022
398,154.72114610690932
311,175.9398708358226
333,183.70754792646662
436,172.21802514932784
335,183.70297429087796
420,160.09151142786553
317,177.56616260269385
430,168.3061103708566
462,175.36328281847915
410,157.4128206764707
426,166.16487270394367
448,173.64898475380429
297,166.89587488409097
446,173.80544950048272
359,193.69485460677708
323,177.1970080329142
331,183.01049960664625
353,186.54481671195904
337,183.92053558374317
428,165.98670233265761
345,185.78869564623017
347,185.82203676300136
339,183.80516170419511
325,179.69180901899068
367,196.0686656051962
313,176.58764232774087
349,185.4775903454151
440,172.4873865396381
329,181.40054683420016
438,172.274611375257
361,194.04830992346515
373,198.29306251847692
355,186.86828910519867
351,185.4055087749541
454,173.67162538235232
357,187.0970878114017
363,194.64499005806482
456,173.80387043434513
464,175.58375416463406
434,170.6383664820348
468,176.60945353793034
343,183.38389088165212
452,173.56348905650557
450,173.58111648220532
460,175.0166479652021
474,192.7470391145522
375,198.24928232058846
466,175.94678524012397
470,176.6367956211136
442,172.6158999224288
444,173.3726573292306
480,196.21250971579107
458,173.71069111526214
484,197.50315656685802
472,177.16550516709094
389,209.81299516691593
397,210.65323436443992
498,201.3409981932212
369,197.67025936124205
371,198.01462717310392
494,200.9405784756451
379,199.34813578788362
381,199.85679667012704
377,198.34661496443397
407,214.451175530813
478,194.7138821455802
488,198.83720175141428
476,194.70220233305446
482,197.44213524041555
387,210.1684998913207
490,200.0354835165957
504,201.10946929737935
492,199.84437830281198
383,200.05687008881665
486,198.78553929679734
506,200.98111495579354
500,201.37501857881722
512,202.99442603630754
391,209.74820123261873
496,201.2132882666035
508,200.86066931996953
510,201.92759092380038
406,156.11885331348958
502,201.59261541587563
409,214.30284100818085
283,155.89371011543807
395,210.6942797605119
385,208.91670245895608
405,214.04859878457063
393,210.19328071875856
401,212.75252458689448
399,211.0967017875442
419,231.83128901166367
413,215.17899661983947
403,213.66122023461224
425,235.34083703140584
411,214.229247994208
429,235.9008523951311
435,237.73139821616496
415,215.18047617093677
423,232.06249220896638
445,240.78939099367528
421,231.60494826227597
453,243.21905490635274
457,243.55832821338595
417,224.9918495623978
433,237.8643201295967
439,238.66650821835432
447,241.3217202946714
427,235.55599198686042
437,237.7550025786598
