cdf,prefill_time_execution_plus_preemption_normalized,replica
0.0,3.653821657017871e-05,0
0.01,4.8403789282228426e-05,0
0.02,4.922547735358166e-05,0
0.03,5.0034810568987096e-05,0
0.04,5.0902729064045234e-05,0
0.05,5.156640826719429e-05,0
0.06,5.218362008839524e-05,0
0.07,5.22602108995183e-05,0
0.08,5.32549958702054e-05,0
0.09,5.340584242956346e-05,0
0.1,5.3703077152255346e-05,0
0.11,5.4105811709100696e-05,0
0.12,5.419674250670727e-05,0
0.13,5.475347312850067e-05,0
0.14,5.491352916307449e-05,0
0.15,5.5068649218474494e-05,0
0.16,5.532619018714209e-05,0
0.17,5.541693510612789e-05,0
0.18,5.584555793004776e-05,0
0.19,5.609367864491812e-05,0
0.2,5.616194754612717e-05,0
0.21,5.625602251547806e-05,0
0.22,5.645343624848224e-05,0
0.23,5.655021979731764e-05,0
0.24,5.663364824420834e-05,0
0.25,5.68083809628638e-05,0
0.26,5.728215457479926e-05,0
0.27,5.741579720981294e-05,0
0.28,5.778084556345258e-05,0
0.29,5.7923558616492453e-05,0
0.3,5.8088271420367955e-05,0
0.31,5.812371146559141e-05,0
0.32,5.816324732748513e-05,0
0.33,5.82723343271085e-05,0
0.34,5.831784778420921e-05,0
0.35000000000000003,5.841389710584974e-05,0
0.36,5.8523536064185116e-05,0
0.37,5.867441201256152e-05,0
0.38,5.871055547082398e-05,0
0.39,5.878119612533653e-05,0
0.4,5.891296722725013e-05,0
0.41000000000000003,5.91998201541222e-05,0
0.42,5.9389756644963e-05,0
0.43,5.958858722034121e-05,0
0.44,5.9721413274645076e-05,0
0.45,5.986128467350209e-05,0
0.46,6.015526084543731e-05,0
0.47000000000000003,6.046388734269157e-05,0
0.48,6.0786283534479726e-05,0
0.49,6.10485997385453e-05,0
0.5,6.141087755078613e-05,0
0.51,6.155587692193391e-05,0
0.52,6.164607972377757e-05,0
0.53,6.178573088952354e-05,0
0.54,6.212443873379826e-05,0
0.55,6.246140187821153e-05,0
0.56,6.255054515175557e-05,0
0.5700000000000001,6.258372300862195e-05,0
0.58,6.282190682669005e-05,0
0.59,6.301645537255104e-05,0
0.6,6.323074082679977e-05,0
0.61,6.332872755587689e-05,0
0.62,6.372053404338301e-05,0
0.63,6.393680809989362e-05,0
0.64,6.406183499784194e-05,0
0.65,6.410544434840164e-05,0
0.66,6.423415566628978e-05,0
0.67,6.45905325005744e-05,0
0.68,6.504488703467366e-05,0
0.6900000000000001,6.532291666365733e-05,0
0.7000000000000001,6.561936760522452e-05,0
0.71,6.580352219607147e-05,0
0.72,6.598209476252678e-05,0
0.73,6.63962523496007e-05,0
0.74,6.664568716189161e-05,0
0.75,6.689959679871639e-05,0
0.76,6.737378922501655e-05,0
0.77,6.761754576232185e-05,0
0.78,6.808011840389557e-05,0
0.79,6.819809630470183e-05,0
0.8,6.89593975094013e-05,0
0.81,6.936463546359988e-05,0
0.8200000000000001,6.961359200309521e-05,0
0.8300000000000001,6.980426427845608e-05,0
0.84,7.041982972412998e-05,0
0.85,7.060667516759411e-05,0
0.86,7.121983628160486e-05,0
0.87,7.147307312871749e-05,0
0.88,7.19889377241451e-05,0
0.89,7.270630065701661e-05,0
0.9,7.377416855024275e-05,0
0.91,7.512771352181105e-05,0
0.92,7.534748011161723e-05,0
0.93,7.924679895862735e-05,0
0.9400000000000001,8.136392683328709e-05,0
0.9500000000000001,8.349781305090605e-05,0
0.96,8.568112918143394e-05,0
0.97,9.046761538213375e-05,0
0.98,9.327074621407144e-05,0
0.99,0.00013209688167442355,0
1.0,0.00013915827625650534,0
0.0,3.797785609410247e-05,1
0.01,4.425846705292075e-05,1
0.02,4.659694988970602e-05,1
0.03,4.817338261162125e-05,1
0.04,5.0429510134306665e-05,1
0.05,5.206066987374828e-05,1
0.06,5.268414568914035e-05,1
0.07,5.3007254755144933e-05,1
0.08,5.439759968560425e-05,1
0.09,5.517194395156063e-05,1
0.1,5.5846616311504524e-05,1
0.11,5.605747818944448e-05,1
0.12,5.6572172789265765e-05,1
0.13,5.6692811681959186e-05,1
0.14,5.7015649422437446e-05,1
0.15,5.7215891958491944e-05,1
0.16,5.7377844496999176e-05,1
0.17,5.743572819572691e-05,1
0.18,5.773625634033718e-05,1
0.19,5.7961135074846e-05,1
0.2,5.8134566831859685e-05,1
0.21,5.8268190687792554e-05,1
0.22,5.845984004214006e-05,1
0.23,5.8602622715188183e-05,1
0.24,5.883935341441608e-05,1
0.25,5.9018965796121106e-05,1
0.26,5.917651277375646e-05,1
0.27,5.9262339638757944e-05,1
0.28,5.942874131844929e-05,1
0.29,5.963373310026003e-05,1
0.3,5.981540793402021e-05,1
0.31,5.988257388858278e-05,1
0.32,5.991339738481209e-05,1
0.33,6.013135618124941e-05,1
0.34,6.0168430586954564e-05,1
0.35000000000000003,6.029052554622345e-05,1
0.36,6.041138996187918e-05,1
0.37,6.057568199218527e-05,1
0.38,6.091873910652629e-05,1
0.39,6.106896846011643e-05,1
0.4,6.125730146338285e-05,1
0.41000000000000003,6.134213471848788e-05,1
0.42,6.140828956728354e-05,1
0.43,6.150958522995748e-05,1
0.44,6.155013339759697e-05,1
0.45,6.162818399219647e-05,1
0.46,6.175992738368916e-05,1
0.47000000000000003,6.197084563019543e-05,1
0.48,6.210188900264333e-05,1
0.49,6.23452878521942e-05,1
0.5,6.269811461889813e-05,1
0.51,6.279563052142844e-05,1
0.52,6.288965457329131e-05,1
0.53,6.304465397309149e-05,1
0.54,6.316062422642385e-05,1
0.55,6.340403380334256e-05,1
0.56,6.345335040578744e-05,1
0.5700000000000001,6.355486340969383e-05,1
0.58,6.393216039360311e-05,1
0.59,6.408910643799977e-05,1
0.6,6.439785478193433e-05,1
0.61,6.452350806379216e-05,1
0.62,6.473702438935448e-05,1
0.63,6.483726961976215e-05,1
0.64,6.531720828968557e-05,1
0.65,6.544272180424344e-05,1
0.66,6.56851275512642e-05,1
0.67,6.598746864069554e-05,1
0.68,6.61425775929729e-05,1
0.6900000000000001,6.625741989381747e-05,1
0.7000000000000001,6.66154078228363e-05,1
0.71,6.681796379130563e-05,1
0.72,6.72209039653252e-05,1
0.73,6.73591493944394e-05,1
0.74,6.771775333603742e-05,1
0.75,6.801053331528494e-05,1
0.76,6.851482216410287e-05,1
0.77,6.885079321392288e-05,1
0.78,6.933719503287709e-05,1
0.79,6.981333940542448e-05,1
0.8,7.035278670202917e-05,1
0.81,7.083691939677423e-05,1
0.8200000000000001,7.178880604029085e-05,1
0.8300000000000001,7.190553836365441e-05,1
0.84,7.239797309464931e-05,1
0.85,7.271154494148441e-05,1
0.86,7.368035953898349e-05,1
0.87,7.428430263555278e-05,1
0.88,7.540006160171898e-05,1
0.89,7.681525637519617e-05,1
0.9,7.858120281417947e-05,1
0.91,8.214443052767607e-05,1
0.92,8.319495154411732e-05,1
0.93,8.805104337474127e-05,1
0.9400000000000001,0.00010379342545377989,1
0.9500000000000001,0.0001048346964088978,1
0.96,0.00010768822180278156,1
0.97,0.00011123321581986428,1
0.98,0.00011385217540726603,1
0.99,0.00011818715175488353,1
1.0,0.00014041968583893664,1
