time_stats.attn_input_reshape.min,time_stats.attn_input_reshape.max,time_stats.attn_input_reshape.mean,time_stats.attn_input_reshape.median,time_stats.attn_input_reshape.std,time_stats.attn_kv_cache_save.min,time_stats.attn_kv_cache_save.max,time_stats.attn_kv_cache_save.mean,time_stats.attn_kv_cache_save.median,time_stats.attn_kv_cache_save.std,time_stats.attn_prefill.min,time_stats.attn_prefill.max,time_stats.attn_prefill.mean,time_stats.attn_prefill.median,time_stats.attn_prefill.std,time_stats.attn_decode.min,time_stats.attn_decode.max,time_stats.attn_decode.mean,time_stats.attn_decode.median,time_stats.attn_decode.std,time_stats.attn_output_reshape.min,time_stats.attn_output_reshape.max,time_stats.attn_output_reshape.mean,time_stats.attn_output_reshape.median,time_stats.attn_output_reshape.std,n_embd,n_q_head,n_kv_head,block_size,num_tensor_parallel_workers,max_model_len,batch_size,prefill_chunk_size,kv_cache_size,is_prefill,attention_backend
0.0,0.0,0.0,0.0,0.0,0.0015039999999999908,0.0015369999999999778,0.001523399999999998,0.0015360000000000013,1.5844241856264856e-05,0.017311999999999984,0.018238999999999977,0.017720799999999984,0.01747199999999998,0.000413330569883246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2048,32,4,16,1,4096,1,64,1920,True,AttentionBackend.FLASHINFER
0.0,0.0,0.0,0.0,0.0,0.001502999999999986,0.0015370000000000062,0.001516799999999995,0.0015039999999999908,1.6092234151920385e-05,0.01734400000000005,0.01875200000000004,0.017709200000000026,0.017506,0.0005258438551509437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2048,32,4,16,1,4096,1,64,1984,True,AttentionBackend.FLASHINFER
0.0,0.0,0.0,0.0,0.0,0.0015360000000000013,0.0015689999999999884,0.0015425999999999986,0.0015360000000000013,1.3199999999994813e-05,0.01788799999999992,0.01907200000000003,0.0183808,0.01798400000000001,0.0005522573313230211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2048,32,4,16,1,4096,1,64,2048,True,AttentionBackend.FLASHINFER
0.0,0.0,0.0,0.0,0.0,0.0015360000000000013,0.0015689999999999884,0.0015618000000000051,0.001568000000000012,1.2905812643922995e-05,0.017856000000000025,0.017984999999999956,0.017920199999999994,0.01791999999999996,5.746790408564027e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2048,32,4,16,1,4096,1,64,2112,True,AttentionBackend.FLASHINFER
0.0,0.0,0.0,0.0,0.0,0.0015039999999999908,0.0015360000000000013,0.0015295999999999992,0.0015360000000000013,1.2800000000004214e-05,0.01795199999999997,0.019199000000000042,0.018649000000000002,0.018943000000000012,0.0005630797456843897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2048,32,4,16,1,4096,1,64,2176,True,AttentionBackend.FLASHINFER
0.0,0.0,0.0,0.0,0.0,0.0015360000000000013,0.0015360000000000013,0.0015360000000000013,0.0015360000000000013,0.0,0.017855000000000048,0.019168000000000063,0.018566000000000037,0.018848000000000014,0.0005636477623480779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2048,32,4,16,1,4096,1,64,2240,True,AttentionBackend.FLASHINFER
0.0,0.0,0.0,0.0,0.0,0.0015360000000000013,0.0015360000000000013,0.0015360000000000013,0.0015360000000000013,0.0,0.018559999999999976,0.019040000000000022,0.018771200000000002,0.018655999999999978,0.00018615090652481252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2048,32,4,16,1,4096,1,64,2304,True,AttentionBackend.FLASHINFER
0.0,0.0,0.0,0.0,0.0,0.0015349999999999967,0.001568000000000012,0.0015421999999999966,0.0015360000000000013,1.2905812643928894e-05,0.018656000000000006,0.01894399999999999,0.0188032,0.01884900000000002,0.0001118988829256012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2048,32,4,16,1,4096,1,64,2368,True,AttentionBackend.FLASHINFER
0.0,0.0,0.0,0.0,0.0,0.0015360000000000013,0.0015679999999999837,0.0015423999999999978,0.0015360000000000013,1.2799999999992939e-05,0.01907200000000003,0.019264999999999987,0.019142399999999997,0.019134999999999992,6.566155648474054e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2048,32,4,16,1,4096,1,64,2432,True,AttentionBackend.FLASHINFER
0.0,0.0,0.0,0.0,0.0,0.0015039999999999908,0.0015360000000000013,0.0015232000000000028,0.0015360000000000013,1.5676734353810543e-05,0.017984000000000038,0.019038999999999986,0.01876420000000001,0.018942999999999984,0.0003924310894921387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2048,32,4,16,1,4096,1,64,2496,True,AttentionBackend.FLASHINFER
