request_id,outsourced_at,arrived_at,queued_at,was_running,num_prefill_tokens,num_decode_tokens,num_processed_tokens,api_cost_usd,replica_id
238,46.059495,27.728123,27.728123,False,90379,556,0,0.118534,0
80,46.059495,9.116588,9.116588,False,1466,48,0,0.002313,0
120,46.059495,13.526808,13.526808,False,87684,7,0,0.109675,0
179,46.562328,20.304499,20.304499,False,103381,401,0,0.133236,0
64,48.961646,7.776287,7.776287,False,1410,57,0,0.002332,0
159,48.961646,17.484056,17.484056,False,1429,21,0,0.001996,0
359,48.961646,41.327563,41.327563,False,1520,39,0,0.002290,0
270,48.961646,30.744057,30.744057,False,1415,171,0,0.003479,0
231,48.961646,26.359309,26.359309,False,1418,28,0,0.002053,0
188,48.961646,21.563862,21.563862,False,1688,120,0,0.003310,0
247,48.961646,28.777597,28.777597,False,1404,78,0,0.002535,0
253,48.961646,29.432225,29.432225,False,1821,111,0,0.003386,0
258,48.961646,29.898787,29.898787,False,1418,28,0,0.002053,0
278,48.961646,31.234690,31.234690,False,1409,94,0,0.002701,0
293,48.961646,32.731246,32.731246,False,1568,3,0,0.001990,0
300,48.961646,34.162368,34.162368,False,1491,140,0,0.003264,0
318,48.961646,35.672540,35.672540,False,1991,41,0,0.002899,0
320,48.961646,36.088212,36.088212,False,1572,60,0,0.002565,0
339,48.961646,38.371837,38.371837,False,1946,90,0,0.003333,0
372,48.961646,42.902265,42.902265,False,1512,125,0,0.003140,0
168,48.961646,18.615281,18.615281,False,1407,133,0,0.003089,0
387,48.961646,44.995011,44.995011,False,1624,25,0,0.002280,0
406,48.961646,47.713010,47.713010,False,2552,4,0,0.003230,0
414,48.961646,48.934739,48.934739,False,85911,435,0,0.111739,0
96,49.001043,10.385199,10.385199,False,82788,683,0,0.110315,0
103,49.243869,11.331547,11.331547,False,2241,31,0,0.003111,0
191,49.243869,22.118816,22.118816,False,1853,128,0,0.003596,0
139,49.328087,15.402353,15.402353,False,2526,10,0,0.003257,0
147,49.500098,16.203428,16.203428,False,1597,75,0,0.002746,0
404,49.544009,47.073807,47.073807,False,16490,210,0,0.022713,0
311,49.544009,35.203794,35.203794,False,2173,93,0,0.003646,0
289,49.633034,32.163589,32.163589,False,1426,275,0,0.004533,0
263,49.678593,30.304034,30.304034,False,27806,268,0,0.037438,0
375,49.678593,43.027502,43.027502,False,17149,3,0,0.021466,0
319,49.678593,35.716568,35.716568,False,14826,57,0,0.019103,0
199,49.678593,22.838634,22.838634,False,17123,24,0,0.021644,0
251,49.937376,29.103969,29.103969,False,1547,183,0,0.003764,0
116,49.999585,12.996205,12.996205,False,1718,223,0,0.004378,0
100,49.999585,10.843502,10.843502,False,1428,265,0,0.004435,0
335,49.999585,38.067500,38.067500,False,1412,200,0,0.003765,0
382,49.999585,44.131837,44.131837,False,81957,365,0,0.106096,0
180,50.478401,20.477091,20.477091,False,76013,531,0,0.100326,0
246,51.784244,28.662086,28.662086,False,75674,456,0,0.099153,0
