request_id,outsourced_at,arrived_at,queued_at,was_running,num_prefill_tokens,num_decode_tokens,num_processed_tokens,api_cost_usd,replica_id
76,52.635646,8.644301,8.644301,False,36934,255,0,0.048717,0
279,53.159905,31.494625,31.494625,False,46436,24,0,0.058285,0
190,54.378229,21.773608,21.773608,False,72450,433,0,0.094893,0
471,55.782019,55.753808,55.753808,False,113453,199,0,0.143806,0
434,55.876378,51.343481,51.343481,False,1444,40,0,0.002205,0
456,55.876378,53.532859,53.532859,False,1581,27,0,0.002246,0
418,55.876378,49.179594,49.179594,False,1694,27,0,0.002387,0
435,55.876378,51.348603,51.348603,False,2058,87,0,0.003443,0
366,55.876378,42.021451,42.021451,False,26670,3,0,0.033368,0
473,55.876378,55.850023,55.850023,False,27411,36,0,0.034624,0
353,55.876378,40.584653,40.584653,False,25175,110,0,0.032569,0
74,55.876378,8.595489,8.595489,False,27403,3,0,0.034284,0
222,56.040854,25.219810,25.219810,False,26868,25,0,0.033835,0
337,56.143827,38.199104,38.199104,False,29143,372,0,0.040149,0
94,56.561081,10.215967,10.215967,False,29777,448,0,0.041701,0
417,56.747803,48.992151,48.992151,False,2416,4,0,0.003060,0
429,56.747803,50.251084,50.251084,False,28446,300,0,0.038558,0
430,57.017621,50.452868,50.452868,False,29153,542,0,0.041861,0
129,57.273055,14.019515,14.019515,False,27664,216,0,0.036740,0
303,58.228081,34.465131,34.465131,False,29343,634,0,0.043019,0
309,59.296728,35.103743,35.103743,False,27240,370,0,0.037750,0
236,59.576501,27.457377,27.457377,False,25686,284,0,0.034947,0
167,59.602571,18.408835,18.408835,False,20390,161,0,0.027097,0
134,59.602571,14.639614,14.639614,False,3536,111,0,0.005530,0
297,59.656231,33.642374,33.642374,False,25007,306,0,0.034319,0
137,62.715965,15.129227,15.129227,False,21791,111,0,0.028349,0
474,63.566063,55.868020,55.868020,False,78311,466,0,0.102549,0
208,70.036393,23.747682,23.747682,False,38661,316,0,0.051486,0
322,72.732849,36.480308,36.480308,False,34502,521,0,0.048337,0
298,75.768261,33.844827,33.844827,False,69794,430,0,0.091542,0
124,85.786847,13.845862,13.845862,False,70157,400,0,0.091696,0
98,96.001283,10.452806,10.452806,True,75042,46683,0,0.560632,0
395,96.001283,46.023608,46.023608,False,121810,614,0,0.158403,0
292,99.009863,32.407726,32.407726,False,67732,358,0,0.088245,0
356,103.975732,40.861708,40.861708,False,67525,360,0,0.088006,0
267,106.379098,30.705198,30.705198,False,55521,644,0,0.075841,0
419,108.894135,49.207207,49.207207,False,52339,381,0,0.069234,0
220,114.413394,25.091235,25.091235,False,51698,620,0,0.070822,0
223,116.489651,25.355719,25.355719,False,45647,109,0,0.058149,0
361,120.505737,41.776607,41.776607,False,24423,383,0,0.034359,0
384,122.505263,44.402864,44.402864,False,24592,422,0,0.034960,0
269,122.780717,30.741385,30.741385,False,39931,243,0,0.052344,0
287,124.406920,32.012388,32.012388,False,50977,621,0,0.069931,0
479,127.503944,56.267856,56.267856,False,21081,12,0,0.026471,0
186,127.881140,21.492976,21.492976,False,21021,5,0,0.026326,0
484,128.852318,56.589168,56.589168,False,18148,9,0,0.022775,0
329,130.146519,37.418325,37.418325,False,41048,356,0,0.054870,0
512,132.690540,59.829523,59.829523,False,1413,4,0,0.001806,0
452,132.807818,53.317171,53.317171,False,6726,18,0,0.008587,0
241,132.932364,27.965894,27.965894,False,7702,26,0,0.009887,0
304,134.229601,34.555381,34.555381,False,12362,382,0,0.019272,0
424,134.364363,49.654491,49.654491,False,8979,5,0,0.011274,0
422,134.505421,49.647180,49.647180,False,40691,222,0,0.053084,0
211,136.970426,24.000287,24.000287,False,38391,532,0,0.053309,0
273,138.159923,30.782030,30.782030,False,36565,632,0,0.052026,0
342,140.439079,39.108805,39.108805,False,35638,618,0,0.050728,0
483,143.263941,56.541503,56.541503,False,20490,3,0,0.025643,0
333,144.645302,37.803382,37.803382,False,15880,23,0,0.020080,0
500,147.023903,58.078171,58.078171,False,16109,138,0,0.021516,0
376,147.316952,43.047491,43.047491,False,20934,459,0,0.030758,0
444,147.565728,52.228231,52.228231,False,12609,28,0,0.016041,0
396,147.982514,46.099323,46.099323,False,11808,48,0,0.015240,0
493,148.206365,57.398218,57.398218,False,9708,46,0,0.012595,0
358,148.992469,41.242866,41.242866,False,9286,8,0,0.011688,0
343,149.225081,39.310539,39.310539,False,19419,327,0,0.027544,0
431,149.475977,50.781399,50.781399,False,14556,3,0,0.018225,0
308,151.312402,35.065009,35.065009,False,9044,38,0,0.011685,0
461,151.344646,54.408821,54.408821,False,10129,10,0,0.012761,0
340,151.724709,38.715329,38.715329,False,4320,16,0,0.005560,0
399,152.192300,46.437925,46.437925,False,4143,22,0,0.005399,0
488,152.353997,56.773801,56.773801,False,1728,60,0,0.002760,0
427,153.103342,50.007069,50.007069,False,32639,537,0,0.046169,0
440,155.269533,51.776426,51.776426,False,32100,582,0,0.045945,0
268,157.186245,30.726045,30.726045,False,15686,13,0,0.019738,0
314,158.001008,35.361567,35.361567,False,15492,32,0,0.019685,0
421,158.286269,49.642576,49.642576,False,22304,216,0,0.030040,0
381,159.827390,43.787954,43.787954,False,27082,655,0,0.040403,0
487,160.543331,56.741844,56.741844,False,21418,319,0,0.029962,0
242,161.472830,28.165100,28.165100,False,21041,362,0,0.029921,0
284,163.103966,31.832932,31.832932,False,19597,247,0,0.026966,0
415,164.381318,48.938417,48.938417,False,19915,310,0,0.027994,0
257,166.160751,29.884881,29.884881,False,11853,16,0,0.014976,0
398,166.852258,46.361238,46.361238,False,25494,480,0,0.036667,0
509,205.086549,59.574143,59.574143,False,17222,484,0,0.026368,0
400,205.799797,46.510920,46.510920,False,18715,359,0,0.026984,0
511,206.536729,59.598883,59.598883,False,16477,340,0,0.023996,0
411,207.200227,48.507448,48.507448,False,16472,336,0,0.023950,0
327,207.881446,37.197950,37.197950,True,98996,17422,0,0.297965,0
436,207.881446,51.376775,51.376775,False,16028,464,0,0.024675,0
441,209.366518,52.014512,52.014512,False,15694,585,0,0.025468,0
363,209.757711,41.808117,41.808117,False,14888,241,0,0.021020,0
360,210.151702,41.441972,41.441972,False,14643,267,0,0.020974,0
497,211.166191,57.809446,57.809446,False,4614,1,0,0.005777,0
403,211.344758,47.059158,47.059158,False,10982,62,0,0.014348,0
409,211.690115,47.995489,47.995489,False,16612,676,0,0.027525,0
355,212.355820,40.769274,40.769274,False,13257,347,0,0.020041,0
379,212.561882,43.523785,43.523785,False,10065,61,0,0.013191,0
465,212.718814,54.945998,54.945998,False,14612,381,0,0.022075,0
371,212.718814,42.862835,42.862835,False,12179,324,0,0.018464,0
502,213.565524,58.516869,58.516869,False,12899,415,0,0.020274,0
392,213.896669,45.766307,45.766307,False,12495,450,0,0.020119,0
378,213.896669,43.463360,43.463360,False,12457,413,0,0.019701,0
413,216.040571,48.650570,48.650570,False,7161,22,0,0.009171,0
469,216.558100,55.600362,55.600362,False,11688,349,0,0.018100,0
368,216.558100,42.346582,42.346582,False,11625,467,0,0.019201,0
428,216.558100,50.243717,50.243717,False,10065,71,0,0.013291,0
380,216.558100,43.687307,43.687307,False,10811,395,0,0.017464,0
492,216.558100,57.266118,57.266118,False,10486,279,0,0.015898,0
490,216.843636,56.984287,56.984287,False,11762,703,0,0.021733,0
420,217.481524,49.509089,49.509089,False,10561,372,0,0.016921,0
416,237.158222,48.972858,48.972858,True,67464,2520,0,0.109530,0
498,237.158222,57.932387,57.932387,False,7039,19,0,0.008989,0
445,237.400359,52.267700,52.267700,False,6732,193,0,0.010345,0
467,237.459092,55.227356,55.227356,False,6938,269,0,0.011362,0
438,237.459092,51.481237,51.481237,False,6262,317,0,0.010998,0
426,237.812507,49.973002,49.973002,True,6250,4992,0,0.057732,0
455,237.812507,53.507513,53.507513,False,6274,389,0,0.011732,0
499,247.434222,57.988302,57.988302,False,9319,423,0,0.015879,0
482,247.761695,56.430569,56.430569,False,3903,369,0,0.008569,0
459,247.891582,54.176156,54.176156,True,7819,1933,0,0.029104,0
494,247.891582,57.445732,57.445732,False,2723,32,0,0.003724,0
460,249.336888,54.302621,54.302621,True,20685,1415,0,0.040006,0
481,249.336888,56.399891,56.399891,False,3956,421,0,0.009155,0
505,249.364203,59.013620,59.013620,False,3174,394,0,0.007908,0
480,253.180477,56.334194,56.334194,False,2310,323,0,0.006117,0
486,255.404106,56.661506,56.661506,False,2094,125,0,0.003868,0
503,257.218908,58.834248,58.834248,False,1413,240,0,0.004166,0
491,257.259658,57.135621,57.135621,True,19066,3157,0,0.055403,0
504,257.259658,58.921803,58.921803,False,2629,508,0,0.008366,0
501,257.286136,58.244982,58.244982,False,2414,661,0,0.009628,0
495,257.454541,57.639293,57.639293,True,3921,2366,0,0.028561,0
506,257.454541,59.214719,59.214719,False,5661,510,0,0.012176,0
507,259.039195,59.261911,59.261911,True,19715,2058,0,0.045224,0
510,259.039195,59.589535,59.589535,False,6234,515,0,0.012942,0
