cdf,prefill_e2e_time
0.0,0.3644838595468453
0.01,1.202452764553009
0.02,8.323883608184493
0.03,16.780280244741217
0.04,21.544079036369872
0.05,26.9048701733085
0.06,28.45693354223766
0.07,32.157111720098904
0.08,32.94270561470065
0.09,35.525465096728816
0.1,41.02229457826131
0.11,46.48229738499574
0.12,48.14651338527854
0.13,50.539387881463426
0.14,54.33309982911858
0.15,60.76340526866509
0.16,65.36864046633201
0.17,70.81901448649366
0.18,79.38018766772129
0.19,110.18127892718795
0.2,110.59312088408407
0.21,111.79268148860729
0.22,116.3493218837041
0.23,117.983809602358
0.24,135.18354987354127
0.25,139.94079897819586
0.26,142.06221013230996
0.27,147.88991751586255
0.28,151.8135777386752
0.29,153.85671422613157
0.3,155.3391620582135
0.31,156.71083099772292
0.32,157.44823230944988
0.33,161.14148777136953
0.34,163.0209739060629
0.35000000000000003,183.62304236605266
0.36,186.22038107070134
0.37,195.57682600072204
0.38,197.64893734150212
0.39,201.22218721590357
0.4,202.66238599905003
0.41000000000000003,208.48396124274197
0.42,213.1495050484416
0.43,219.83324408955977
0.44,226.79405288132557
0.45,228.26021211392995
0.46,231.4369138700626
0.47000000000000003,243.43545131870263
0.48,253.78019064320506
0.49,256.0980801136708
0.5,258.12931259122877
0.51,259.76074222363377
0.52,266.6718191744605
0.53,272.8514159880164
0.54,278.00248717750503
0.55,283.8688293956905
0.56,290.26086009753675
0.5700000000000001,298.8548297817398
0.58,304.3237271429026
0.59,310.1718324843663
0.6,314.1836705447661
0.61,318.1375054798691
0.62,321.20841605858544
0.63,324.86674484474094
0.64,344.59916473204737
0.65,351.0426783150386
0.66,353.091959569349
0.67,356.50355529268927
0.68,356.7935848972659
0.6900000000000001,360.9741338052849
0.7000000000000001,369.04161548330336
0.71,373.41733649717116
0.72,376.44828836714424
0.73,377.6096855658555
0.74,380.831915261012
0.75,393.13348088772506
0.76,393.72971204638986
0.77,403.33927489358257
0.78,415.47069612385604
0.79,420.04036326647395
0.8,422.2514022700468
0.81,435.01231466000365
0.8200000000000001,447.2796737889003
0.8300000000000001,452.8847150398627
0.84,460.10825473194376
0.85,462.37866039081
0.86,466.5795115840387
0.87,468.2296266525196
0.88,471.29496110077866
0.89,472.0980861262275
0.9,476.0729921363887
0.91,477.4611974525252
0.92,494.6784754006876
0.93,506.9474963085246
0.9400000000000001,510.0481130701203
0.9500000000000001,513.2326255237234
0.96,516.1059378250382
0.97,517.1839784755792
0.98,519.1989286204562
0.99,520.6739872223554
1.0,523.4055137731394
