cdf,request_e2e_time_normalized
0.0,0.03711810553732159
0.01,0.04668437091870886
0.02,0.061209806359070876
0.03,0.07952027552156736
0.04,0.08722596493632867
0.05,0.09926194267873648
0.06,0.12203374385041517
0.07,0.12891639024325405
0.08,0.1375584388797564
0.09,0.14468451275500896
0.1,0.15695287337412414
0.11,0.1708012368812812
0.12,0.18221133306502046
0.13,0.1967293316044453
0.14,0.2111417582370398
0.15,0.22470910955512124
0.16,0.23615845109258352
0.17,0.253576805933975
0.18,0.2622949005334443
0.19,0.2804079219122619
0.2,0.3009276103338689
0.21,0.3222840095506756
0.22,0.3400781751268699
0.23,0.3671660385926017
0.24,0.3754806810971675
0.25,0.3855238217450351
0.26,0.395891562509195
0.27,0.4041843251405094
0.28,0.42643441057759324
0.29,0.4376348416113111
0.3,0.4558213249739203
0.31,0.46623530279093606
0.32,0.4776985033016428
0.33,0.4865095080273852
0.34,0.5017198200324695
0.35000000000000003,0.509658401055668
0.36,0.5269421604557687
0.37,0.5499244327871619
0.38,0.5668772713779757
0.39,0.5935411100378302
0.4,0.6118943387984795
0.41000000000000003,0.624560879391865
0.42,0.6467744943199198
0.43,0.6588709645666336
0.44,0.6686710615369261
0.45,0.687942938906312
0.46,0.7123668514193436
0.47000000000000003,0.7405727962654998
0.48,0.7520127725040903
0.49,0.799565656982881
0.5,0.8279713032674151
0.51,0.8396640315039223
0.52,0.8502214242556476
0.53,0.867266559959514
0.54,0.8753747412344987
0.55,0.8823950468925231
0.56,0.9020242643074293
0.5700000000000001,0.9292417035608342
0.58,0.9504588728165313
0.59,0.9845831211743366
0.6,1.0066793314552835
0.61,1.021720999001913
0.62,1.0333565329841954
0.63,1.0468428129693705
0.64,1.0786809184108734
0.65,1.1090421201169982
0.66,1.126236565904642
0.67,1.1687977097051325
0.68,1.2029685677383914
0.6900000000000001,1.2243427792153934
0.7000000000000001,1.2449418689708838
0.71,1.2745414724616217
0.72,1.309898029401742
0.73,1.3578612095887685
0.74,1.414527541669624
0.75,1.4533526142303483
0.76,1.5228308788706921
0.77,1.5826356729685944
0.78,1.6342169833224003
0.79,1.7120384697957132
0.8,1.9520757444072423
0.81,2.0729209285658503
0.8200000000000001,2.188556322241315
0.8300000000000001,2.526444543320015
0.84,2.814754268198716
0.85,3.2198860709366266
0.86,3.512485903117306
0.87,4.818644571067121
0.88,6.398661252714743
0.89,7.806148815249288
0.9,8.635018753606177
0.91,9.38594315682591
0.92,11.299670175153633
0.93,14.424377618555786
0.9400000000000001,16.256359191440538
0.9500000000000001,18.96162683121362
0.96,26.81043233501715
0.97,47.148725112800676
0.98,65.94702913310987
0.99,123.60902804346887
1.0,517.2381110810468
