cdf,prefill_e2e_time_normalized
0.0,5.0135331436980095e-05
0.01,0.00015113518988022696
0.02,0.00041088238918716134
0.03,0.0009556096118730975
0.04,0.0013785228175779711
0.05,0.0016249694630932519
0.06,0.0017293441192392474
0.07,0.0019099329641408468
0.08,0.0022578149749152344
0.09,0.002667218571790808
0.1,0.0029069875672316477
0.11,0.003315359296260969
0.12,0.0034306036538613205
0.13,0.0037885679419740496
0.14,0.00435911742007792
0.15,0.004542657589421302
0.16,0.004956821887249889
0.17,0.005086579781623289
0.18,0.005672522108187277
0.19,0.006049509563777971
0.2,0.006478331304407436
0.21,0.006785762339257205
0.22,0.007831847686150606
0.23,0.008164042325834621
0.24,0.008650140257356328
0.25,0.00915881874577669
0.26,0.00995356205251165
0.27,0.011050646967967903
0.28,0.011518865235829427
0.29,0.011664463603804819
0.3,0.011983249062381969
0.31,0.0126212447905098
0.32,0.013157135839324898
0.33,0.013458030803807064
0.34,0.014085585577552366
0.35000000000000003,0.014325195439009472
0.36,0.01474866056096404
0.37,0.01573774179021945
0.38,0.01627513226653777
0.39,0.01678439768127141
0.4,0.017810135325785396
0.41000000000000003,0.018266746633434826
0.42,0.01950024183463191
0.43,0.020170051570823213
0.44,0.02056343470613371
0.45,0.02133359951627272
0.46,0.021850376539665994
0.47000000000000003,0.02210331121584702
0.48,0.022620951904069375
0.49,0.023902644963105173
0.5,0.024496211394654188
0.51,0.02522039954108649
0.52,0.025623304445431937
0.53,0.027560904539690373
0.54,0.02873615798097247
0.55,0.029784921970586648
0.56,0.03081735164700401
0.5700000000000001,0.03167198562640927
0.58,0.03237646948401019
0.59,0.03318416665056079
0.6,0.03453513322693712
0.61,0.03545664440176136
0.62,0.037074797753933464
0.63,0.03793705344960673
0.64,0.039758708545430385
0.65,0.0410720024788873
0.66,0.04276286501796976
0.67,0.04560607240095691
0.68,0.048994531305211274
0.6900000000000001,0.050507432192044864
0.7000000000000001,0.051690346753762315
0.71,0.05327915596427547
0.72,0.05641027906083799
0.73,0.05853827906034499
0.74,0.06004090066144596
0.75,0.06605773895865445
0.76,0.06977543257263112
0.77,0.07440347463084773
0.78,0.07723608075540898
0.79,0.07944713316386048
0.8,0.08266944512265165
0.81,0.09158367590913132
0.8200000000000001,0.09659813756797056
0.8300000000000001,0.10166281830143833
0.84,0.10468306500295385
0.85,0.10894569455343647
0.86,0.11180117441868874
0.87,0.11864867796281557
0.88,0.13040112557979713
0.89,0.14418033719542403
0.9,0.16035379924164506
0.91,0.17480410288937173
0.92,0.18238041916184172
0.93,0.1935543561151193
0.9400000000000001,0.2033257267527225
0.9500000000000001,0.21299868135084343
0.96,0.2425052502232527
0.97,0.2525859563303893
0.98,0.27704375033564227
0.99,0.3175812266097533
1.0,0.3702912170800858
