Time (sec),request_completion
1.7858515233857566,1
7.460824872901044,2
8.967687604554296,3
9.728514372754429,4
11.036240037356258,5
13.431316288880415,6
13.431316288880415,7
13.491883153447194,8
14.976378008558513,9
15.05792786841668,10
15.55429192919769,11
15.66280194402725,12
15.953612929901148,13
17.25148916984474,14
17.93525344689071,15
18.90216563548841,16
19.096546859991072,17
20.028876783489757,18
21.596979890029413,19
22.401810663770164,20
22.527315982023723,21
23.416825297112798,22
23.6915562437273,23
23.822204970968247,24
24.051114904243363,25
24.112448302442143,26
24.51385997048282,27
24.54936960999821,28
24.69570951077977,29
24.69570951077977,30
25.429731847967446,31
25.481936329174225,32
25.508507773745613,33
25.67854036872595,34
25.861732653946287,35
27.390645511160542,36
27.676564367754445,37
27.834161596499392,38
29.60946108051077,39
30.722141287558784,40
31.042190057313896,41
31.32721870804718,42
31.43593568556474,43
31.8685338927962,44
32.34474667326643,45
32.664380684804314,46
32.697357370207705,47
33.49438251272376,48
33.64522955497271,49
33.906019046062596,50
34.23389893503126,51
34.53644423181716,52
34.964654372068004,53
35.39842823574745,54
35.451449639578236,55
36.32111330738062,56
36.44574095976903,57
36.750210852961715,58
37.30374478118951,59
38.06798006071302,60
39.752735247398846,61
40.03445535992875,62
40.25030818693648,63
41.143843478162765,64
41.40821583191787,65
43.32194190831305,66
43.667719979937715,67
44.250462673338504,68
44.507435599345015,69
45.467968782142876,70
45.86901111624794,71
45.929274651325976,72
46.069533981348506,73
46.631377852362846,74
46.78019328370429,75
46.810111223132466,76
46.879632251304926,77
47.027219037676744,78
47.26997855222784,79
47.287238447768786,80
47.39897429852663,81
47.629139544983346,82
47.817322039180304,83
48.25938152746113,84
48.26756266813304,85
48.29087960214649,86
48.38386957761021,87
48.76643408585804,88
48.855858355829184,89
49.19443389109868,90
49.224268073692585,91
49.29915383244452,92
49.74308579932024,93
