cdf,prefill_time_execution_plus_preemption_normalized
0.0,2.800579454995308e-05
0.01,2.8044566375222303e-05
0.02,2.8083338200491523e-05
0.03,2.817915005613026e-05
0.04,2.84746020180623e-05
0.05,2.877005397999434e-05
0.06,2.8960616582568084e-05
0.07,2.9020067485943957e-05
0.08,2.907951838931983e-05
0.09,2.917475239476956e-05
0.1,2.928787795125622e-05
0.11,2.940100350774288e-05
0.12,3.103076498634233e-05
0.13,3.2850105955205885e-05
0.14,3.447211190417872e-05
0.15,3.4515437694025816e-05
0.16,3.4558763483872915e-05
0.17,3.464488138989693e-05
0.18,3.481658352827478e-05
0.19,3.498828566665263e-05
0.2,3.519993187008979e-05
0.21,3.544353332557439e-05
0.22,3.568713478105899e-05
0.23,3.6154858986170286e-05
0.24,3.668661826260349e-05
0.25,3.721837753903669e-05
0.26,3.749950602280087e-05
0.27,3.778063450656505e-05
0.28,3.809858708321579e-05
0.29,3.854542398496948e-05
0.3,3.8992260886723176e-05
0.31,3.931126733734679e-05
0.32,3.94704857240578e-05
0.33,3.9629704110768804e-05
0.34,3.9987725263929095e-05
0.35000000000000003,4.044514780031403e-05
0.36,4.0902570336698966e-05
0.37,4.116043803568004e-05
0.38,4.139336137998563e-05
0.39,4.161357682847055e-05
0.4,4.173212911039014e-05
0.41000000000000003,4.1850681392309724e-05
0.42,4.193108209096228e-05
0.43,4.193517962308078e-05
0.44,4.193927715519928e-05
0.45,4.2068938489617214e-05
0.46,4.229905086587469e-05
0.47000000000000003,4.252916324213217e-05
0.48,4.260993994968279e-05
0.49,4.264804932331717e-05
0.5,4.268615869695154e-05
0.51,4.2857118124424155e-05
0.52,4.302807755189677e-05
0.53,4.3185418134850434e-05
0.54,4.329509276198777e-05
0.55,4.340476738912511e-05
0.56,4.3524582098135e-05
0.5700000000000001,4.3657071909485574e-05
0.58,4.378956172083615e-05
0.59,4.3855287049385e-05
0.6,4.388763013653298e-05
0.61,4.391997322368097e-05
0.62,4.4151155564876605e-05
0.63,4.4407192812828194e-05
0.64,4.4664036203439746e-05
0.65,4.492732873533099e-05
0.66,4.519062126722223e-05
0.67,4.5380342016063646e-05
0.68,4.542291919880543e-05
0.6900000000000001,4.546549638154721e-05
0.7000000000000001,4.560216038616019e-05
0.71,4.581409384827013e-05
0.72,4.602602731038007e-05
0.73,4.607376116078496e-05
0.74,4.607458083641698e-05
0.75,4.6075400512049004e-05
0.76,4.639115545252698e-05
0.77,4.670691039300496e-05
0.78,4.696722771415072e-05
0.79,4.7033513367633724e-05
0.8,4.709979902111673e-05
0.81,4.724551451822914e-05
0.8200000000000001,4.74905173198783e-05
0.8300000000000001,4.773552012152747e-05
0.84,4.7994927651911804e-05
0.85,4.826153754666373e-05
0.86,4.852814744141565e-05
0.87,4.8578293961997906e-05
0.88,4.860138256080896e-05
0.89,4.8658912331533834e-05
0.9,4.899197147756938e-05
0.91,4.932503062360492e-05
0.92,4.969659481802677e-05
0.93,5.014516910922119e-05
0.9400000000000001,5.05937434004156e-05
0.9500000000000001,5.1175746267076865e-05
0.96,5.186449199411162e-05
0.97,5.255323772114636e-05
0.98,5.2956605480193184e-05
0.99,5.327843667695776e-05
1.0,5.360026787372233e-05
