cdf,request_model_execution_time
0.0,0.5215419991886826
0.01,0.5319837414102223
0.02,0.542425483631762
0.03,0.5546144693749374
0.04,0.5729188074438379
0.05,0.5912231455127386
0.06,0.6142856635824635
0.07,0.643295906653219
0.08,0.6723061497239744
0.09,0.702133833504914
0.1,0.7323702376409458
0.11,0.7626066417769775
0.12,1.2836176572207663
0.13,1.8659754990780235
0.14,2.391207701249975
0.15,2.4594347859394654
0.16,2.527661870628956
0.17,2.5745691399772435
0.18,2.5788367786431237
0.19,2.5831044173090043
0.2,2.710721366134863
0.21,2.9370177630887033
0.22,3.1633141600425447
0.23,3.296000041095458
0.24,3.4019400604623917
0.25,3.507880079829325
0.26,3.530205149101755
0.27,3.552530218374185
0.28,3.5822850612419472
0.29,3.638044111693372
0.3,3.693803162144797
0.31,3.730173515901789
0.32,3.74230799879074
0.33,3.7544424816796913
0.34,3.7820972862267066
0.35000000000000003,3.8175122516027544
0.36,3.8529272169788022
0.37,4.001172886540794
0.38,4.163522394126027
0.39,4.319772540038225
0.4,4.427227792566124
0.41000000000000003,4.534683045094024
0.42,4.634632396461258
0.43,4.719569945507165
0.44,4.804507494553071
0.45,4.845753635971156
0.46,4.852046651286986
0.47000000000000003,4.858339666602815
0.48,4.863683119555143
0.49,4.868755268975041
0.5,4.873827418394939
0.51,4.89765170825361
0.52,4.921475998112282
0.53,4.944166616860864
0.54,4.962889386724128
0.55,4.981612156587392
0.56,5.000939674540508
0.5700000000000001,5.021023127605937
0.58,5.041106580671365
0.59,5.084893621321612
0.6,5.140532455764267
0.61,5.196171290206923
0.62,5.269242816453886
0.63,5.344493429176387
0.64,5.414771288181076
0.65,5.445267117443269
0.66,5.475762946705461
0.67,5.52469896556247
0.68,5.610515363609113
0.6900000000000001,5.696331761655754
0.7000000000000001,5.7458807979716084
0.71,5.76641594490283
0.72,5.786951091834051
0.73,5.823080886443778
0.74,5.863666294675934
0.75,5.904251702908089
0.76,6.056234927329135
0.77,6.208218151750181
0.78,6.33899476723591
0.79,6.395548251448028
0.8,6.452101735660146
0.81,6.556708392954166
0.8200000000000001,6.721381516600557
0.8300000000000001,6.886054640246949
0.84,7.023148694022729
0.85,7.146453212863202
0.86,7.269757731703676
0.87,7.594553366407153
0.88,7.944535390593506
0.89,8.257444200296614
0.9,8.273767294133764
0.91,8.290090387970913
0.92,8.365978916720877
0.93,8.560998315296459
0.9400000000000001,8.756017713872039
0.9500000000000001,8.856681406703158
0.96,8.881860534938703
0.97,8.907039663174247
0.98,9.709611590734125
0.99,10.73429574667238
1.0,11.758979902610635
