Time (sec),request_completion
1.0265938020201502,1
2.6416295375730905,2
3.134277357700953,3
3.4111429154132735,4
4.239238369973208,5
5.221746923179267,6
5.422205162791212,7
5.560282622961108,8
5.636790544741481,9
5.683676125706623,10
5.973297338529904,11
5.994267361689695,12
6.055784556535161,13
7.956023915151768,14
8.102060124239292,15
8.134068956998227,16
9.051089550880572,17
9.26099718633699,18
9.34155215040447,19
9.730234799837092,20
9.977591457608844,21
10.017408190896811,22
10.218055371285834,23
10.355888227943792,24
10.476070216607695,25
10.482500164044056,26
11.089049151832034,27
11.096813870623032,28
11.190948490351735,29
11.431508061158642,30
12.30717121328571,31
12.873243964133165,32
12.938369413899224,33
13.048472770438083,34
13.089859295726058,35
13.36961437302112,36
13.598861321654326,37
13.976114332790287,38
14.012908821969676,39
14.836284231312353,40
14.945124561179375,41
15.561815067434173,42
15.653031955946656,43
15.681514663077966,44
15.824320022365201,45
16.0960274152376,46
16.125369683408177,47
16.306950680764626,48
16.37326534025638,49
16.379016375954713,50
16.443286962286006,51
16.637512533405854,52
16.64527606636435,53
16.655968546941306,54
16.793220680757177,55
16.924078621723204,56
17.1565398421384,57
17.300328309561976,58
17.395921669167357,59
17.413083738448385,60
17.544392234486192,61
17.60731424553346,62
17.880502371558435,63
17.9950520228251,64
18.044204096592168,65
18.23297765829628,66
18.292343804658046,67
18.354813363679195,68
18.546198118276767,69
18.548960732277855,70
18.552542175224083,71
18.626366295526434,72
18.79794207895898,73
18.842757154829975,74
18.85242808392931,75
19.00071099240794,76
19.04820342525701,77
19.06882972359338,78
19.20118068708111,79
19.236181219174114,80
19.322870882325756,81
19.323855649225116,82
19.697959592790987,83
19.868659443374803,84
19.943902149624925,85
20.06243415671593,86
20.170784336981416,87
20.193064164391856,88
20.351066315018684,89
20.40128446471776,90
20.60574609581408,91
21.022837992792493,92
21.05503418429259,93
21.60063394242519,94
21.679159460109503,95
21.88236899835886,96
22.478275990534925,97
23.057535079593475,98
24.630157722100943,99
25.76309539765674,100
25.821900969588132,101
27.61484232691434,102
29.229679579721342,103
29.61661637479878,104
29.694964590606048,105
29.78030524634237,106
29.86502619782815,107
30.005273650013997,108
30.241110748945324,109
30.423478483205706,110
30.97745421088273,111
31.612072226391923,112
32.201748843095494,113
32.527417265763155,114
32.64438041470451,115
32.77617843369369,116
33.102278026337366,117
33.83282356395244,118
34.16644086480967,119
34.56438826916661,120
34.87626300841753,121
34.93666278191028,122
36.34367294350907,123
36.83566680774507,124
36.83566680774507,125
37.08376951167908,126
38.23821990262375,127
38.45112439483704,128
