cdf,request_execution_plus_preemption_time_normalized
0.0,0.008902414320604781
0.01,0.009110489233352892
0.02,0.00921233675132482
0.03,0.00933946493583722
0.04,0.009516870610769617
0.05,0.00962385192684753
0.06,0.009829790853033128
0.07,0.010157892135121362
0.08,0.01071268953790722
0.09,0.010765837930477098
0.1,0.010837729541174372
0.11,0.010991753814896019
0.12,0.01112398766816211
0.13,0.011290109025914518
0.14,0.01135767724476757
0.15,0.011528679453270234
0.16,0.011876632155827392
0.17,0.012156803170862136
0.18,0.012519075000576328
0.19,0.012845232559253898
0.2,0.013312899402214001
0.21,0.013485231987442494
0.22,0.01366476817823236
0.23,0.013870182815792774
0.24,0.014145426427742046
0.25,0.01439527057122697
0.26,0.014586206379785685
0.27,0.014914796660266544
0.28,0.015128788158203206
0.29,0.01554067940620051
0.3,0.015720018777446967
0.31,0.016216754913328406
0.32,0.01698518926962632
0.33,0.01732619560752271
0.34,0.017701397070078815
0.35000000000000003,0.018161402738827576
0.36,0.018656656136380553
0.37,0.019076967861643937
0.38,0.019155018704685042
0.39,0.019186913550455754
0.4,0.019516784723854277
0.41000000000000003,0.019765978551379768
0.42,0.020017470200165158
0.43,0.020333680389080268
0.44,0.020503740899965976
0.45,0.020904005084699664
0.46,0.020982579049738066
0.47000000000000003,0.02116617933411469
0.48,0.021381354585305188
0.49,0.02217369417296215
0.5,0.022767937167940948
0.51,0.022861908971111476
0.52,0.023306438320840894
0.53,0.023795026697568066
0.54,0.024266703108138835
0.55,0.024555258714428197
0.56,0.025026127999894704
0.5700000000000001,0.025186845208409848
0.58,0.025597552386069505
0.59,0.02602853447919691
0.6,0.02654861349154425
0.61,0.026854461381237305
0.62,0.027278215040718968
0.63,0.027428819707270534
0.64,0.02898013105862239
0.65,0.030474304394912097
0.66,0.03135516787678168
0.67,0.03304303841261413
0.68,0.03323665831267743
0.6900000000000001,0.0333316003692092
0.7000000000000001,0.034004909163714965
0.71,0.03428251109595814
0.72,0.03565780426242475
0.73,0.036486459329450494
0.74,0.036575480285167064
0.75,0.03675819793703882
0.76,0.03707806632240344
0.77,0.03754012552328134
0.78,0.0378881156133777
0.79,0.0380007341148483
0.8,0.03838341033777066
0.81,0.03889244028715104
0.8200000000000001,0.03945735567280836
0.8300000000000001,0.04009754584973286
0.84,0.04142535408867026
0.85,0.04180084160167744
0.86,0.04336369090628586
0.87,0.04607752155659083
0.88,0.048244991885573414
0.89,0.04907982822103536
0.9,0.05065873350464991
0.91,0.0518322041520067
0.92,0.05320065961635792
0.93,0.054615878681266966
0.9400000000000001,0.05995630753709014
0.9500000000000001,0.06128709828952998
0.96,0.0881819529012655
0.97,0.17810626827743054
0.98,0.4736812849849849
0.99,0.6183889038132546
1.0,1.4610675035012248
