cdf,prefill_time_execution_plus_preemption_normalized,replica
0.14,4.716144306024231e-05,6
0.15,4.719722449289993e-05,6
0.16,4.723300592555755e-05,6
0.17,4.7268787358215175e-05,6
0.18,4.73045687908728e-05,6
0.19,4.734035022353042e-05,6
0.2,4.737613165618804e-05,6
0.21,4.791400496997934e-05,6
0.22,4.8451878283770636e-05,6
0.23,4.898975159756193e-05,6
0.24,4.952762491135323e-05,6
0.25,5.006549822514453e-05,6
0.26,5.0603371538935824e-05,6
0.27,5.10097109159478e-05,6
0.28,5.1152982419401134e-05,6
0.29,5.129625392285447e-05,6
0.3,5.14395254263078e-05,6
0.31,5.158279692976113e-05,6
0.32,5.1726068433214464e-05,6
0.33,5.18693399366678e-05,6
0.34,5.196573726571596e-05,6
0.35000000000000003,5.203869750756153e-05,6
0.36,5.21116577494071e-05,6
0.37,5.2184617991252675e-05,6
0.38,5.225757823309825e-05,6
0.39,5.2330538474943815e-05,6
0.4,5.240349871678939e-05,6
0.41000000000000003,5.299412060855542e-05,6
0.42,5.3584742500321454e-05,6
0.43,5.4175364392087483e-05,6
0.44,5.476598628385351e-05,6
0.45,5.535660817561955e-05,6
0.46,5.594723006738558e-05,6
0.47000000000000003,5.639156565717727e-05,6
0.48,5.654332864302028e-05,6
0.49,5.6695091628863295e-05,6
0.5,5.6846854614706305e-05,6
0.51,5.6998617600549314e-05,6
0.52,5.715038058639233e-05,6
0.53,5.730214357223534e-05,6
0.54,5.749524724744685e-05,6
0.55,5.77090212673426e-05,6
0.56,5.792279528723836e-05,6
0.5700000000000001,5.8136569307134116e-05,6
0.58,5.8350343327029873e-05,6
0.59,5.856411734692563e-05,6
0.6,5.877789136682139e-05,6
0.61,5.879995712579985e-05,6
0.62,5.8822022884778315e-05,6
0.63,5.884408864375678e-05,6
0.64,5.886615440273524e-05,6
0.65,5.8888220161713705e-05,6
0.66,5.891028592069217e-05,6
0.67,5.9030396939468615e-05,6
0.68,5.934659847784104e-05,6
0.6900000000000001,5.966280001621345e-05,6
0.7000000000000001,5.9979001554585876e-05,6
0.71,6.029520309295829e-05,6
0.72,6.0611404631330706e-05,6
0.73,6.092760616970313e-05,6
0.74,6.11472040483286e-05,6
0.75,6.131850009708057e-05,6
0.76,6.148979614583255e-05,6
0.77,6.166109219458453e-05,6
0.78,6.183238824333651e-05,6
0.79,6.20036842920885e-05,6
0.8,6.217498034084048e-05,6
0.81,6.220894122102312e-05,6
0.8200000000000001,6.224290210120575e-05,6
0.8300000000000001,6.227686298138839e-05,6
0.84,6.231082386157102e-05,6
0.85,6.234478474175366e-05,6
0.86,6.23787456219363e-05,6
0.87,6.261474571159272e-05,6
0.88,6.32548242201967e-05,6
0.89,6.38949027288007e-05,6
0.9,6.453498123740469e-05,6
0.91,6.517505974600866e-05,6
0.92,6.581513825461265e-05,6
0.93,6.645521676321664e-05,6
0.9400000000000001,6.739095589087744e-05,6
0.9500000000000001,6.847452532806667e-05,6
0.96,6.955809476525588e-05,6
0.97,7.064166420244511e-05,6
0.98,7.172523363963433e-05,6
0.99,7.280880307682356e-05,6
1.0,7.389237251401278e-05,6
0.0,2.9305915379926584e-05,7
0.01,3.195280676945747e-05,7
0.02,3.4599698158988357e-05,7
0.03,3.724658954851924e-05,7
0.04,3.989348093805012e-05,7
0.05,4.254037232758101e-05,7
0.06,4.518726371711189e-05,7
0.07,4.6994097943376605e-05,7
0.08,4.7120817843108967e-05,7
0.09,4.7247537742841334e-05,7
0.1,4.7374257642573695e-05,7
0.11,4.750097754230606e-05,7
0.12,4.762769744203843e-05,7
0.13,4.775441734177079e-05,7
0.14,4.833484452487347e-05,7
0.15,4.914212534966131e-05,7
0.16,4.994940617444914e-05,7
0.17,5.0756686999236985e-05,7
0.18,5.156396782402482e-05,7
0.19,5.237124864881266e-05,7
0.2,5.3178529473600494e-05,7
0.21,5.3255828257070335e-05,7
0.22,5.3333127040540176e-05,7
0.23,5.341042582401002e-05,7
0.24,5.348772460747986e-05,7
0.25,5.356502339094969e-05,7
0.26,5.3642322174419534e-05,7
0.27,5.386611296919129e-05,7
0.28,5.438288778656686e-05,7
0.29,5.489966260394243e-05,7
0.3,5.5416437421318e-05,7
0.31,5.5933212238693574e-05,7
0.32,5.6449987056069144e-05,7
0.33,5.696676187344471e-05,7
0.34,5.727361233330988e-05,7
0.35000000000000003,5.747550061441984e-05,7
0.36,5.76773888955298e-05,7
0.37,5.787927717663977e-05,7
0.38,5.808116545774973e-05,7
0.39,5.828305373885969e-05,7
0.4,5.848494201996965e-05,7
0.41000000000000003,5.919160924024111e-05,7
0.42,5.989827646051257e-05,7
0.43,6.060494368078403e-05,7
0.44,6.131161090105549e-05,7
0.45,6.201827812132695e-05,7
0.46,6.272494534159841e-05,7
0.47000000000000003,6.329984594274736e-05,7
0.48,6.361121330565127e-05,7
0.49,6.392258066855518e-05,7
0.5,6.423394803145909e-05,7
0.51,6.4545315394363e-05,7
0.52,6.48566827572669e-05,7
0.53,6.516805012017081e-05,7
0.54,6.536986959349082e-05,7
0.55,6.551691512201887e-05,7
0.56,6.566396065054692e-05,7
0.5700000000000001,6.581100617907495e-05,7
0.58,6.5958051707603e-05,7
0.59,6.610509723613104e-05,7
0.6,6.625214276465909e-05,7
0.61,6.641309709490127e-05,7
0.62,6.657405142514343e-05,7
0.63,6.67350057553856e-05,7
0.64,6.689596008562777e-05,7
0.65,6.705691441586994e-05,7
0.66,6.721786874611211e-05,7
0.67,6.733514481354372e-05,7
0.68,6.736506435535418e-05,7
0.6900000000000001,6.739498389716465e-05,7
0.7000000000000001,6.742490343897512e-05,7
0.71,6.745482298078558e-05,7
