cdf,prefill_time_execution_plus_preemption,replica
0.12,0.10710784418728103,3
0.13,0.1119385221529896,3
0.14,0.11372351237835918,3
0.15,0.11398565873355926,3
0.16,0.11424780508875934,3
0.17,0.11450995144395941,3
0.18,0.11477209779915949,3
0.19,0.11503424415435956,3
0.2,0.11529639050955964,3
0.21,0.11608559135156905,3
0.22,0.11687479219357846,3
0.23,0.11766399303558789,3
0.24,0.1184531938775973,3
0.25,0.11924239471960671,3
0.26,0.12003159556161612,3
0.27,0.13171148268758862,3
0.28,0.16517274238148666,3
0.29,0.19863400207538467,3
0.3,0.2320952617692829,3
0.31,0.26555652146318115,3
0.32,0.29901778115707917,3
0.33,0.3324790408509774,3
0.34,0.3512342660431337,3
0.35000000000000003,0.362636473984419,3
0.36,0.37403868192570433,3
0.37,0.38544088986698966,3
0.38,0.39684309780827504,3
0.39,0.4082453057495604,3
0.4,0.41964751369084574,3
0.41000000000000003,0.46991198371593024,3
0.42,0.5201764537410151,3
0.43,0.5704409237660998,3
0.44,0.6207053937911843,3
0.45,0.6709698638162691,3
0.46,0.7212343338413539,3
0.47000000000000003,0.7689062021717223,3
0.48,0.8113928671126588,3
0.49,0.8538795320535956,3
0.5,0.8963661969945322,3
0.51,0.9388528619354689,3
0.52,0.9813395268764057,3
0.53,1.0238261918173421,3
0.54,1.0490980855988996,3
0.55,1.065762593800767,3
0.56,1.0824271020026348,3
0.5700000000000001,1.0990916102045025,3
0.58,1.1157561184063702,3
0.59,1.132420626608238,3
0.6,1.1490851348101057,3
0.61,1.149602505193644,3
0.62,1.1501198755771822,3
0.63,1.1506372459607206,3
0.64,1.1511546163442588,3
0.65,1.1516719867277971,3
0.66,1.1521893571113355,3
0.67,1.1560536345238994,3
0.68,1.1666117259945148,3
0.6900000000000001,1.1771698174651297,3
0.7000000000000001,1.187727908935745,3
0.71,1.1982860004063602,3
0.72,1.2088440918769754,3
0.73,1.2194021833475908,3
0.74,1.260332921393719,3
0.75,1.3164499827276042,3
0.76,1.3725670440614892,3
0.77,1.4286841053953743,3
0.78,1.4848011667292595,3
0.79,1.5409182280631446,3
0.8,1.597035289397029,3
0.81,1.7867049001214494,3
0.8200000000000001,1.9763745108458677,3
0.8300000000000001,2.1660441215702884,3
0.84,2.355713732294709,3
0.85,2.5453833430191293,3
0.86,2.73505295374355,3
0.87,3.080908050293312,3
0.88,3.7391341184937454,3
0.89,4.397360186694187,3
0.9,5.055586254894628,3
0.91,5.713812323095069,3
0.92,6.3720383912955105,3
0.93,7.030264459495951,3
0.9400000000000001,7.479203428504377,3
0.9500000000000001,7.823498847916804,3
0.96,8.167794267329228,3
0.97,8.512089686741655,3
0.98,8.856385106154082,3
0.99,9.20068052556651,3
1.0,9.544975944978937,3
0.0,0.0664443477640777,4
0.01,0.0770979771213216,4
0.02,0.0877516064785655,4
0.03,0.0984052358358094,4
0.04,0.1090588651930533,4
0.05,0.1197124945502972,4
0.06,0.1303661239075411,4
0.07,0.13916015336987245,4
0.08,0.14423498304237867,4
0.09,0.1493098127148849,4
0.1,0.15438464238739114,4
0.11,0.15945947205989736,4
0.12,0.1645343017324036,4
0.13,0.16960913140490982,4
0.14,0.1841217479517066,4
0.15,0.20335325793564862,4
0.16,0.22258476791959064,4
0.17,0.24181627790353272,4
0.18,0.2610477878874747,4
0.19,0.28027929787141675,4
0.2,0.2995108078553588,4
0.21,0.3050122415990896,4
0.22,0.31051367534282037,4
0.23,0.31601510908655117,4
0.24,0.32151654283028197,4
0.25,0.32701797657401277,4
0.26,0.33251941031774357,4
0.27,0.3367171165745716,4
0.28,0.33830736785759397,4
0.29,0.3398976191406164,4
0.3,0.3414878704236388,4
0.31,0.34307812170666124,4
0.32,0.34466837298968367,4
0.33,0.34625862427270604,4
0.34,0.3533961756970268,4
0.35000000000000003,0.36330737719199657,4
0.36,0.37321857868696634,4
0.37,0.3831297801819362,4
0.38,0.39304098167690604,4
0.39,0.4029521831718759,4
0.4,0.4128633846668457,4
0.41000000000000003,0.414338046256541,4
0.42,0.4158127078462364,4
0.43,0.41728736943593175,4
0.44,0.41876203102562715,4
0.45,0.4202366926153225,4
0.46,0.4217113542050178,4
0.47000000000000003,0.42421497482093445,4
0.48,0.4287765134892936,4
0.49,0.43333805215765275,4
0.5,0.43789959082601193,4
0.51,0.4424611294943711,4
0.52,0.4470226681627303,4
0.53,0.4515842068310894,4
0.54,0.45592394548118115,4
0.55,0.4601527841221391,4
0.56,0.46438162276309713,4
0.5700000000000001,0.46861046140405516,4
0.58,0.47283930004501307,4
0.59,0.4770681386859711,4
0.6,0.4812969773269291,4
0.61,0.4861767217730228,4
0.62,0.4910564662191165,4
0.63,0.49593621066521015,4
0.64,0.5008159551113038,4
0.65,0.5056956995573976,4
0.66,0.5105754440034913,4
0.67,0.5261887650668726,4
0.68,0.5632692393648286,4
0.6900000000000001,0.6003497136627843,4
0.7000000000000001,0.6374301879607405,4
0.71,0.6745106622586962,4
0.72,0.7115911365566523,4
0.73,0.7486716108546083,4
0.74,0.7624038218687753,4
0.75,0.7644619012410474,4
0.76,0.7665199806133195,4
0.77,0.7685780599855916,4
0.78,0.7706361393578638,4
0.79,0.7726942187301359,4
0.8,0.774752298102408,4
0.81,0.7822853084908838,4
0.8200000000000001,0.7898183188793597,4
0.8300000000000001,0.7973513292678356,4
0.84,0.8048843396563115,4
0.85,0.8124173500447873,4
0.86,0.8199503604332632,4
0.87,0.8499314675499725,4
0.88,0.9248087681231467,4
0.89,0.9996860686963219,4
0.9,1.0745633692694971,4
0.91,1.1494406698426722,4
0.92,1.2243179704158476,4
0.93,1.2991952709890227,4
0.9400000000000001,1.3649476966858702,4
0.9500000000000001,1.426137684944555,4
0.96,1.487327673203239,4
0.97,1.5485176614619238,4
0.98,1.6097076497206086,4
0.99,1.6708976379792935,4
1.0,1.7320876262379783,4
0.0,0.055863134647425206,5
0.01,0.06044111146743662,5
0.02,0.06501908828744804,5
0.03,0.06959706510745947,5
0.04,0.07417504192747089,5
0.05,0.0787530187474823,5
0.06,0.08333099556749372,5
0.07,0.08641848297117236,5
0.08,0.08652499154218543,5
0.09,0.08663150011319849,5
0.1,0.08673800868421155,5
0.11,0.08684451725522462,5
0.12,0.08695102582623768,5
0.13,0.08705753439725075,5
0.14,0.08803485929243467,5
0.15,0.08944759234970401,5
0.16,0.09086032540697335,5
0.17,0.0922730584642427,5
0.18,0.09368579152151203,5
0.19,0.09509852457878139,5
0.2,0.09651125763605073,5
0.21,0.11857087667613371,5
0.22,0.1406304957162167,5
0.23,0.16269011475629974,5
0.24,0.18474973379638263,5
0.25,0.20680935283646568,5
0.26,0.22886897187654873,5
0.27,0.24618978580503176,5
0.28,0.2540329895103149,5
0.29,0.261876193215598,5
0.3,0.2697193969208812,5
0.31,0.2775626006261644,5
0.32,0.2854058043314475,5
0.33,0.2932490080367307,5
0.34,0.3138244337992049,5
0.35000000000000003,0.34076597059027436,5
0.36,0.36770750738134383,5
0.37,0.3946490441724135,5
0.38,0.42159058096348306,5
0.39,0.4485321177545527,5
0.4,0.4754736545456222,5
0.41000000000000003,0.47844504091453144,5
0.42,0.48141642728344075,5
0.43,0.48438781365235,5
0.44,0.48735920002125926,5
0.45,0.4903305863901686,5
0.46,0.4933019727590779,5
0.47000000000000003,0.4969261105218174,5
0.48,0.5018557510722175,5
0.49,0.5067853916226176,5
0.5,0.5117150321730177,5
0.51,0.5166446727234179,5
0.52,0.521574313273818,5
0.53,0.526503953824218,5
0.54,0.5306183028987103,5
0.55,0.5343250062352485,5
0.56,0.5380317095717867,5
0.5700000000000001,0.541738412908325,5
0.58,0.5454451162448631,5
0.59,0.5491518195814015,5
0.6,0.5528585229179397,5
0.61,0.5693499307667431,5
0.62,0.5858413386155465,5
0.63,0.6023327464643498,5
0.64,0.6188241543131532,5
0.65,0.6353155621619566,5
0.66,0.65180697001076,5
0.67,0.6722218232704099,5
0.68,0.7004835673517524,5
0.6900000000000001,0.7287453114330947,5
0.7000000000000001,0.7570070555144373,5
0.71,0.7852687995957794,5
0.72,0.8135305436771221,5
0.73,0.8417922877584646,5
0.74,0.878303182598195,5
0.75,0.9189386528171193,5
0.76,0.9595741230360436,5
0.77,1.000209593254968,5
0.78,1.0408450634738922,5
0.79,1.0814805336928166,5
0.8,1.1221160039117404,5
0.81,1.140497533464175,5
0.8200000000000001,1.158879063016609,5
0.8300000000000001,1.1772605925690436,5
0.84,1.195642122121478,5
0.85,1.2140236516739125,5
0.86,1.232405181226347,5
0.87,1.2617287255902019,5
0.88,1.312936299576897,5
0.89,1.3641438735635925,5
0.9,1.4153514475502882,5
0.91,1.466559021536984,5
0.92,1.5177665955236794,5
0.93,1.5689741695103752,5
0.9400000000000001,1.637657540505516,5
0.9500000000000001,1.7150788100048806,5
0.96,1.7925000795042443,5
0.97,1.8699213490036088,5
0.98,1.9473426185029736,5
0.99,2.024763888002338,5
1.0,2.1021851575017028,5
0.0,0.06496407367801993,6
0.01,0.06773033680374488,6
0.02,0.07049659992946981,6
0.03,0.07326286305519476,6
0.04,0.0760291261809197,6
0.05,0.07879538930664465,6
0.06,0.08156165243236958,6
0.07,0.08494582337452154,6
0.08,0.08956580994952752,6
0.09,0.09418579652453349,6
0.1,0.09880578309953947,6
0.11,0.10342576967454543,6
0.12,0.10804575624955141,6
0.13,0.1126657428245574,6
0.14,0.12105620959029864,6
0.15,0.13133191645140752,6
0.16,0.1416076233125164,6
0.17,0.1518833301736253,6
0.18,0.16215903703473414,6
0.19,0.17243474389584304,6
0.2,0.18271045075695191,6
0.21,0.1980075274148934,6
0.22,0.21330460407283486,6
0.23,0.2286016807307764,6
0.24,0.24389875738871783,6
0.25,0.25919583404665936,6
0.26,0.27449291070460086,6
0.27,0.285773117083846,6
0.28,0.2890195829056985,6
0.29,0.292266048727551,6
0.3,0.2955125145494035,6
0.31,0.29875898037125603,6
0.32,0.30200544619310854,6
0.33,0.30525191201496105,6
0.34,0.30887138177873913,6
0.35000000000000003,0.3126773535134799,6
0.36,0.3164833252482207,6
0.37,0.32028929698296155,6
0.38,0.3240952687177024,6
0.39,0.32790124045244323,6
0.4,0.331707212187184,6
0.41000000000000003,0.3429744862957187,6
0.42,0.3542417604042535,6
0.43,0.36550903451278827,6
0.44,0.37677630862132294,6
0.45,0.38804358272985773,6
0.46,0.3993108568383925,6
0.47000000000000003,0.4097064848964926,6
0.48,0.41835882085372333,6
0.49,0.4270111568109542,6
0.5,0.43566349276818506,6
0.51,0.4443158287254159,6
0.52,0.4529681646826468,6
0.53,0.46162050063987753,6
0.54,0.5006306137940363,6
0.55,0.5548196155466576,6
0.56,0.6090086172992796,6
0.5700000000000001,0.6631976190519016,6
0.58,0.717386620804523,6
0.59,0.771575622557145,6
0.6,0.8257646243097669,6
0.61,0.8457329006910012,6
0.62,0.8657011770722354,6
0.63,0.8856694534534693,6
0.64,0.9056377298347035,6
0.65,0.9256060062159377,6
0.66,0.9455742825971719,6
0.67,0.963716266822067,6
0.68,0.9782056667342841,6
0.6900000000000001,0.9926950666465009,6
0.7000000000000001,1.007184466558718,6
0.71,1.0216738664709348,6
0.72,1.036163266383152,6
0.73,1.0506526662953688,6
0.74,1.0620383099634711,6
0.75,1.071872075509516,6
0.76,1.0817058410555607,6
0.77,1.0915396066016054,6
0.78,1.1013733721476502,6
0.79,1.111207137693695,6
0.8,1.1210409032397397,6
0.81,1.1694268238129333,6
0.8200000000000001,1.2178127443861262,6
0.8300000000000001,1.2661986649593198,6
0.84,1.3145845855325131,6
0.85,1.3629705061057067,6
0.86,1.4113564266789003,6
0.87,1.4510719694866292,6
0.88,1.4734467567634288,6
0.89,1.4958215440402287,6
0.9,1.5181963313170286,6
0.91,1.5405711185938284,6
0.92,1.562945905870628,6
0.93,1.585320693147428,6
0.9400000000000001,1.6968386971811635,6
0.9500000000000001,1.8529283095933677,6
0.96,2.00901792200557,6
0.97,2.1651075344177744,6
0.98,2.321197146829979,6
0.99,2.4772867592421832,6
1.0,2.6333763716543874,6
0.0,0.041321340685696484,7
0.01,0.04563362452494779,7
0.02,0.0499459083641991,7
