cdf,request_model_execution_time
0.0,1.1925889667397531
0.01,1.3387221369461866
0.02,1.48485530715262
0.03,1.6309884773590535
0.04,1.9801020563278575
0.05,2.3884182545190193
0.06,2.796734452710181
0.07,3.0448989512712408
0.08,3.161173814842804
0.09,3.277448678414368
0.1,3.378863143650859
0.11,3.449070772383699
0.12,3.519278401116539
0.13,3.5947920052512985
0.14,3.719828046470637
0.15,3.8448640876899742
0.16,3.9699001289093125
0.17,4.199503735044911
0.18,4.444598832279214
0.19,4.689693929513517
0.2,5.245271455941698
0.21,5.9716143184265125
0.22,6.697957180911327
0.23,7.136946839688217
0.24,7.178062831792595
0.25,7.219178823896975
0.26,7.2653966015122435
0.27,7.332871818756223
0.28,7.400347036000202
0.29,7.46782225324418
0.3,7.470659536246476
0.31,7.471342221440716
0.32,7.472024906634956
0.33,7.49935727389608
0.34,7.535959095789163
0.35000000000000003,7.572560917682247
0.36,7.728391750758003
0.37,7.995999781817514
0.38,8.263607812877025
0.39,8.45731529888254
0.4,8.470377008089399
0.41000000000000003,8.483438717296258
0.42,8.528548052976156
0.43,9.038347972515139
0.44,9.548147892054121
0.45,10.057947811593106
0.46,10.149700390596617
0.47000000000000003,10.161059250266389
0.48,10.172418109936158
0.49,10.2610272792967
0.5,10.398426117935621
0.51,10.535824956574544
0.52,10.729983133338676
0.53,11.01401026213439
0.54,11.298037390930105
0.55,11.570520748629907
0.56,11.782976496630965
0.5700000000000001,11.995432244632022
0.58,12.20788799263308
0.59,12.322793571800455
0.6,12.430971553117232
0.61,12.53914953443401
0.62,12.746373747515017
0.63,12.994116873590484
0.64,13.241859999665948
0.65,13.420675950027304
0.66,13.525969579626942
0.67,13.63126320922658
0.68,13.723883134017015
0.6900000000000001,13.78006615748098
0.7000000000000001,13.836249180944948
0.71,13.896696350421855
0.72,14.085067900286933
0.73,14.27343945015201
0.74,14.46181100001709
0.75,14.517024777660014
0.76,14.540280689969622
0.77,14.563536602279232
0.78,14.649803589823783
0.79,14.781578576149128
0.8,14.913353562474471
0.81,15.004305469029996
0.8200000000000001,15.021033594185853
0.8300000000000001,15.03776171934171
0.84,15.054975267045178
0.85,15.07546541694502
0.86,15.095955566844863
0.87,15.116445716744707
0.88,15.130450064896163
0.89,15.143759505717433
0.9,15.157068946538706
0.91,15.227419286043016
0.92,15.324931958253538
0.93,15.422444630464058
0.9400000000000001,15.625014227511187
0.9500000000000001,15.955152947574206
0.96,16.28529166763722
0.97,16.74974925145566
0.98,17.674728653864115
0.99,18.59970805627258
1.0,19.524687458681033
